picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  293, nerr =    0p/   4r, time steps =    5, qsz =    2, switch = on, t =     2932 ms, ax =  0.5011, ay = -0.6629, az =  9.8236, gx =  0.1106 rad/s, gy = -0.0004 rad/s, gz = -0.0342 rad/s, rpm_pitch =  0.0000, rpm_roll = -374.9666, I_w_pitch =  6.5030 A, I_w_roll = 16.5167 A, theta_pitch = -53.25656mrad, theta_roll_comp = -71.9036 mrad, theta_setpoint = -16.4521 mrad, 
msg = 7909, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79092 ms, ax =  0.4675, ay = -0.2769, az =  9.8979, gx = -0.0074 rad/s, gy = -0.0038 rad/s, gz = -0.0143 rad/s, rpm_pitch =  0.0000, rpm_roll = 140.5414, I_w_pitch =  6.8769 A, I_w_roll =  4.5601 A, theta_pitch = -54.82610mrad, theta_roll_comp = -30.9411 mrad, theta_setpoint = -48.8260 mrad, 
msg = 7910, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79102 ms, ax =  0.5083, ay = -0.2721, az =  9.9207, gx = -0.0065 rad/s, gy = -0.0029 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = 140.5414, I_w_pitch =  6.8364 A, I_w_roll =  4.8718 A, theta_pitch = -54.80457mrad, theta_roll_comp = -30.9774 mrad, theta_setpoint = -48.8260 mrad, 
msg = 7911, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79112 ms, ax =  0.5886, ay = -0.2493, az =  9.8212, gx = -0.0071 rad/s, gy = -0.0037 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = 140.5414, I_w_pitch =  6.8748 A, I_w_roll =  4.6301 A, theta_pitch = -54.84752mrad, theta_roll_comp = -30.9993 mrad, theta_setpoint = -48.8260 mrad, 
msg = 7912, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79122 ms, ax =  0.5622, ay = -0.2146, az =  9.7960, gx = -0.0086 rad/s, gy = -0.0058 rad/s, gz = -0.0073 rad/s, rpm_pitch =  0.0000, rpm_roll = 140.5414, I_w_pitch =  6.9727 A, I_w_roll =  4.1156 A, theta_pitch = -54.93211mrad, theta_roll_comp = -31.0038 mrad, theta_setpoint = -48.8260 mrad, 
msg = 7913, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79132 ms, ax =  0.5490, ay = -0.2002, az =  9.8428, gx = -0.0090 rad/s, gy = -0.0033 rad/s, gz = -0.0071 rad/s, rpm_pitch =  0.0000, rpm_roll = 140.5414, I_w_pitch =  6.8806 A, I_w_roll =  3.9803 A, theta_pitch = -54.99217mrad, theta_roll_comp = -30.9927 mrad, theta_setpoint = -48.8260 mrad, 
msg = 7914, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79142 ms, ax =  0.5466, ay = -0.1618, az =  9.9135, gx = -0.0091 rad/s, gy = -0.0013 rad/s, gz = -0.0069 rad/s, rpm_pitch =  0.0000, rpm_roll = 168.5829, I_w_pitch =  6.8046 A, I_w_roll =  4.6529 A, theta_pitch = -55.01820mrad, theta_roll_comp = -30.9556 mrad, theta_setpoint = -50.5870 mrad, 
msg = 7915, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79152 ms, ax =  0.4939, ay = -0.3009, az =  9.9183, gx = -0.0082 rad/s, gy = -0.0010 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = 168.5829, I_w_pitch =  6.7915 A, I_w_roll =  4.9735 A, theta_pitch = -55.00237mrad, theta_roll_comp = -30.9695 mrad, theta_setpoint = -50.5870 mrad, 
msg = 7916, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79162 ms, ax =  0.5250, ay = -0.2601, az =  9.8224, gx = -0.0093 rad/s, gy = -0.0012 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = 168.5829, I_w_pitch =  6.7936 A, I_w_roll =  4.5764 A, theta_pitch = -54.98032mrad, theta_roll_comp = -31.0302 mrad, theta_setpoint = -50.5870 mrad, 
msg = 7917, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79172 ms, ax =  0.5310, ay = -0.3045, az =  9.7996, gx = -0.0091 rad/s, gy = -0.0032 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = 168.5829, I_w_pitch =  6.8750 A, I_w_roll =  4.5948 A, theta_pitch = -54.99056mrad, theta_roll_comp = -31.1007 mrad, theta_setpoint = -50.5870 mrad, 
msg = 7918, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79182 ms, ax =  0.4999, ay = -0.3141, az =  9.8116, gx = -0.0099 rad/s, gy = -0.0013 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = 174.7660, I_w_pitch =  6.7999 A, I_w_roll =  4.4306 A, theta_pitch = -54.98688mrad, theta_roll_comp = -31.2005 mrad, theta_setpoint = -50.9753 mrad, 
msg = 7919, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79192 ms, ax =  0.5238, ay = -0.2625, az =  9.8608, gx = -0.0106 rad/s, gy = -0.0008 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = 174.7660, I_w_pitch =  6.7757 A, I_w_roll =  4.1647 A, theta_pitch = -54.96771mrad, theta_roll_comp = -31.2827 mrad, theta_setpoint = -50.9753 mrad, 
msg = 7920, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79202 ms, ax =  0.4999, ay = -0.3129, az =  9.8452, gx = -0.0102 rad/s, gy = -0.0010 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.8409, I_w_pitch =  6.7830 A, I_w_roll =  4.3481 A, theta_pitch = -54.94548mrad, theta_roll_comp = -31.3669 mrad, theta_setpoint = -51.1684 mrad, 
msg = 7921, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79212 ms, ax =  0.5095, ay = -0.3057, az =  9.8476, gx = -0.0098 rad/s, gy = -0.0021 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.8409, I_w_pitch =  6.8224 A, I_w_roll =  4.4480 A, theta_pitch = -54.92437mrad, theta_roll_comp = -31.4667 mrad, theta_setpoint = -51.1684 mrad, 
msg = 7922, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79222 ms, ax =  0.4939, ay = -0.2781, az =  9.8332, gx = -0.0081 rad/s, gy = -0.0024 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.8409, I_w_pitch =  6.8304 A, I_w_roll =  5.0258 A, theta_pitch = -54.90654mrad, theta_roll_comp = -31.5367 mrad, theta_setpoint = -51.1684 mrad, 
msg = 7923, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79232 ms, ax =  0.4759, ay = -0.3213, az =  9.8236, gx = -0.0078 rad/s, gy = -0.0034 rad/s, gz = -0.0174 rad/s, rpm_pitch =  0.0000, rpm_roll = 177.8409, I_w_pitch =  6.8689 A, I_w_roll =  5.0911 A, theta_pitch = -54.87927mrad, theta_roll_comp = -31.6065 mrad, theta_setpoint = -51.1684 mrad, 
msg = 7924, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79242 ms, ax =  0.4651, ay = -0.3237, az =  9.8140, gx = -0.0079 rad/s, gy = -0.0033 rad/s, gz = -0.0184 rad/s, rpm_pitch =  0.0000, rpm_roll = 184.0909, I_w_pitch =  6.8581 A, I_w_roll =  5.1652 A, theta_pitch = -54.84269mrad, theta_roll_comp = -31.6973 mrad, theta_setpoint = -51.5609 mrad, 
msg = 7925, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79252 ms, ax =  0.4747, ay = -0.3021, az =  9.8092, gx = -0.0089 rad/s, gy = -0.0038 rad/s, gz = -0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = 184.0909, I_w_pitch =  6.8744 A, I_w_roll =  4.8049 A, theta_pitch = -54.80892mrad, theta_roll_comp = -31.7826 mrad, theta_setpoint = -51.5609 mrad, 
msg = 7926, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79262 ms, ax =  0.4915, ay = -0.2853, az =  9.8787, gx = -0.0091 rad/s, gy = -0.0026 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = 184.0909, I_w_pitch =  6.8226 A, I_w_roll =  4.6837 A, theta_pitch = -54.78357mrad, theta_roll_comp = -31.8524 mrad, theta_setpoint = -51.5609 mrad, 
msg = 7927, nerr =  456p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79272 ms, ax =  0.4999, ay = -0.2373, az =  9.8584, gx = -0.0091 rad/s, gy = -0.0037 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = 184.0909, I_w_pitch =  6.8632 A, I_w_roll =  4.6692 A, theta_pitch = -54.76977mrad, theta_roll_comp = -31.8886 mrad, theta_setpoint = -51.5609 mrad, 
msg = 7928, nerr =  457p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79282 ms, ax =  0.6030, ay = -0.2230, az =  9.8056, gx = -0.0090 rad/s, gy = -0.0049 rad/s, gz = -0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = 190.3075, I_w_pitch =  6.9198 A, I_w_roll =  4.8698 A, theta_pitch = -54.82777mrad, theta_roll_comp = -31.8942 mrad, theta_setpoint = -51.9513 mrad, 
msg = 7929, nerr =  457p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79292 ms, ax =  0.5562, ay = -0.1954, az =  9.7888, gx = -0.0098 rad/s, gy = -0.0053 rad/s, gz = -0.0012 rad/s, rpm_pitch =  0.0000, rpm_roll = 190.3075, I_w_pitch =  6.9496 A, I_w_roll =  4.5950 A, theta_pitch = -54.91962mrad, theta_roll_comp = -31.8822 mrad, theta_setpoint = -51.9513 mrad, 
msg = 7930, nerr =  457p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79302 ms, ax =  0.5550, ay = -0.2338, az =  9.8272, gx = -0.0097 rad/s, gy = -0.0044 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = 193.5495, I_w_pitch =  6.9219 A, I_w_roll =  4.7236 A, theta_pitch = -54.98389mrad, theta_roll_comp = -31.8807 mrad, theta_setpoint = -52.1549 mrad, 
msg = 7931, nerr =  457p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79312 ms, ax =  0.5418, ay = -0.2601, az =  9.8392, gx = -0.0114 rad/s, gy = -0.0028 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = 193.5495, I_w_pitch =  6.8643 A, I_w_roll =  4.1022 A, theta_pitch = -55.02575mrad, theta_roll_comp = -31.9196 mrad, theta_setpoint = -52.1549 mrad, 
msg = 7932, nerr =  457p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79322 ms, ax =  0.5346, ay = -0.2098, az =  9.8572, gx = -0.0118 rad/s, gy = -0.0034 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = 193.5495, I_w_pitch =  6.8949 A, I_w_roll =  3.9489 A, theta_pitch = -55.05225mrad, theta_roll_comp = -31.9533 mrad, theta_setpoint = -52.1549 mrad, 
msg = 7933, nerr =  457p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79332 ms, ax =  0.5502, ay = -0.3093, az =  9.8068, gx = -0.0122 rad/s, gy = -0.0040 rad/s, gz = -0.0071 rad/s, rpm_pitch =  0.0000, rpm_roll = 193.5495, I_w_pitch =  6.9219 A, I_w_roll =  3.7820 A, theta_pitch = -55.09043mrad, theta_roll_comp = -32.0209 mrad, theta_setpoint = -52.1549 mrad, 
msg = 7934, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79342 ms, ax =  0.5047, ay = -0.2457, az =  9.8488, gx = -0.0115 rad/s, gy = -0.0034 rad/s, gz = -0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = 200.2005, I_w_pitch =  6.9037 A, I_w_roll =  4.1509 A, theta_pitch = -55.11076mrad, theta_roll_comp = -32.0990 mrad, theta_setpoint = -52.5726 mrad, 
msg = 7935, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79352 ms, ax =  0.5286, ay = -0.3189, az =  9.8632, gx = -0.0102 rad/s, gy = -0.0030 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = 200.2005, I_w_pitch =  6.8885 A, I_w_roll =  4.5867 A, theta_pitch = -55.11620mrad, theta_roll_comp = -32.1746 mrad, theta_setpoint = -52.5726 mrad, 
msg = 7936, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79362 ms, ax =  0.5682, ay = -0.3344, az =  9.8320, gx = -0.0105 rad/s, gy = -0.0021 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = 200.2005, I_w_pitch =  6.8560 A, I_w_roll =  4.4481 A, theta_pitch = -55.14802mrad, theta_roll_comp = -32.2882 mrad, theta_setpoint = -52.5726 mrad, 
msg = 7937, nerr =  458p/ 470r, time steps =    5, qsz =    3, switch = on, t =    79372 ms, ax =  0.5778, ay = -0.2961, az =  9.8512, gx = -0.0107 rad/s, gy = -0.0026 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = 200.2005, I_w_pitch =  6.8854 A, I_w_roll =  4.3141 A, theta_pitch = -55.20198mrad, theta_roll_comp = -32.3900 mrad, theta_setpoint = -52.5726 mrad, 
msg = 7938, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79382 ms, ax =  0.4699, ay = -0.3081, az =  9.8620, gx = -0.0099 rad/s, gy = -0.0020 rad/s, gz = -0.0212 rad/s, rpm_pitch =  0.0000, rpm_roll = 206.6176, I_w_pitch =  6.8586 A, I_w_roll =  4.7206 A, theta_pitch = -55.20064mrad, theta_roll_comp = -32.4757 mrad, theta_setpoint = -52.9756 mrad, 
msg = 7939, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79392 ms, ax =  0.4579, ay = -0.2865, az =  9.8751, gx = -0.0105 rad/s, gy = -0.0024 rad/s, gz = -0.0208 rad/s, rpm_pitch =  0.0000, rpm_roll = 206.6176, I_w_pitch =  6.8654 A, I_w_roll =  4.5031 A, theta_pitch = -55.13990mrad, theta_roll_comp = -32.5534 mrad, theta_setpoint = -52.9756 mrad, 
msg = 7940, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79402 ms, ax =  0.4999, ay = -0.2889, az =  9.8859, gx = -0.0093 rad/s, gy = -0.0024 rad/s, gz = -0.0188 rad/s, rpm_pitch =  0.0000, rpm_roll = 209.6591, I_w_pitch =  6.8591 A, I_w_roll =  4.9735 A, theta_pitch = -55.09799mrad, theta_roll_comp = -32.6172 mrad, theta_setpoint = -53.1666 mrad, 
msg = 7941, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79412 ms, ax =  0.4531, ay = -0.2637, az =  9.8775, gx = -0.0101 rad/s, gy = -0.0022 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = 209.6591, I_w_pitch =  6.8467 A, I_w_roll =  4.6741 A, theta_pitch = -55.05042mrad, theta_roll_comp = -32.6666 mrad, theta_setpoint = -53.1666 mrad, 
msg = 7942, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79422 ms, ax =  0.3728, ay = -0.2098, az =  9.8967, gx = -0.0107 rad/s, gy = -0.0021 rad/s, gz = -0.0060 rad/s, rpm_pitch =  0.0000, rpm_roll = 209.6591, I_w_pitch =  6.8243 A, I_w_roll =  4.4350 A, theta_pitch = -54.93649mrad, theta_roll_comp = -32.6817 mrad, theta_setpoint = -53.1666 mrad, 
msg = 7943, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79432 ms, ax =  0.4783, ay = -0.2361, az =  9.8823, gx = -0.0115 rad/s, gy = -0.0021 rad/s, gz = -0.0004 rad/s, rpm_pitch =  0.0000, rpm_roll = 209.6591, I_w_pitch =  6.8100 A, I_w_roll =  4.1511 A, theta_pitch = -54.84136mrad, theta_roll_comp = -32.6926 mrad, theta_setpoint = -53.1666 mrad, 
msg = 7944, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79442 ms, ax =  0.6245, ay = -0.2565, az =  9.8344, gx = -0.0131 rad/s, gy = -0.0034 rad/s, gz = -0.0028 rad/s, rpm_pitch =  0.0000, rpm_roll = 215.7420, I_w_pitch =  6.8697 A, I_w_roll =  3.7257 A, theta_pitch = -54.88418mrad, theta_roll_comp = -32.7398 mrad, theta_setpoint = -53.5486 mrad, 
msg = 7945, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79452 ms, ax =  0.6078, ay = -0.2158, az =  9.8212, gx = -0.0135 rad/s, gy = -0.0044 rad/s, gz = -0.0035 rad/s, rpm_pitch =  0.0000, rpm_roll = 215.7420, I_w_pitch =  6.9243 A, I_w_roll =  3.5679 A, theta_pitch = -54.99985mrad, theta_roll_comp = -32.7849 mrad, theta_setpoint = -53.5486 mrad, 
msg = 7946, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79462 ms, ax =  0.5011, ay = -0.2817, az =  9.8536, gx = -0.0118 rad/s, gy = -0.0037 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = 215.7420, I_w_pitch =  6.9051 A, I_w_roll =  4.1526 A, theta_pitch = -55.04955mrad, theta_roll_comp = -32.8378 mrad, theta_setpoint = -53.5486 mrad, 
msg = 7947, nerr =  458p/ 470r, time steps =    5, qsz =    3, switch = on, t =    79472 ms, ax =  0.5346, ay = -0.2685, az =  9.8656, gx = -0.0117 rad/s, gy = -0.0026 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = 215.7420, I_w_pitch =  6.8635 A, I_w_roll =  4.1723 A, theta_pitch = -55.05601mrad, theta_roll_comp = -32.9051 mrad, theta_setpoint = -53.5486 mrad, 
msg = 7948, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79482 ms, ax =  0.5035, ay = -0.2961, az =  9.8488, gx = -0.0109 rad/s, gy = -0.0029 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = 221.8917, I_w_pitch =  6.8745 A, I_w_roll =  4.5782 A, theta_pitch = -55.05829mrad, theta_roll_comp = -32.9754 mrad, theta_setpoint = -53.9348 mrad, 
msg = 7949, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79492 ms, ax =  0.5191, ay = -0.3452, az =  9.7948, gx = -0.0123 rad/s, gy = -0.0034 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = 221.8917, I_w_pitch =  6.8961 A, I_w_roll =  4.0199 A, theta_pitch = -55.06007mrad, theta_roll_comp = -33.0896 mrad, theta_setpoint = -53.9348 mrad, 
msg = 7950, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79502 ms, ax =  0.5035, ay = -0.3201, az =  9.8092, gx = -0.0127 rad/s, gy = -0.0044 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = 225.0000, I_w_pitch =  6.9347 A, I_w_roll =  3.9051 A, theta_pitch = -55.06931mrad, theta_roll_comp = -33.2224 mrad, theta_setpoint = -54.1300 mrad, 
msg = 7951, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79512 ms, ax =  0.4291, ay = -0.2745, az =  9.8464, gx = -0.0122 rad/s, gy = -0.0038 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = 225.0000, I_w_pitch =  6.9078 A, I_w_roll =  4.0542 A, theta_pitch = -55.03148mrad, theta_roll_comp = -33.3155 mrad, theta_setpoint = -54.1300 mrad, 
msg = 7952, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79522 ms, ax =  0.5298, ay = -0.2769, az =  9.8428, gx = -0.0118 rad/s, gy = -0.0038 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = 225.0000, I_w_pitch =  6.9044 A, I_w_roll =  4.1674 A, theta_pitch = -55.00922mrad, theta_roll_comp = -33.3821 mrad, theta_setpoint = -54.1300 mrad, 
msg = 7953, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79532 ms, ax =  0.5071, ay = -0.2326, az =  9.8632, gx = -0.0107 rad/s, gy = -0.0048 rad/s, gz = -0.0143 rad/s, rpm_pitch =  0.0000, rpm_roll = 225.0000, I_w_pitch =  6.9444 A, I_w_roll =  4.5259 A, theta_pitch = -55.02731mrad, theta_roll_comp = -33.4179 mrad, theta_setpoint = -54.1300 mrad, 
msg = 7954, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79542 ms, ax =  0.5167, ay = -0.3428, az =  9.8272, gx = -0.0109 rad/s, gy = -0.0045 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = 230.6484, I_w_pitch =  6.9361 A, I_w_roll =  4.5935 A, theta_pitch = -55.04296mrad, theta_roll_comp = -33.4872 mrad, theta_setpoint = -54.4847 mrad, 
msg = 7955, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79552 ms, ax =  0.4759, ay = -0.2685, az =  9.8763, gx = -0.0123 rad/s, gy = -0.0040 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = 230.6484, I_w_pitch =  6.9139 A, I_w_roll =  4.0450 A, theta_pitch = -55.03684mrad, theta_roll_comp = -33.5767 mrad, theta_setpoint = -54.4847 mrad, 
msg = 7956, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79562 ms, ax =  0.4927, ay = -0.2505, az =  9.8476, gx = -0.0127 rad/s, gy = -0.0037 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = 233.5562, I_w_pitch =  6.9001 A, I_w_roll =  3.9574 A, theta_pitch = -55.01596mrad, theta_roll_comp = -33.6288 mrad, theta_setpoint = -54.6673 mrad, 
msg = 7957, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79572 ms, ax =  0.5358, ay = -0.2877, az =  9.7900, gx = -0.0147 rad/s, gy = -0.0033 rad/s, gz = -0.0009 rad/s, rpm_pitch =  0.0000, rpm_roll = 233.5562, I_w_pitch =  6.8855 A, I_w_roll =  3.2278 A, theta_pitch = -55.02523mrad, theta_roll_comp = -33.7053 mrad, theta_setpoint = -54.6673 mrad, 
msg = 7958, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79582 ms, ax =  0.4903, ay = -0.2853, az =  9.8512, gx = -0.0143 rad/s, gy = -0.0028 rad/s, gz =  0.0007 rad/s, rpm_pitch =  0.0000, rpm_roll = 233.5562, I_w_pitch =  6.8643 A, I_w_roll =  3.3278 A, theta_pitch = -55.02567mrad, theta_roll_comp = -33.8047 mrad, theta_setpoint = -54.6673 mrad, 
msg = 7959, nerr =  458p/ 470r, time steps =    5, qsz =    3, switch = on, t =    79592 ms, ax =  0.5358, ay = -0.3045, az =  9.8536, gx = -0.0133 rad/s, gy = -0.0021 rad/s, gz = -0.0012 rad/s, rpm_pitch =  0.0000, rpm_roll = 233.5562, I_w_pitch =  6.8370 A, I_w_roll =  3.6610 A, theta_pitch = -55.02106mrad, theta_roll_comp = -33.9038 mrad, theta_setpoint = -54.6673 mrad, 
msg = 7960, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79602 ms, ax =  0.5059, ay = -0.2361, az =  9.8620, gx = -0.0130 rad/s, gy = -0.0024 rad/s, gz = -0.0057 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.8475 A, I_w_roll =  3.8705 A, theta_pitch = -55.02016mrad, theta_roll_comp = -33.9679 mrad, theta_setpoint = -55.0220 mrad, 
msg = 7961, nerr =  458p/ 470r, time steps =    5, qsz =    2, switch = on, t =    79612 ms, ax =  0.5874, ay = -0.3572, az =  9.8212, gx = -0.0121 rad/s, gy = -0.0028 rad/s, gz = -0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.8683 A, I_w_roll =  4.1607 A, theta_pitch = -55.05280mrad, theta_roll_comp = -34.0579 mrad, theta_setpoint = -55.0220 mrad, 
msg = 7962, nerr =  458p/ 471r, time steps =    5, qsz =    2, switch = on, t =    79622 ms, ax =  0.6114, ay = -0.3836, az =  9.7852, gx = -0.0125 rad/s, gy = -0.0037 rad/s, gz = -0.0198 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.9196 A, I_w_roll =  3.9568 A, theta_pitch = -55.14592mrad, theta_roll_comp = -34.2180 mrad, theta_setpoint = -55.0220 mrad, 
msg = 7963, nerr =  458p/ 471r, time steps =    5, qsz =    2, switch = on, t =    79632 ms, ax =  0.4807, ay = -0.3033, az =  9.8620, gx = -0.0122 rad/s, gy = -0.0038 rad/s, gz = -0.0236 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.9305 A, I_w_roll =  3.9989 A, theta_pitch = -55.18327mrad, theta_roll_comp = -34.3458 mrad, theta_setpoint = -55.0220 mrad, 
msg = 7964, nerr =  458p/ 471r, time steps =    5, qsz =    2, switch = on, t =    79642 ms, ax =  0.5298, ay = -0.3285, az =  9.8715, gx = -0.0111 rad/s, gy = -0.0033 rad/s, gz = -0.0230 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.9088 A, I_w_roll =  4.3344 A, theta_pitch = -55.18015mrad, theta_roll_comp = -34.4392 mrad, theta_setpoint = -55.0220 mrad, 
msg = 7965, nerr =  458p/ 471r, time steps =    5, qsz =    2, switch = on, t =    79652 ms, ax =  0.5382, ay = -0.3476, az =  9.8656, gx = -0.0118 rad/s, gy = -0.0034 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.9175 A, I_w_roll =  4.0561 A, theta_pitch = -55.20281mrad, theta_roll_comp = -34.5524 mrad, theta_setpoint = -55.0220 mrad, 
msg = 7966, nerr =  458p/ 471r, time steps =    5, qsz =    2, switch = on, t =    79662 ms, ax =  0.4483, ay = -0.3057, az =  9.8620, gx = -0.0110 rad/s, gy = -0.0037 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.9252 A, I_w_roll =  4.2967 A, theta_pitch = -55.18312mrad, theta_roll_comp = -34.6499 mrad, theta_setpoint = -55.0220 mrad, 
msg = 7967, nerr =  458p/ 471r, time steps =    5, qsz =    2, switch = on, t =    79672 ms, ax =  0.4915, ay = -0.1990, az =  9.8548, gx = -0.0127 rad/s, gy = -0.0037 rad/s, gz =  0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = 239.2045, I_w_pitch =  6.9196 A, I_w_roll =  3.6808 A, theta_pitch = -55.14599mrad, theta_roll_comp = -34.6751 mrad, theta_setpoint = -55.0220 mrad, 
