picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 10218, nerr =  554p/ 558r, time steps =    5, qsz =    2, switch = off, t =   102182 ms, ax =  0.5191, ay = -0.2517, az =  9.8416, gx = -0.0063 rad/s, gy = -0.0028 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.9071 A, I_w_roll =  2.1299 A, theta_pitch = -55.31123mrad, theta_roll_comp = -29.1229 mrad, theta_setpoint = -40.0000 mrad, 
msg = 18647, nerr = 1030p/1000r, time steps =    5, qsz =    2, switch = off, t =   186472 ms, ax =  0.5095, ay =  0.4112, az =  9.8320, gx =  0.0272 rad/s, gy = -0.0017 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = 11.8316, I_w_pitch =  6.5487 A, I_w_roll = 36.9176 A, theta_pitch = -53.20614mrad, theta_roll_comp = 27.7431 mrad, theta_setpoint = -40.7430 mrad, 
msg = 18648, nerr = 1030p/1000r, time steps =    5, qsz =    2, switch = off, t =   186482 ms, ax =  0.5107, ay =  0.4136, az =  9.8320, gx =  0.0260 rad/s, gy = -0.0016 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = 11.0963, I_w_pitch =  6.5438 A, I_w_roll = 36.6421 A, theta_pitch = -53.20867mrad, theta_roll_comp = 28.1490 mrad, theta_setpoint = -40.6968 mrad, 
msg = 18649, nerr = 1030p/1000r, time steps =    5, qsz =    2, switch = off, t =   186492 ms, ax =  0.5011, ay =  0.4148, az =  9.8368, gx =  0.0248 rad/s, gy = -0.0016 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = 11.0963, I_w_pitch =  6.5434 A, I_w_roll = 36.3795 A, theta_pitch = -53.20589mrad, theta_roll_comp = 28.5410 mrad, theta_setpoint = -40.6968 mrad, 
msg = 18650, nerr = 1030p/1000r, time steps =    5, qsz =    2, switch = off, t =   186502 ms, ax =  0.4987, ay =  0.4279, az =  9.8452, gx =  0.0233 rad/s, gy = -0.0018 rad/s, gz = -0.0168 rad/s, rpm_pitch =  0.0000, rpm_roll = 11.0963, I_w_pitch =  6.5529 A, I_w_roll = 36.0196 A, theta_pitch = -53.19832mrad, theta_roll_comp = 28.9229 mrad, theta_setpoint = -40.6968 mrad, 
msg = 18651, nerr = 1030p/1000r, time steps =    5, qsz =    2, switch = off, t =   186512 ms, ax =  0.4951, ay =  0.4267, az =  9.8440, gx =  0.0221 rad/s, gy = -0.0020 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = 11.0963, I_w_pitch =  6.5569 A, I_w_roll = 35.7483 A, theta_pitch = -53.18954mrad, theta_roll_comp = 29.2934 mrad, theta_setpoint = -40.6968 mrad, 
msg = 18652, nerr = 1031p/1000r, time steps =    5, qsz =    2, switch = off, t =   186522 ms, ax =  0.4963, ay =  0.4459, az =  9.8380, gx =  0.0210 rad/s, gy = -0.0021 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll =  9.6925, I_w_pitch =  6.5610 A, I_w_roll = 35.4395 A, theta_pitch = -53.18129mrad, theta_roll_comp = 29.6580 mrad, theta_setpoint = -40.6087 mrad, 
msg = 18653, nerr = 1031p/1000r, time steps =    5, qsz =    2, switch = off, t =   186532 ms, ax =  0.4963, ay =  0.4507, az =  9.8308, gx =  0.0198 rad/s, gy = -0.0024 rad/s, gz = -0.0123 rad/s, rpm_pitch =  0.0000, rpm_roll =  9.6925, I_w_pitch =  6.5709 A, I_w_roll = 35.1645 A, theta_pitch = -53.17607mrad, theta_roll_comp = 30.0192 mrad, theta_setpoint = -40.6087 mrad, 
msg = 18654, nerr = 1031p/1000r, time steps =    5, qsz =    2, switch = off, t =   186542 ms, ax =  0.4987, ay =  0.4723, az =  9.8236, gx =  0.0182 rad/s, gy = -0.0025 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll =  9.6925, I_w_pitch =  6.5760 A, I_w_roll = 34.7483 A, theta_pitch = -53.17454mrad, theta_roll_comp = 30.3766 mrad, theta_setpoint = -40.6087 mrad, 
msg = 18655, nerr = 1031p/1000r, time steps =    5, qsz =    2, switch = off, t =   186552 ms, ax =  0.5011, ay =  0.4747, az =  9.8308, gx =  0.0162 rad/s, gy = -0.0024 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll =  9.6925, I_w_pitch =  6.5707 A, I_w_roll = 34.1882 A, theta_pitch = -53.17532mrad, theta_roll_comp = 30.7241 mrad, theta_setpoint = -40.6087 mrad, 
msg = 18656, nerr = 1031p/1000r, time steps =    5, qsz =    2, switch = off, t =   186562 ms, ax =  0.4999, ay =  0.4735, az =  9.8404, gx =  0.0147 rad/s, gy = -0.0021 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll =  8.5896, I_w_pitch =  6.5599 A, I_w_roll = 33.7787 A, theta_pitch = -53.17411mrad, theta_roll_comp = 31.0512 mrad, theta_setpoint = -40.5394 mrad, 
msg = 18657, nerr = 1031p/1000r, time steps =    5, qsz =    2, switch = off, t =   186572 ms, ax =  0.4951, ay =  0.4723, az =  9.8380, gx =  0.0131 rad/s, gy = -0.0021 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll =  8.5896, I_w_pitch =  6.5590 A, I_w_roll = 33.3423 A, theta_pitch = -53.16837mrad, theta_roll_comp = 31.3583 mrad, theta_setpoint = -40.5394 mrad, 
msg = 18658, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186582 ms, ax =  0.4855, ay =  0.4711, az =  9.8332, gx =  0.0116 rad/s, gy = -0.0022 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll =  7.2861, I_w_pitch =  6.5625 A, I_w_roll = 32.9120 A, theta_pitch = -53.15612mrad, theta_roll_comp = 31.6460 mrad, theta_setpoint = -40.4576 mrad, 
msg = 18659, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186592 ms, ax =  0.4819, ay =  0.4651, az =  9.8428, gx =  0.0102 rad/s, gy = -0.0025 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll =  7.2861, I_w_pitch =  6.5707 A, I_w_roll = 32.5059 A, theta_pitch = -53.13944mrad, theta_roll_comp = 31.9125 mrad, theta_setpoint = -40.4576 mrad, 
msg = 18660, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186602 ms, ax =  0.4795, ay =  0.4627, az =  9.8356, gx =  0.0086 rad/s, gy = -0.0024 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll =  7.2861, I_w_pitch =  6.5625 A, I_w_roll = 32.0443 A, theta_pitch = -53.12043mrad, theta_roll_comp = 32.1567 mrad, theta_setpoint = -40.4576 mrad, 
msg = 18661, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186612 ms, ax =  0.4831, ay =  0.4615, az =  9.8260, gx =  0.0067 rad/s, gy = -0.0025 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll =  7.2861, I_w_pitch =  6.5652 A, I_w_roll = 31.4812 A, theta_pitch = -53.10291mrad, theta_roll_comp = 32.3799 mrad, theta_setpoint = -40.4576 mrad, 
msg = 18662, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186622 ms, ax =  0.4903, ay =  0.4579, az =  9.8224, gx =  0.0051 rad/s, gy = -0.0024 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll =  5.0134, I_w_pitch =  6.5582 A, I_w_roll = 30.9454 A, theta_pitch = -53.09142mrad, theta_roll_comp = 32.5812 mrad, theta_setpoint = -40.3148 mrad, 
msg = 18663, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186632 ms, ax =  0.4891, ay =  0.4663, az =  9.8296, gx =  0.0035 rad/s, gy = -0.0022 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll =  5.0134, I_w_pitch =  6.5513 A, I_w_roll = 30.4607 A, theta_pitch = -53.08133mrad, theta_roll_comp = 32.7676 mrad, theta_setpoint = -40.3148 mrad, 
msg = 18664, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186642 ms, ax =  0.4939, ay =  0.4627, az =  9.8212, gx =  0.0022 rad/s, gy = -0.0021 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll =  5.0134, I_w_pitch =  6.5446 A, I_w_roll = 30.0634 A, theta_pitch = -53.07209mrad, theta_roll_comp = 32.9395 mrad, theta_setpoint = -40.3148 mrad, 
msg = 18665, nerr = 1032p/1000r, time steps =    5, qsz =    3, switch = off, t =   186652 ms, ax =  0.4987, ay =  0.4591, az =  9.8236, gx =  0.0008 rad/s, gy = -0.0022 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll =  5.0134, I_w_pitch =  6.5493 A, I_w_roll = 29.6588 A, theta_pitch = -53.06802mrad, theta_roll_comp = 33.0931 mrad, theta_setpoint = -40.3148 mrad, 
msg = 18666, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186662 ms, ax =  0.5011, ay =  0.4543, az =  9.8164, gx = -0.0002 rad/s, gy = -0.0022 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.2340, I_w_pitch =  6.5494 A, I_w_roll = 29.2203 A, theta_pitch = -53.06830mrad, theta_roll_comp = 33.2291 mrad, theta_setpoint = -40.0147 mrad, 
msg = 18667, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186672 ms, ax =  0.5011, ay =  0.4435, az =  9.8176, gx = -0.0012 rad/s, gy = -0.0024 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.2340, I_w_pitch =  6.5550 A, I_w_roll = 28.9408 A, theta_pitch = -53.07057mrad, theta_roll_comp = 33.3459 mrad, theta_setpoint = -40.0147 mrad, 
msg = 18668, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186682 ms, ax =  0.5023, ay =  0.4435, az =  9.8212, gx = -0.0025 rad/s, gy = -0.0024 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.9024, I_w_pitch =  6.5555 A, I_w_roll = 28.4858 A, theta_pitch = -53.07394mrad, theta_roll_comp = 33.4449 mrad, theta_setpoint = -39.9433 mrad, 
msg = 18669, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186692 ms, ax =  0.4951, ay =  0.4447, az =  9.8332, gx = -0.0037 rad/s, gy = -0.0022 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.9024, I_w_pitch =  6.5501 A, I_w_roll = 28.1007 A, theta_pitch = -53.07290mrad, theta_roll_comp = 33.5306 mrad, theta_setpoint = -39.9433 mrad, 
msg = 18670, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186702 ms, ax =  0.4999, ay =  0.4471, az =  9.8332, gx = -0.0051 rad/s, gy = -0.0022 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.9024, I_w_pitch =  6.5496 A, I_w_roll = 27.6173 A, theta_pitch = -53.07010mrad, theta_roll_comp = 33.6037 mrad, theta_setpoint = -39.9433 mrad, 
msg = 18671, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186712 ms, ax =  0.5167, ay =  0.4579, az =  9.8212, gx = -0.0065 rad/s, gy = -0.0024 rad/s, gz = -0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.9024, I_w_pitch =  6.5564 A, I_w_roll = 27.1775 A, theta_pitch = -53.07960mrad, theta_roll_comp = 33.6694 mrad, theta_setpoint = -39.9433 mrad, 
msg = 18672, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186722 ms, ax =  0.5119, ay =  0.4723, az =  9.8260, gx = -0.0081 rad/s, gy = -0.0022 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5533 A, I_w_roll = 26.6528 A, theta_pitch = -53.09451mrad, theta_roll_comp = 33.7328 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18673, nerr = 1032p/1000r, time steps =    5, qsz =    2, switch = off, t =   186732 ms, ax =  0.5059, ay =  0.4747, az =  9.8344, gx = -0.0091 rad/s, gy = -0.0020 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5437 A, I_w_roll = 26.3030 A, theta_pitch = -53.10143mrad, theta_roll_comp = 33.7903 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18674, nerr = 1032p/1001r, time steps =    5, qsz =    2, switch = off, t =   186742 ms, ax =  0.4999, ay =  0.4795, az =  9.8320, gx = -0.0107 rad/s, gy = -0.0020 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5436 A, I_w_roll = 25.7626 A, theta_pitch = -53.10085mrad, theta_roll_comp = 33.8373 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18675, nerr = 1032p/1001r, time steps =    5, qsz =    2, switch = off, t =   186752 ms, ax =  0.4927, ay =  0.4807, az =  9.8212, gx = -0.0122 rad/s, gy = -0.0017 rad/s, gz = -0.0117 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5317 A, I_w_roll = 25.2637 A, theta_pitch = -53.09245mrad, theta_roll_comp = 33.8719 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18676, nerr = 1032p/1001r, time steps =    5, qsz =    2, switch = off, t =   186762 ms, ax =  0.4867, ay =  0.4747, az =  9.8272, gx = -0.0143 rad/s, gy = -0.0020 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5401 A, I_w_roll = 24.5235 A, theta_pitch = -53.07777mrad, theta_roll_comp = 33.8853 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18677, nerr = 1032p/1001r, time steps =    5, qsz =    2, switch = off, t =   186772 ms, ax =  0.4795, ay =  0.4783, az =  9.8248, gx = -0.0162 rad/s, gy = -0.0020 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5371 A, I_w_roll = 23.8680 A, theta_pitch = -53.05770mrad, theta_roll_comp = 33.8779 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18678, nerr = 1032p/1001r, time steps =    5, qsz =    2, switch = off, t =   186782 ms, ax =  0.4771, ay =  0.4807, az =  9.8260, gx = -0.0179 rad/s, gy = -0.0022 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5443 A, I_w_roll = 23.2533 A, theta_pitch = -53.03458mrad, theta_roll_comp = 33.8557 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18679, nerr = 1032p/1001r, time steps =    5, qsz =    2, switch = off, t =   186792 ms, ax =  0.4759, ay =  0.4783, az =  9.8332, gx = -0.0194 rad/s, gy = -0.0025 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5516 A, I_w_roll = 22.7254 A, theta_pitch = -53.01233mrad, theta_roll_comp = 33.8175 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18680, nerr = 1033p/1002r, time steps =    5, qsz =    2, switch = off, t =   186802 ms, ax =  0.4759, ay =  0.4711, az =  9.8344, gx = -0.0205 rad/s, gy = -0.0028 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5593 A, I_w_roll = 22.3303 A, theta_pitch = -52.99220mrad, theta_roll_comp = 33.7619 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18681, nerr = 1033p/1002r, time steps =    5, qsz =    2, switch = off, t =   186812 ms, ax =  0.4687, ay =  0.4531, az =  9.8344, gx = -0.0217 rad/s, gy = -0.0034 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5830 A, I_w_roll = 21.8791 A, theta_pitch = -52.97314mrad, theta_roll_comp = 33.6825 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18682, nerr = 1033p/1002r, time steps =    5, qsz =    2, switch = off, t =   186822 ms, ax =  0.4591, ay =  0.4315, az =  9.8380, gx = -0.0231 rad/s, gy = -0.0033 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5739 A, I_w_roll = 21.3215 A, theta_pitch = -52.94796mrad, theta_roll_comp = 33.5702 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18683, nerr = 1033p/1002r, time steps =    5, qsz =    2, switch = off, t =   186832 ms, ax =  0.4591, ay =  0.4100, az =  9.8440, gx = -0.0247 rad/s, gy = -0.0036 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5802 A, I_w_roll = 20.7029 A, theta_pitch = -52.91912mrad, theta_roll_comp = 33.4217 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18684, nerr = 1033p/1002r, time steps =    5, qsz =    2, switch = off, t =   186842 ms, ax =  0.4627, ay =  0.4016, az =  9.8380, gx = -0.0258 rad/s, gy = -0.0038 rad/s, gz = -0.0055 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.5873 A, I_w_roll = 20.2602 A, theta_pitch = -52.89521mrad, theta_roll_comp = 33.2469 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18685, nerr = 1033p/1002r, time steps =    5, qsz =    2, switch = off, t =   186852 ms, ax =  0.4639, ay =  0.3836, az =  9.8344, gx = -0.0265 rad/s, gy = -0.0042 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.6006 A, I_w_roll = 19.9492 A, theta_pitch = -52.87744mrad, theta_roll_comp = 33.0520 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18686, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186862 ms, ax =  0.4735, ay =  0.3800, az =  9.8308, gx = -0.0274 rad/s, gy = -0.0044 rad/s, gz = -0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.6046 A, I_w_roll = 19.5384 A, theta_pitch = -52.86837mrad, theta_roll_comp = 32.8406 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18687, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186872 ms, ax =  0.4891, ay =  0.3704, az =  9.8344, gx = -0.0277 rad/s, gy = -0.0044 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.6053 A, I_w_roll = 19.3565 A, theta_pitch = -52.87289mrad, theta_roll_comp = 32.6188 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18688, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186882 ms, ax =  0.5011, ay =  0.3560, az =  9.8392, gx = -0.0275 rad/s, gy = -0.0044 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.6080 A, I_w_roll = 19.3100 A, theta_pitch = -52.89101mrad, theta_roll_comp = 32.3861 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18689, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186892 ms, ax =  0.5095, ay =  0.3368, az =  9.8368, gx = -0.0273 rad/s, gy = -0.0044 rad/s, gz = -0.0060 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.6122 A, I_w_roll = 19.3050 A, theta_pitch = -52.91901mrad, theta_roll_comp = 32.1406 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18690, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186902 ms, ax =  0.5131, ay =  0.3165, az =  9.8404, gx = -0.0271 rad/s, gy = -0.0042 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.6118 A, I_w_roll = 19.2472 A, theta_pitch = -52.95187mrad, theta_roll_comp = 31.8795 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18691, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186912 ms, ax =  0.5167, ay =  0.2925, az =  9.8440, gx = -0.0269 rad/s, gy = -0.0042 rad/s, gz = -0.0053 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.5348, I_w_pitch =  6.6171 A, I_w_roll = 19.2287 A, theta_pitch = -52.98723mrad, theta_roll_comp = 31.6004 mrad, theta_setpoint = -39.9664 mrad, 
msg = 18692, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186922 ms, ax =  0.5202, ay =  0.2673, az =  9.8476, gx = -0.0267 rad/s, gy = -0.0038 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.5735, I_w_pitch =  6.6066 A, I_w_roll = 19.2336 A, theta_pitch = -53.02356mrad, theta_roll_comp = 31.3010 mrad, theta_setpoint = -40.1616 mrad, 
msg = 18693, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186932 ms, ax =  0.5202, ay =  0.2565, az =  9.8524, gx = -0.0261 rad/s, gy = -0.0034 rad/s, gz = -0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.5735, I_w_pitch =  6.5956 A, I_w_roll = 19.3426 A, theta_pitch = -53.05703mrad, theta_roll_comp = 30.9909 mrad, theta_setpoint = -40.1616 mrad, 
msg = 18694, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186942 ms, ax =  0.5238, ay =  0.2469, az =  9.8536, gx = -0.0250 rad/s, gy = -0.0032 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.5735, I_w_pitch =  6.5897 A, I_w_roll = 19.5920 A, theta_pitch = -53.08865mrad, theta_roll_comp = 30.6823 mrad, theta_setpoint = -40.1616 mrad, 
msg = 18695, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186952 ms, ax =  0.5286, ay =  0.2338, az =  9.8524, gx = -0.0238 rad/s, gy = -0.0028 rad/s, gz = -0.0061 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.5735, I_w_pitch =  6.5786 A, I_w_roll = 19.8891 A, theta_pitch = -53.12088mrad, theta_roll_comp = 30.3765 mrad, theta_setpoint = -40.1616 mrad, 
msg = 18696, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186962 ms, ax =  0.5262, ay =  0.2326, az =  9.8560, gx = -0.0229 rad/s, gy = -0.0024 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.2059, I_w_pitch =  6.5669 A, I_w_roll = 20.0864 A, theta_pitch = -53.14975mrad, theta_roll_comp = 30.0773 mrad, theta_setpoint = -40.1385 mrad, 
msg = 18697, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186972 ms, ax =  0.5226, ay =  0.2397, az =  9.8488, gx = -0.0219 rad/s, gy = -0.0025 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll =  2.2059, I_w_pitch =  6.5759 A, I_w_roll = 20.2992 A, theta_pitch = -53.17421mrad, theta_roll_comp = 29.7936 mrad, theta_setpoint = -40.1385 mrad, 
msg = 18698, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186982 ms, ax =  0.5107, ay =  0.2385, az =  9.8392, gx = -0.0211 rad/s, gy = -0.0018 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5513 A, I_w_roll = 20.4653 A, theta_pitch = -53.18782mrad, theta_roll_comp = 29.5245 mrad, theta_setpoint = -40.1238 mrad, 
msg = 18699, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   186992 ms, ax =  0.4927, ay =  0.2421, az =  9.8296, gx = -0.0205 rad/s, gy = -0.0017 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5452 A, I_w_roll = 20.5952 A, theta_pitch = -53.18274mrad, theta_roll_comp = 29.2668 mrad, theta_setpoint = -40.1238 mrad, 
msg = 18700, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   187002 ms, ax =  0.4831, ay =  0.2397, az =  9.8356, gx = -0.0195 rad/s, gy = -0.0016 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5369 A, I_w_roll = 20.8229 A, theta_pitch = -53.16272mrad, theta_roll_comp = 29.0203 mrad, theta_setpoint = -40.1238 mrad, 
msg = 18701, nerr = 1034p/1002r, time steps =    5, qsz =    2, switch = off, t =   187012 ms, ax =  0.4759, ay =  0.2326, az =  9.8356, gx = -0.0187 rad/s, gy = -0.0017 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5380 A, I_w_roll = 21.0062 A, theta_pitch = -53.13441mrad, theta_roll_comp = 28.7796 mrad, theta_setpoint = -40.1238 mrad, 
msg = 18702, nerr = 1034p/1003r, time steps =    5, qsz =    2, switch = off, t =   187022 ms, ax =  0.4675, ay =  0.2266, az =  9.8380, gx = -0.0177 rad/s, gy = -0.0020 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5435 A, I_w_roll = 21.2849 A, theta_pitch = -53.10051mrad, theta_roll_comp = 28.5442 mrad, theta_setpoint = -40.1238 mrad, 
msg = 18703, nerr = 1034p/1003r, time steps =    5, qsz =    2, switch = off, t =   187032 ms, ax =  0.4735, ay =  0.2314, az =  9.8380, gx = -0.0166 rad/s, gy = -0.0025 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5603 A, I_w_roll = 21.5686 A, theta_pitch = -53.07013mrad, theta_roll_comp = 28.3214 mrad, theta_setpoint = -40.1238 mrad, 
msg = 18704, nerr = 1034p/1003r, time steps =    5, qsz =    2, switch = off, t =   187042 ms, ax =  0.4723, ay =  0.2266, az =  9.8452, gx = -0.0157 rad/s, gy = -0.0026 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5619 A, I_w_roll = 21.8104 A, theta_pitch = -53.04527mrad, theta_roll_comp = 28.1103 mrad, theta_setpoint = -40.1238 mrad, 
msg = 18705, nerr = 1034p/1003r, time steps =    5, qsz =    2, switch = off, t =   187052 ms, ax =  0.4735, ay =  0.2218, az =  9.8428, gx = -0.0145 rad/s, gy = -0.0026 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll =  1.9719, I_w_pitch =  6.5583 A, I_w_roll = 22.1485 A, theta_pitch = -53.02124mrad, theta_roll_comp = 27.9071 mrad, theta_setpoint = -40.1238 mrad, 
