picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch = -5.5459, rpm_roll = -0.0000, I_w_pitch = -3.5804 A, I_w_roll = -18.7697 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1384, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27682 ms, ax =  0.3249, ay = -0.2541, az =  9.9854, gx =  0.0046 rad/s, gy = -0.0376 rad/s, gz = -0.0168 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2280 A, I_w_roll =  7.3287 A, theta_pitch = -14.81436mrad, theta_roll_comp = -25.6795 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1385, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27702 ms, ax =  0.3261, ay = -0.2817, az =  9.9626, gx =  0.0042 rad/s, gy = -0.0337 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2273 A, I_w_roll =  7.2127 A, theta_pitch = -15.87460mrad, theta_roll_comp = -25.6199 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1386, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27722 ms, ax =  0.3392, ay = -0.2817, az =  9.9662, gx =  0.0048 rad/s, gy = -0.0303 rad/s, gz = -0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2408 A, I_w_roll =  7.4618 A, theta_pitch = -16.85209mrad, theta_roll_comp = -25.5798 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1387, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27742 ms, ax =  0.3656, ay = -0.2757, az =  9.9698, gx =  0.0060 rad/s, gy = -0.0265 rad/s, gz = -0.0005 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2256 A, I_w_roll =  7.9083 A, theta_pitch = -17.78109mrad, theta_roll_comp = -25.5121 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1388, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27762 ms, ax =  0.3632, ay = -0.2745, az =  9.9710, gx =  0.0078 rad/s, gy = -0.0221 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1768 A, I_w_roll =  8.5518 A, theta_pitch = -18.62752mrad, theta_roll_comp = -25.4180 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1389, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27782 ms, ax =  0.3464, ay = -0.2649, az =  9.9519, gx =  0.0098 rad/s, gy = -0.0170 rad/s, gz = -0.0166 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0826 A, I_w_roll =  9.3084 A, theta_pitch = -19.34821mrad, theta_roll_comp = -25.2742 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1390, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27802 ms, ax =  0.3225, ay = -0.2661, az =  9.9662, gx =  0.0122 rad/s, gy = -0.0131 rad/s, gz = -0.0250 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0143 A, I_w_roll = 10.2227 A, theta_pitch = -19.92279mrad, theta_roll_comp = -25.0856 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1391, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27822 ms, ax =  0.2853, ay = -0.2781, az =  9.9782, gx =  0.0142 rad/s, gy = -0.0101 rad/s, gz = -0.0278 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.9571 A, I_w_roll = 11.0080 A, theta_pitch = -20.35835mrad, theta_roll_comp = -24.8701 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1392, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27842 ms, ax =  0.2553, ay = -0.2949, az =  9.9674, gx =  0.0152 rad/s, gy = -0.0072 rad/s, gz = -0.0246 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.8836 A, I_w_roll = 11.4666 A, theta_pitch = -20.64965mrad, theta_roll_comp = -24.6555 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1393, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27862 ms, ax =  0.2314, ay = -0.3045, az =  9.9603, gx =  0.0167 rad/s, gy = -0.0058 rad/s, gz = -0.0161 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.8604 A, I_w_roll = 12.0619 A, theta_pitch = -20.85007mrad, theta_roll_comp = -24.4489 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1394, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27882 ms, ax =  0.2026, ay = -0.2829, az =  9.9567, gx =  0.0183 rad/s, gy = -0.0049 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.8424 A, I_w_roll = 12.7204 A, theta_pitch = -20.97863mrad, theta_roll_comp = -24.2009 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1395, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27902 ms, ax =  0.1786, ay = -0.2529, az =  9.9638, gx =  0.0195 rad/s, gy = -0.0050 rad/s, gz = -0.0033 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.8566 A, I_w_roll = 13.2693 A, theta_pitch = -21.03761mrad, theta_roll_comp = -23.8772 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1396, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27922 ms, ax =  0.1486, ay = -0.2361, az =  9.9674, gx =  0.0199 rad/s, gy = -0.0056 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.8798 A, I_w_roll = 13.5619 A, theta_pitch = -21.05041mrad, theta_roll_comp = -23.4952 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1397, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27942 ms, ax =  0.1223, ay = -0.2194, az =  9.9638, gx =  0.0206 rad/s, gy = -0.0074 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.9509 A, I_w_roll = 13.9600 A, theta_pitch = -21.02724mrad, theta_roll_comp = -23.0824 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1398, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27962 ms, ax =  0.1343, ay = -0.2062, az =  9.9483, gx =  0.0219 rad/s, gy = -0.0090 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0146 A, I_w_roll = 14.6094 A, theta_pitch = -21.02572mrad, theta_roll_comp = -22.6240 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1399, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    27982 ms, ax =  0.1426, ay = -0.1978, az =  9.9555, gx =  0.0231 rad/s, gy = -0.0113 rad/s, gz = -0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1151 A, I_w_roll = 15.2264 A, theta_pitch = -21.09169mrad, theta_roll_comp = -22.1302 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1400, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28002 ms, ax =  0.1450, ay = -0.2074, az =  9.9722, gx =  0.0239 rad/s, gy = -0.0121 rad/s, gz = -0.0221 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1629 A, I_w_roll = 15.7057 A, theta_pitch = -21.19773mrad, theta_roll_comp = -21.6310 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1401, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28022 ms, ax =  0.1498, ay = -0.2278, az =  9.9615, gx =  0.0255 rad/s, gy = -0.0126 rad/s, gz = -0.0250 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2023 A, I_w_roll = 16.4588 A, theta_pitch = -21.31824mrad, theta_roll_comp = -21.1463 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1402, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28042 ms, ax =  0.1558, ay = -0.2409, az =  9.9686, gx =  0.0264 rad/s, gy = -0.0127 rad/s, gz = -0.0228 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2274 A, I_w_roll = 16.9689 A, theta_pitch = -21.44981mrad, theta_roll_comp = -20.6868 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1403, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28062 ms, ax =  0.1654, ay = -0.2373, az =  9.9734, gx =  0.0272 rad/s, gy = -0.0122 rad/s, gz = -0.0169 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2270 A, I_w_roll = 17.4365 A, theta_pitch = -21.58959mrad, theta_roll_comp = -20.2167 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1404, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28082 ms, ax =  0.1990, ay = -0.2266, az =  9.9758, gx =  0.0280 rad/s, gy = -0.0110 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2039 A, I_w_roll = 17.9123 A, theta_pitch = -21.75506mrad, theta_roll_comp = -19.7262 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1405, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28102 ms, ax =  0.2134, ay = -0.2050, az =  9.9459, gx =  0.0285 rad/s, gy = -0.0093 rad/s, gz = -0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1621 A, I_w_roll = 18.3095 A, theta_pitch = -21.93779mrad, theta_roll_comp = -19.1993 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1406, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28122 ms, ax =  0.2230, ay = -0.1774, az =  9.9579, gx =  0.0296 rad/s, gy = -0.0080 rad/s, gz = -0.0004 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1347 A, I_w_roll = 18.9140 A, theta_pitch = -22.11013mrad, theta_roll_comp = -18.6202 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1407, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28142 ms, ax =  0.2218, ay = -0.1630, az =  9.9555, gx =  0.0296 rad/s, gy = -0.0077 rad/s, gz =  0.0037 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1483 A, I_w_roll = 19.1609 A, theta_pitch = -22.27196mrad, theta_roll_comp = -18.0029 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1408, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28162 ms, ax =  0.2218, ay = -0.1415, az =  9.9710, gx =  0.0292 rad/s, gy = -0.0092 rad/s, gz =  0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2314 A, I_w_roll = 19.2767 A, theta_pitch = -22.43575mrad, theta_roll_comp = -17.3639 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1409, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28182 ms, ax =  0.2134, ay = -0.1438, az =  9.9638, gx =  0.0297 rad/s, gy = -0.0107 rad/s, gz =  0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.3240 A, I_w_roll = 19.7208 A, theta_pitch = -22.62656mrad, theta_roll_comp = -16.7197 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1410, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28202 ms, ax =  0.2074, ay = -0.1462, az =  9.9567, gx =  0.0304 rad/s, gy = -0.0125 rad/s, gz =  0.0027 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4236 A, I_w_roll = 20.2110 A, theta_pitch = -22.82893mrad, theta_roll_comp = -16.0766 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1411, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28222 ms, ax =  0.2158, ay = -0.1415, az =  9.9686, gx =  0.0311 rad/s, gy = -0.0122 rad/s, gz = -0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4459 A, I_w_roll = 20.6997 A, theta_pitch = -23.04881mrad, theta_roll_comp = -15.4376 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1412, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28242 ms, ax =  0.2326, ay = -0.1391, az =  9.9722, gx =  0.0327 rad/s, gy = -0.0118 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4651 A, I_w_roll = 21.5249 A, theta_pitch = -23.28307mrad, theta_roll_comp = -14.7726 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1413, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28262 ms, ax =  0.2493, ay = -0.1295, az =  9.9626, gx =  0.0340 rad/s, gy = -0.0106 rad/s, gz = -0.0170 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4536 A, I_w_roll = 22.2677 A, theta_pitch = -23.52611mrad, theta_roll_comp = -14.0806 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1414, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28282 ms, ax =  0.2577, ay = -0.1055, az =  9.9710, gx =  0.0345 rad/s, gy = -0.0074 rad/s, gz = -0.0228 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.3575 A, I_w_roll = 22.7469 A, theta_pitch = -23.73790mrad, theta_roll_comp = -13.3489 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1415, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28302 ms, ax =  0.2781, ay = -0.0911, az =  9.9674, gx =  0.0343 rad/s, gy = -0.0034 rad/s, gz = -0.0265 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2225 A, I_w_roll = 22.9524 A, theta_pitch = -23.90311mrad, theta_roll_comp = -12.6020 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1416, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28322 ms, ax =  0.2841, ay = -0.0683, az =  9.9579, gx =  0.0331 rad/s, gy = -0.0005 rad/s, gz = -0.0253 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1245 A, I_w_roll = 22.8391 A, theta_pitch = -24.03051mrad, theta_roll_comp = -11.8366 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1417, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28342 ms, ax =  0.2709, ay = -0.0599, az =  9.9591, gx =  0.0315 rad/s, gy =  0.0015 rad/s, gz = -0.0170 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0538 A, I_w_roll = 22.5777 A, theta_pitch = -24.09240mrad, theta_roll_comp = -11.0920 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1418, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28362 ms, ax =  0.2481, ay = -0.0384, az =  9.9531, gx =  0.0297 rad/s, gy =  0.0016 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0489 A, I_w_roll = 22.2647 A, theta_pitch = -24.09481mrad, theta_roll_comp = -10.3599 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1419, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28382 ms, ax =  0.2433, ay = -0.0108, az =  9.9531, gx =  0.0273 rad/s, gy =  0.0010 rad/s, gz = -0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.0734 A, I_w_roll = 21.7151 A, theta_pitch = -24.08040mrad, theta_roll_comp = -9.6366 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1420, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28402 ms, ax =  0.2314, ay =  0.0144, az =  9.9531, gx =  0.0251 rad/s, gy = -0.0010 rad/s, gz = -0.0008 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.1533 A, I_w_roll = 21.2074 A, theta_pitch = -24.08084mrad, theta_roll_comp = -8.9253 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1421, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28422 ms, ax =  0.2074, ay =  0.0324, az =  9.9638, gx =  0.0227 rad/s, gy = -0.0025 rad/s, gz = -0.0025 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2115 A, I_w_roll = 20.6470 A, theta_pitch = -24.07802mrad, theta_roll_comp = -8.2291 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1422, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28442 ms, ax =  0.2038, ay =  0.0408, az =  9.9579, gx =  0.0204 rad/s, gy = -0.0033 rad/s, gz = -0.0055 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2409 A, I_w_roll = 20.1186 A, theta_pitch = -24.06145mrad, theta_roll_comp = -7.5694 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1423, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28462 ms, ax =  0.1918, ay =  0.0432, az =  9.9591, gx =  0.0180 rad/s, gy = -0.0041 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2707 A, I_w_roll = 19.5249 A, theta_pitch = -24.04675mrad, theta_roll_comp = -6.9566 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1424, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28482 ms, ax =  0.1846, ay =  0.0336, az =  9.9495, gx =  0.0155 rad/s, gy = -0.0046 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2887 A, I_w_roll = 18.8574 A, theta_pitch = -24.02447mrad, theta_roll_comp = -6.4115 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1425, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28502 ms, ax =  0.1774, ay =  0.0384, az =  9.9579, gx =  0.0132 rad/s, gy = -0.0049 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2962 A, I_w_roll = 18.2587 A, theta_pitch = -24.00384mrad, theta_roll_comp = -5.9278 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1426, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28522 ms, ax =  0.1750, ay =  0.0300, az =  9.9531, gx =  0.0100 rad/s, gy = -0.0046 rad/s, gz = -0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2811 A, I_w_roll = 17.3069 A, theta_pitch = -23.97385mrad, theta_roll_comp = -5.5111 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1427, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28542 ms, ax =  0.1714, ay =  0.0527, az =  9.9638, gx =  0.0075 rad/s, gy = -0.0050 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2920 A, I_w_roll = 16.5679 A, theta_pitch = -23.94013mrad, theta_roll_comp = -5.1447 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1428, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28562 ms, ax =  0.1570, ay =  0.0372, az =  9.9650, gx =  0.0046 rad/s, gy = -0.0058 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.3177 A, I_w_roll = 15.6655 A, theta_pitch = -23.89824mrad, theta_roll_comp = -4.8377 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1429, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28582 ms, ax =  0.1522, ay =  0.0252, az =  9.9626, gx =  0.0018 rad/s, gy = -0.0066 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.3432 A, I_w_roll = 14.7736 A, theta_pitch = -23.85555mrad, theta_roll_comp = -4.6205 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1430, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28602 ms, ax =  0.1510, ay =  0.0048, az =  9.9507, gx = -0.0010 rad/s, gy = -0.0084 rad/s, gz = -0.0057 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4093 A, I_w_roll = 13.8449 A, theta_pitch = -23.83426mrad, theta_roll_comp = -4.4957 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1431, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28622 ms, ax =  0.1522, ay =  0.0036, az =  9.9459, gx = -0.0022 rad/s, gy = -0.0107 rad/s, gz = -0.0035 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.5079 A, I_w_roll = 13.4516 A, theta_pitch = -23.85272mrad, theta_roll_comp = -4.4303 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1432, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28642 ms, ax =  0.1702, ay =  0.0096, az =  9.9531, gx = -0.0038 rad/s, gy = -0.0134 rad/s, gz = -0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.6284 A, I_w_roll = 12.9061 A, theta_pitch = -23.94612mrad, theta_roll_comp = -4.3960 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1433, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28662 ms, ax =  0.1870, ay =  0.0240, az =  9.9626, gx = -0.0054 rad/s, gy = -0.0147 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7057 A, I_w_roll = 12.3584 A, theta_pitch = -24.10646mrad, theta_roll_comp = -4.3670 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1434, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28682 ms, ax =  0.1966, ay =  0.0144, az =  9.9662, gx = -0.0070 rad/s, gy = -0.0161 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7913 A, I_w_roll = 11.8002 A, theta_pitch = -24.32198mrad, theta_roll_comp = -4.3644 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1435, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28702 ms, ax =  0.1966, ay =  0.0000, az =  9.9615, gx = -0.0079 rad/s, gy = -0.0163 rad/s, gz = -0.0180 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.8374 A, I_w_roll = 11.4549 A, theta_pitch = -24.55804mrad, theta_roll_comp = -4.4122 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1436, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28722 ms, ax =  0.2158, ay = -0.0096, az =  9.9686, gx = -0.0097 rad/s, gy = -0.0167 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.8920 A, I_w_roll = 10.8109 A, theta_pitch = -24.81548mrad, theta_roll_comp = -4.5075 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1437, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28742 ms, ax =  0.2206, ay = -0.0264, az =  9.9674, gx = -0.0113 rad/s, gy = -0.0167 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9340 A, I_w_roll = 10.1898 A, theta_pitch = -25.09521mrad, theta_roll_comp = -4.6622 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1438, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28762 ms, ax =  0.2326, ay = -0.0396, az =  9.9579, gx = -0.0121 rad/s, gy = -0.0171 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9936 A, I_w_roll =  9.8265 A, theta_pitch = -25.38614mrad, theta_roll_comp = -4.8714 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1439, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28782 ms, ax =  0.2541, ay = -0.0288, az =  9.9543, gx = -0.0131 rad/s, gy = -0.0169 rad/s, gz = -0.0036 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.0306 A, I_w_roll =  9.3657 A, theta_pitch = -25.70382mrad, theta_roll_comp = -5.0913 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1440, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28802 ms, ax =  0.2805, ay = -0.0336, az =  9.9638, gx = -0.0138 rad/s, gy = -0.0163 rad/s, gz = -0.0019 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.0621 A, I_w_roll =  9.0408 A, theta_pitch = -26.05626mrad, theta_roll_comp = -5.3209 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1441, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28822 ms, ax =  0.2889, ay = -0.0228, az =  9.9662, gx = -0.0147 rad/s, gy = -0.0153 rad/s, gz = -0.0027 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.0734 A, I_w_roll =  8.6217 A, theta_pitch = -26.41563mrad, theta_roll_comp = -5.5531 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1442, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    28842 ms, ax =  0.3081, ay = -0.0228, az =  9.9674, gx = -0.0151 rad/s, gy = -0.0141 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.0804 A, I_w_roll =  8.3916 A, theta_pitch = -26.78159mrad, theta_roll_comp = -5.7789 mrad, theta_setpoint = -40.0000 mrad, 
