picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 2209, nerr =   31p/   7r, time steps =   10, qsz =    2, switch = on, t =    44182 ms, ax =  0.1343, ay = -0.3956, az =  9.9339, gx =  0.0010 rad/s, gy = -0.0500 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll =  0.6350, I_w_pitch = -0.1694 A, I_w_roll =  0.3840 A, theta_pitch = 4.47074mrad, theta_roll_comp = -39.9355 mrad, theta_setpoint = -40.0399 mrad, 
msg = 7939, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158782 ms, ax =  0.0923, ay = -0.4100, az =  9.9603, gx =  0.0015 rad/s, gy = -0.0251 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.7901, I_w_pitch =  1.6304 A, I_w_roll =  0.2430 A, theta_pitch = -14.16812mrad, theta_roll_comp = -37.0221 mrad, theta_setpoint = -36.3080 mrad, 
msg = 7940, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158802 ms, ax =  0.1091, ay = -0.3464, az =  9.9770, gx =  0.0016 rad/s, gy = -0.0245 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.8570, I_w_pitch =  1.6681 A, I_w_roll =  0.3066 A, theta_pitch = -14.59644mrad, theta_roll_comp = -36.9753 mrad, theta_setpoint = -36.3038 mrad, 
msg = 7941, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158822 ms, ax =  0.0935, ay = -0.3404, az =  9.9626, gx =  0.0016 rad/s, gy = -0.0246 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.2888, I_w_pitch =  1.7359 A, I_w_roll =  0.3371 A, theta_pitch = -15.01299mrad, theta_roll_comp = -36.9347 mrad, theta_setpoint = -36.3395 mrad, 
msg = 7942, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158842 ms, ax =  0.1079, ay = -0.3464, az =  9.9722, gx =  0.0018 rad/s, gy = -0.0229 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.2888, I_w_pitch =  1.7226 A, I_w_roll =  0.4045 A, theta_pitch = -15.38627mrad, theta_roll_comp = -36.8828 mrad, theta_setpoint = -36.3395 mrad, 
msg = 7943, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158862 ms, ax =  0.1127, ay = -0.3776, az =  9.9638, gx =  0.0010 rad/s, gy = -0.0210 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -57.8209, I_w_pitch =  1.7003 A, I_w_roll =  0.1614 A, theta_pitch = -15.73450mrad, theta_roll_comp = -36.8210 mrad, theta_setpoint = -36.3689 mrad, 
msg = 7944, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158882 ms, ax =  0.1103, ay = -0.3860, az =  9.9567, gx =  0.0006 rad/s, gy = -0.0178 rad/s, gz = -0.0108 rad/s, rpm_pitch =  5.7642, rpm_roll = -57.8209, I_w_pitch =  9.2165 A, I_w_roll =  0.0464 A, theta_pitch = -16.01578mrad, theta_roll_comp = -36.7590 mrad, theta_setpoint = -36.3689 mrad, 
msg = 7945, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158902 ms, ax =  0.1043, ay = -0.3153, az =  9.9758, gx = -0.0002 rad/s, gy = -0.0138 rad/s, gz = -0.0109 rad/s, rpm_pitch =  2.9694, rpm_roll = -57.0187, I_w_pitch =  5.4024 A, I_w_roll = -0.1858 A, theta_pitch = -16.22520mrad, theta_roll_comp = -36.6907 mrad, theta_setpoint = -36.4192 mrad, 
msg = 7946, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158922 ms, ax = -0.1726, ay = -0.3009, az = 10.0418, gx = -0.0028 rad/s, gy =  0.0058 rad/s, gz = -0.0077 rad/s, rpm_pitch =  2.9694, rpm_roll = -55.8824, I_w_pitch =  4.5821 A, I_w_roll = -1.0358 A, theta_pitch = -15.97636mrad, theta_roll_comp = -36.6734 mrad, theta_setpoint = -36.4906 mrad, 
msg = 7947, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158942 ms, ax = -0.0228, ay = -0.2565, az = 10.0118, gx = -0.0033 rad/s, gy =  0.0513 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.8824, I_w_pitch = -1.3058 A, I_w_roll = -1.2051 A, theta_pitch = -14.97433mrad, theta_roll_comp = -36.6305 mrad, theta_setpoint = -36.4906 mrad, 
msg = 7948, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158962 ms, ax = -0.1283, ay = -0.3213, az =  9.9962, gx =  0.0023 rad/s, gy =  0.0935 rad/s, gz = -0.0176 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch = -3.2853 A, I_w_roll =  0.8179 A, theta_pitch = -13.03413mrad, theta_roll_comp = -36.5547 mrad, theta_setpoint = -36.5787 mrad, 
msg = 7949, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   158982 ms, ax =  0.2002, ay = -0.3728, az =  9.9423, gx =  0.0015 rad/s, gy =  0.1180 rad/s, gz = -0.0241 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.4786, I_w_pitch = -4.6004 A, I_w_roll =  0.5424 A, theta_pitch = -10.80017mrad, theta_roll_comp = -36.5443 mrad, theta_setpoint = -36.5787 mrad, 
msg = 7950, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159002 ms, ax =  0.1403, ay = -0.4040, az = 10.0034, gx =  0.0000 rad/s, gy =  0.1257 rad/s, gz = -0.0260 rad/s, rpm_pitch =  4.8908, rpm_roll = -55.1136, I_w_pitch =  1.1739 A, I_w_roll = -0.0016 A, theta_pitch = -8.35491mrad, theta_roll_comp = -36.5830 mrad, theta_setpoint = -36.5389 mrad, 
msg = 7951, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159022 ms, ax =  0.1798, ay = -0.3740, az = 10.0130, gx =  0.0022 rad/s, gy =  0.1207 rad/s, gz = -0.0242 rad/s, rpm_pitch =  4.8908, rpm_roll = -54.6791, I_w_pitch =  1.0213 A, I_w_roll =  0.7785 A, theta_pitch = -5.98795mrad, theta_roll_comp = -36.5240 mrad, theta_setpoint = -36.5662 mrad, 
msg = 7952, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159042 ms, ax =  0.0515, ay = -0.4411, az =  9.9171, gx =  0.0008 rad/s, gy =  0.1111 rad/s, gz = -0.0196 rad/s, rpm_pitch =  0.2183, rpm_roll = -54.6791, I_w_pitch = -5.0992 A, I_w_roll =  0.3309 A, theta_pitch = -3.70849mrad, theta_roll_comp = -36.4778 mrad, theta_setpoint = -36.5662 mrad, 
msg = 7953, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159062 ms, ax =  0.0156, ay = -0.3596, az =  9.9087, gx = -0.0010 rad/s, gy =  0.1075 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.0775, I_w_pitch = -5.5665 A, I_w_roll = -0.3031 A, theta_pitch = -1.55441mrad, theta_roll_comp = -36.4696 mrad, theta_setpoint = -36.6039 mrad, 
msg = 7954, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159082 ms, ax =  0.2182, ay = -0.3404, az =  9.9339, gx =  0.0002 rad/s, gy =  0.1019 rad/s, gz = -0.0019 rad/s, rpm_pitch =  0.0000, rpm_roll = -54.0775, I_w_pitch = -5.6250 A, I_w_roll =  0.1367 A, theta_pitch = 0.32696mrad, theta_roll_comp = -36.4186 mrad, theta_setpoint = -36.6039 mrad, 
msg = 7955, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159102 ms, ax =  0.1822, ay = -0.3800, az =  9.9519, gx = -0.0009 rad/s, gy =  0.0877 rad/s, gz =  0.0061 rad/s, rpm_pitch =  4.5415, rpm_roll = -52.7072, I_w_pitch =  0.7155 A, I_w_roll = -0.1997 A, theta_pitch = 1.78527mrad, theta_roll_comp = -36.4137 mrad, theta_setpoint = -36.6900 mrad, 
msg = 7956, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159122 ms, ax =  0.1678, ay = -0.3285, az =  9.9363, gx = -0.0020 rad/s, gy =  0.0654 rad/s, gz =  0.0124 rad/s, rpm_pitch =  4.5415, rpm_roll = -53.1751, I_w_pitch =  1.4344 A, I_w_roll = -0.6060 A, theta_pitch = 2.92198mrad, theta_roll_comp = -36.4679 mrad, theta_setpoint = -36.6606 mrad, 
msg = 7957, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159142 ms, ax = -0.0036, ay = -0.3512, az =  9.9291, gx = -0.0006 rad/s, gy =  0.0450 rad/s, gz =  0.0220 rad/s, rpm_pitch =  0.3057, rpm_roll = -53.1751, I_w_pitch = -3.4729 A, I_w_roll = -0.1417 A, theta_pitch = 3.82890mrad, theta_roll_comp = -36.4722 mrad, theta_setpoint = -36.6606 mrad, 
msg = 7958, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159162 ms, ax =  0.0228, ay = -0.3488, az =  9.9579, gx = -0.0017 rad/s, gy =  0.0379 rad/s, gz =  0.0228 rad/s, rpm_pitch =  0.0000, rpm_roll = -52.0053, I_w_pitch = -3.6942 A, I_w_roll = -0.4961 A, theta_pitch = 4.53424mrad, theta_roll_comp = -36.4996 mrad, theta_setpoint = -36.7341 mrad, 
msg = 7959, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159182 ms, ax =  0.1486, ay = -0.3596, az =  9.9794, gx = -0.0014 rad/s, gy =  0.0345 rad/s, gz =  0.0196 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.0361, I_w_pitch = -3.6200 A, I_w_roll = -0.3854 A, theta_pitch = 4.92717mrad, theta_roll_comp = -36.5168 mrad, theta_setpoint = -36.7949 mrad, 
msg = 7960, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159202 ms, ax =  0.0887, ay = -0.3308, az =  9.9722, gx = -0.0004 rad/s, gy =  0.0264 rad/s, gz =  0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.0361, I_w_pitch = -3.3360 A, I_w_roll = -0.0090 A, theta_pitch = 5.20011mrad, theta_roll_comp = -36.5079 mrad, theta_setpoint = -36.7949 mrad, 
msg = 7961, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159222 ms, ax =  0.0971, ay = -0.3956, az =  9.9531, gx = -0.0002 rad/s, gy =  0.0157 rad/s, gz =  0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.8356, I_w_pitch = -2.9306 A, I_w_roll =  0.0295 A, theta_pitch = 5.33760mrad, theta_roll_comp = -36.5407 mrad, theta_setpoint = -36.8075 mrad, 
msg = 7962, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159242 ms, ax =  0.1103, ay = -0.3668, az =  9.9459, gx = -0.0005 rad/s, gy =  0.0030 rad/s, gz = -0.0021 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.8356, I_w_pitch = -2.3987 A, I_w_roll = -0.0658 A, theta_pitch = 5.20079mrad, theta_roll_comp = -36.5460 mrad, theta_setpoint = -36.8075 mrad, 
msg = 7963, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159262 ms, ax =  0.0779, ay = -0.3332, az =  9.9746, gx =  0.0003 rad/s, gy = -0.0105 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -51.1029, I_w_pitch = -1.8050 A, I_w_roll =  0.2162 A, theta_pitch = 4.82898mrad, theta_roll_comp = -36.5233 mrad, theta_setpoint = -36.7907 mrad, 
msg = 7964, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159282 ms, ax =  0.0575, ay = -0.3105, az =  9.9662, gx =  0.0003 rad/s, gy = -0.0205 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.8356, I_w_pitch = -1.3249 A, I_w_roll =  0.2312 A, theta_pitch = 4.29132mrad, theta_roll_comp = -36.5025 mrad, theta_setpoint = -36.8075 mrad, 
msg = 7965, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159302 ms, ax =  0.0252, ay = -0.3548, az =  9.9638, gx =  0.0008 rad/s, gy = -0.0261 rad/s, gz = -0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.8356, I_w_pitch = -1.0061 A, I_w_roll =  0.4263 A, theta_pitch = 3.65733mrad, theta_roll_comp = -36.4809 mrad, theta_setpoint = -36.8075 mrad, 
msg = 7966, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159322 ms, ax = -0.0096, ay = -0.3237, az =  9.9686, gx =  0.0008 rad/s, gy = -0.0282 rad/s, gz = -0.0148 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.8356, I_w_pitch = -0.8262 A, I_w_roll =  0.4423 A, theta_pitch = 3.02608mrad, theta_roll_comp = -36.4408 mrad, theta_setpoint = -36.8075 mrad, 
msg = 7967, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159342 ms, ax = -0.0168, ay = -0.3356, az =  9.9818, gx =  0.0010 rad/s, gy = -0.0258 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -50.8356, I_w_pitch = -0.8353 A, I_w_roll =  0.4969 A, theta_pitch = 2.44737mrad, theta_roll_comp = -36.4209 mrad, theta_setpoint = -36.8075 mrad, 
msg = 7968, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159362 ms, ax = -0.0276, ay = -0.3045, az =  9.9866, gx =  0.0015 rad/s, gy = -0.0210 rad/s, gz = -0.0124 rad/s, rpm_pitch =  0.0000, rpm_roll = -49.7660, I_w_pitch = -0.9591 A, I_w_roll =  0.7311 A, theta_pitch = 1.99483mrad, theta_roll_comp = -36.3685 mrad, theta_setpoint = -36.8747 mrad, 
msg = 7969, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159382 ms, ax = -0.0228, ay = -0.3416, az =  9.9650, gx =  0.0015 rad/s, gy = -0.0153 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -48.8636, I_w_pitch = -1.1347 A, I_w_roll =  0.7745 A, theta_pitch = 1.63857mrad, theta_roll_comp = -36.3167 mrad, theta_setpoint = -36.9314 mrad, 
msg = 7970, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159402 ms, ax = -0.0384, ay = -0.3057, az =  9.9674, gx =  0.0011 rad/s, gy = -0.0086 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -48.8636, I_w_pitch = -1.3700 A, I_w_roll =  0.6598 A, theta_pitch = 1.43186mrad, theta_roll_comp = -36.2540 mrad, theta_setpoint = -36.9314 mrad, 
msg = 7971, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159422 ms, ax = -0.0336, ay = -0.3308, az =  9.9770, gx =  0.0011 rad/s, gy = -0.0020 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -47.3930, I_w_pitch = -1.6266 A, I_w_roll =  0.7277 A, theta_pitch = 1.36688mrad, theta_roll_comp = -36.1764 mrad, theta_setpoint = -37.0237 mrad, 
msg = 7972, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159442 ms, ax = -0.0216, ay = -0.2961, az =  9.9818, gx =  0.0007 rad/s, gy =  0.0039 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -47.3930, I_w_pitch = -1.8686 A, I_w_roll =  0.6117 A, theta_pitch = 1.41785mrad, theta_roll_comp = -36.1171 mrad, theta_setpoint = -37.0237 mrad, 
msg = 7973, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159462 ms, ax =  0.0096, ay = -0.3464, az =  9.9638, gx =  0.0002 rad/s, gy =  0.0082 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -45.8556, I_w_pitch = -2.0560 A, I_w_roll =  0.4885 A, theta_pitch = 1.53099mrad, theta_roll_comp = -36.0556 mrad, theta_setpoint = -37.1203 mrad, 
msg = 7974, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159482 ms, ax =  0.0048, ay = -0.3416, az =  9.9698, gx =  0.0003 rad/s, gy =  0.0100 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -45.8556, I_w_pitch = -2.1523 A, I_w_roll =  0.5532 A, theta_pitch = 1.67623mrad, theta_roll_comp = -36.0102 mrad, theta_setpoint = -37.1203 mrad, 
msg = 7975, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159502 ms, ax =  0.0156, ay = -0.3500, az =  9.9615, gx = -0.0012 rad/s, gy =  0.0099 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -45.8556, I_w_pitch = -2.1670 A, I_w_roll =  0.0555 A, theta_pitch = 1.80957mrad, theta_roll_comp = -35.9729 mrad, theta_setpoint = -37.1203 mrad, 
msg = 7976, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159522 ms, ax =  0.0264, ay = -0.3548, az =  9.9603, gx = -0.0012 rad/s, gy =  0.0083 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -44.0174, I_w_pitch = -2.1199 A, I_w_roll =  0.1074 A, theta_pitch = 1.92142mrad, theta_roll_comp = -35.9587 mrad, theta_setpoint = -37.2357 mrad, 
msg = 7977, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159542 ms, ax =  0.0156, ay = -0.3249, az =  9.9567, gx = -0.0017 rad/s, gy =  0.0067 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -44.0174, I_w_pitch = -2.0660 A, I_w_roll = -0.0710 A, theta_pitch = 1.98870mrad, theta_roll_comp = -35.9386 mrad, theta_setpoint = -37.2357 mrad, 
msg = 7978, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159562 ms, ax =  0.0252, ay = -0.3273, az =  9.9734, gx = -0.0024 rad/s, gy =  0.0054 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -42.0120, I_w_pitch = -2.0190 A, I_w_roll = -0.2588 A, theta_pitch = 2.03018mrad, theta_roll_comp = -35.9513 mrad, theta_setpoint = -37.3616 mrad, 
msg = 7979, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159582 ms, ax =  0.0168, ay = -0.3476, az =  9.9543, gx = -0.0018 rad/s, gy =  0.0026 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -41.6778, I_w_pitch = -1.9093 A, I_w_roll = -0.0746 A, theta_pitch = 2.04482mrad, theta_roll_comp = -35.9779 mrad, theta_setpoint = -37.3826 mrad, 
msg = 7980, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159602 ms, ax =  0.0192, ay = -0.3452, az =  9.9603, gx = -0.0022 rad/s, gy =  0.0011 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -41.6778, I_w_pitch = -1.8511 A, I_w_roll = -0.2215 A, theta_pitch = 2.04685mrad, theta_roll_comp = -35.9958 mrad, theta_setpoint = -37.3826 mrad, 
msg = 7981, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159622 ms, ax = -0.0072, ay = -0.3692, az =  9.9686, gx = -0.0017 rad/s, gy = -0.0009 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -40.2741, I_w_pitch = -1.7687 A, I_w_roll = -0.0157 A, theta_pitch = 2.03048mrad, theta_roll_comp = -36.0354 mrad, theta_setpoint = -37.4708 mrad, 
msg = 7982, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159642 ms, ax = -0.0240, ay = -0.3416, az =  9.9794, gx = -0.0020 rad/s, gy = -0.0021 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.7727, I_w_pitch = -1.7125 A, I_w_roll = -0.1079 A, theta_pitch = 1.97555mrad, theta_roll_comp = -36.0643 mrad, theta_setpoint = -37.5023 mrad, 
msg = 7983, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159662 ms, ax = -0.0108, ay = -0.3476, az =  9.9746, gx = -0.0014 rad/s, gy = -0.0022 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.7727, I_w_pitch = -1.6980 A, I_w_roll =  0.0704 A, theta_pitch = 1.91409mrad, theta_roll_comp = -36.0846 mrad, theta_setpoint = -37.5023 mrad, 
msg = 7984, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159682 ms, ax = -0.0084, ay = -0.3392, az =  9.9615, gx = -0.0006 rad/s, gy = -0.0014 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.5388, I_w_pitch = -1.7229 A, I_w_roll =  0.3509 A, theta_pitch = 1.86691mrad, theta_roll_comp = -36.0973 mrad, theta_setpoint = -37.5170 mrad, 
msg = 7985, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159702 ms, ax =  0.0012, ay = -0.3572, az =  9.9710, gx = -0.0010 rad/s, gy = -0.0001 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.5388, I_w_pitch = -1.7675 A, I_w_roll =  0.2097 A, theta_pitch = 1.80940mrad, theta_roll_comp = -36.1007 mrad, theta_setpoint = -37.5170 mrad, 
msg = 7986, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159722 ms, ax = -0.0072, ay = -0.3584, az =  9.9794, gx = -0.0006 rad/s, gy =  0.0015 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.7727, I_w_pitch = -1.8278 A, I_w_roll =  0.3428 A, theta_pitch = 1.78548mrad, theta_roll_comp = -36.1027 mrad, theta_setpoint = -37.5023 mrad, 
msg = 7987, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159742 ms, ax = -0.0072, ay = -0.3524, az =  9.9758, gx = -0.0006 rad/s, gy =  0.0031 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.1043, I_w_pitch = -1.8969 A, I_w_roll =  0.3632 A, theta_pitch = 1.81992mrad, theta_roll_comp = -36.0936 mrad, theta_setpoint = -37.5443 mrad, 
msg = 7988, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159762 ms, ax = -0.0120, ay = -0.3632, az =  9.9806, gx = -0.0008 rad/s, gy =  0.0046 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -39.1043, I_w_pitch = -1.9636 A, I_w_roll =  0.3165 A, theta_pitch = 1.87359mrad, theta_roll_comp = -36.0938 mrad, theta_setpoint = -37.5443 mrad, 
msg = 7989, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159782 ms, ax = -0.0180, ay = -0.4028, az =  9.9698, gx = -0.0004 rad/s, gy =  0.0063 rad/s, gz = -0.0115 rad/s, rpm_pitch =  0.0000, rpm_roll = -38.4024, I_w_pitch = -2.0479 A, I_w_roll =  0.4617 A, theta_pitch = 1.97396mrad, theta_roll_comp = -36.1244 mrad, theta_setpoint = -37.5883 mrad, 
msg = 7990, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159802 ms, ax = -0.0336, ay = -0.3392, az =  9.9794, gx = -0.0016 rad/s, gy =  0.0091 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -38.4024, I_w_pitch = -2.1852 A, I_w_roll =  0.0490 A, theta_pitch = 2.14406mrad, theta_roll_comp = -36.1078 mrad, theta_setpoint = -37.5883 mrad, 
msg = 7991, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159822 ms, ax = -0.0408, ay = -0.3332, az =  9.9806, gx = -0.0005 rad/s, gy =  0.0116 rad/s, gz = -0.0075 rad/s, rpm_pitch = -1.6157, rpm_roll = -36.3302, I_w_pitch = -4.4520 A, I_w_roll =  0.4770 A, theta_pitch = 2.37567mrad, theta_roll_comp = -36.0999 mrad, theta_setpoint = -37.7185 mrad, 
msg = 7992, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159842 ms, ax = -0.0264, ay = -0.3560, az =  9.9722, gx = -0.0010 rad/s, gy =  0.0143 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0437, rpm_roll = -36.4973, I_w_pitch = -2.4098 A, I_w_roll =  0.2916 A, theta_pitch = 2.64045mrad, theta_roll_comp = -36.0868 mrad, theta_setpoint = -37.7080 mrad, 
msg = 7993, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159862 ms, ax =  0.1103, ay = -0.3165, az =  9.9710, gx = -0.0022 rad/s, gy =  0.0100 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0437, rpm_roll = -36.4973, I_w_pitch = -2.2511 A, I_w_roll = -0.1305 A, theta_pitch = 2.71837mrad, theta_roll_comp = -36.0935 mrad, theta_setpoint = -37.7080 mrad, 
msg = 7994, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159882 ms, ax = -0.0384, ay = -0.3344, az =  9.9591, gx = -0.0005 rad/s, gy = -0.0028 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -34.7928, I_w_pitch = -1.7943 A, I_w_roll =  0.5181 A, theta_pitch = 2.69829mrad, theta_roll_comp = -36.0937 mrad, theta_setpoint = -37.8150 mrad, 
msg = 7995, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159902 ms, ax = -0.0180, ay = -0.3524, az =  9.9770, gx = -0.0016 rad/s, gy = -0.0119 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -34.7928, I_w_pitch = -1.4075 A, I_w_roll =  0.1432 A, theta_pitch = 2.56944mrad, theta_roll_comp = -36.0989 mrad, theta_setpoint = -37.8150 mrad, 
msg = 7996, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159922 ms, ax =  0.0479, ay = -0.2889, az =  9.9674, gx = -0.0029 rad/s, gy = -0.0187 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -33.0882, I_w_pitch = -1.0687 A, I_w_roll = -0.2785 A, theta_pitch = 2.12184mrad, theta_roll_comp = -36.0952 mrad, theta_setpoint = -37.9221 mrad, 
msg = 7997, nerr =   43p/  68r, time steps =   10, qsz =    2, switch = on, t =   159942 ms, ax =  0.0468, ay = -0.3285, az =  9.9854, gx = -0.0004 rad/s, gy = -0.0219 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -33.0214, I_w_pitch = -0.8593 A, I_w_roll =  0.6195 A, theta_pitch = 1.57787mrad, theta_roll_comp = -36.0680 mrad, theta_setpoint = -37.9263 mrad, 
