picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
 A, I_w_roll = -263.7635 A, theta_pitch = -0.30080mrad, theta_roll_comp = -698.0505 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3338, nerr =  134p/ 142r, time steps =    5, qsz =    2, switch = off, t =    33382 ms, ax = -0.6329, ay =  0.2601, az =  9.7744, gx =  0.0481 rad/s, gy =  0.0609 rad/s, gz = -0.0875 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -8.9004 A, I_w_roll = 33.3230 A, theta_pitch = 33.09974mrad, theta_roll_comp =  1.2075 mrad, theta_setpoint = -40.0000 mrad, 
msg = 8591, nerr =  419p/ 500r, time steps =    5, qsz =    2, switch = on, t =    85912 ms, ax = -0.0695, ay = -0.3308, az =  9.9974, gx = -0.0030 rad/s, gy = -0.0837 rad/s, gz =  0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.4666, I_w_pitch =  3.5720 A, I_w_roll = -0.0941 A, theta_pitch = -11.48864mrad, theta_roll_comp = -33.6727 mrad, theta_setpoint = -36.0771 mrad, 
msg = 8592, nerr =  419p/ 500r, time steps =    5, qsz =    2, switch = on, t =    85922 ms, ax = -0.0336, ay = -0.2877, az = 10.0046, gx = -0.0029 rad/s, gy = -0.0667 rad/s, gz =  0.0011 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.4666, I_w_pitch =  2.9770 A, I_w_roll = -0.0476 A, theta_pitch = -12.06675mrad, theta_roll_comp = -33.6729 mrad, theta_setpoint = -36.0771 mrad, 
msg = 8593, nerr =  419p/ 500r, time steps =    5, qsz =    3, switch = on, t =    85932 ms, ax = -0.0384, ay = -0.3476, az = 10.0214, gx = -0.0020 rad/s, gy = -0.0490 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.4666, I_w_pitch =  2.3308 A, I_w_roll =  0.2761 A, theta_pitch = -12.48105mrad, theta_roll_comp = -33.6791 mrad, theta_setpoint = -36.0771 mrad, 
msg = 8594, nerr =  420p/ 500r, time steps =    5, qsz =    2, switch = on, t =    85942 ms, ax = -0.0456, ay = -0.3105, az = 10.0190, gx = -0.0026 rad/s, gy = -0.0303 rad/s, gz = -0.0075 rad/s, rpm_pitch =  0.0000, rpm_roll = -61.5308, I_w_pitch =  1.6184 A, I_w_roll =  0.0614 A, theta_pitch = -12.70319mrad, theta_roll_comp = -33.6923 mrad, theta_setpoint = -36.1359 mrad, 
msg = 8595, nerr =  420p/ 500r, time steps =    5, qsz =    2, switch = on, t =    85952 ms, ax = -0.1055, ay = -0.2997, az = 10.0490, gx = -0.0016 rad/s, gy = -0.0082 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -61.5308, I_w_pitch =  0.7316 A, I_w_roll =  0.4393 A, theta_pitch = -12.68531mrad, theta_roll_comp = -33.6795 mrad, theta_setpoint = -36.1359 mrad, 
msg = 8596, nerr =  420p/ 500r, time steps =    5, qsz =    2, switch = on, t =    85962 ms, ax = -0.1235, ay = -0.2949, az = 10.0550, gx = -0.0008 rad/s, gy =  0.0127 rad/s, gz = -0.0260 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -0.1449 A, I_w_roll =  0.7443 A, theta_pitch = -12.41684mrad, theta_roll_comp = -33.6497 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8597, nerr =  420p/ 500r, time steps =    5, qsz =    2, switch = on, t =    85972 ms, ax = -0.1582, ay = -0.3093, az = 10.0621, gx = -0.0008 rad/s, gy =  0.0329 rad/s, gz = -0.0302 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -1.0292 A, I_w_roll =  0.7556 A, theta_pitch = -11.91861mrad, theta_roll_comp = -33.6215 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8598, nerr =  420p/ 501r, time steps =    5, qsz =    2, switch = on, t =    85982 ms, ax = -0.1486, ay = -0.2997, az = 10.0382, gx =  0.0002 rad/s, gy =  0.0528 rad/s, gz = -0.0389 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -1.9284 A, I_w_roll =  1.0942 A, theta_pitch = -11.21467mrad, theta_roll_comp = -33.5905 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8599, nerr =  420p/ 501r, time steps =    5, qsz =    2, switch = on, t =    85992 ms, ax = -0.1654, ay = -0.2793, az = 10.0442, gx = -0.0002 rad/s, gy =  0.0741 rad/s, gz = -0.0457 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -2.9167 A, I_w_roll =  0.9735 A, theta_pitch = -10.30703mrad, theta_roll_comp = -33.5426 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8600, nerr =  420p/ 501r, time steps =    5, qsz =    2, switch = on, t =    86002 ms, ax = -0.1498, ay = -0.3524, az = 10.0190, gx =  0.0008 rad/s, gy =  0.0918 rad/s, gz = -0.0466 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -3.7889 A, I_w_roll =  1.3549 A, theta_pitch = -9.21531mrad, theta_roll_comp = -33.5213 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8601, nerr =  420p/ 501r, time steps =    5, qsz =    2, switch = on, t =    86012 ms, ax = -0.1403, ay = -0.3045, az = 10.0178, gx =  0.0006 rad/s, gy =  0.1092 rad/s, gz = -0.0515 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -4.6731 A, I_w_roll =  1.2681 A, theta_pitch = -7.97178mrad, theta_roll_comp = -33.5051 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8602, nerr =  420p/ 501r, time steps =    5, qsz =    2, switch = on, t =    86022 ms, ax = -0.1343, ay = -0.3356, az = 10.0238, gx =  0.0014 rad/s, gy =  0.1268 rad/s, gz = -0.0533 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -5.5860 A, I_w_roll =  1.5576 A, theta_pitch = -6.57316mrad, theta_roll_comp = -33.4806 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8603, nerr =  420p/ 501r, time steps =    5, qsz =    2, switch = on, t =    86032 ms, ax = -0.1175, ay = -0.3285, az = 10.0166, gx =  0.0018 rad/s, gy =  0.1416 rad/s, gz = -0.0493 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -6.4070 A, I_w_roll =  1.7052 A, theta_pitch = -5.04075mrad, theta_roll_comp = -33.4610 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8604, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86042 ms, ax = -0.1151, ay = -0.3225, az =  9.9962, gx =  0.0015 rad/s, gy =  0.1545 rad/s, gz = -0.0479 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -7.1705 A, I_w_roll =  1.6224 A, theta_pitch = -3.39545mrad, theta_roll_comp = -33.4350 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8605, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86052 ms, ax = -0.0360, ay = -0.3548, az =  9.9758, gx =  0.0011 rad/s, gy =  0.1647 rad/s, gz = -0.0449 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -7.8358 A, I_w_roll =  1.4855 A, theta_pitch = -1.69415mrad, theta_roll_comp = -33.4277 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8606, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86062 ms, ax = -0.0108, ay = -0.3237, az =  9.9591, gx =  0.0014 rad/s, gy =  0.1703 rad/s, gz = -0.0361 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -8.3160 A, I_w_roll =  1.5818 A, theta_pitch = 0.01632mrad, theta_roll_comp = -33.4201 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8607, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86072 ms, ax =  0.0348, ay = -0.3440, az =  9.9399, gx =  0.0011 rad/s, gy =  0.1722 rad/s, gz = -0.0308 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -8.6447 A, I_w_roll =  1.4927 A, theta_pitch = 1.71007mrad, theta_roll_comp = -33.4097 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8608, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86082 ms, ax =  0.0815, ay = -0.3560, az =  9.9471, gx =  0.0011 rad/s, gy =  0.1693 rad/s, gz = -0.0240 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -8.7710 A, I_w_roll =  1.4899 A, theta_pitch = 3.33345mrad, theta_roll_comp = -33.4168 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8609, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86092 ms, ax =  0.1319, ay = -0.3165, az =  9.9423, gx = -0.0001 rad/s, gy =  0.1631 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.9960, I_w_pitch = -8.7529 A, I_w_roll =  1.0713 A, theta_pitch = 4.84627mrad, theta_roll_comp = -33.4146 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8610, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86102 ms, ax =  0.1462, ay = -0.3344, az =  9.9219, gx =  0.0004 rad/s, gy =  0.1536 rad/s, gz = -0.0075 rad/s, rpm_pitch =  5.6769, rpm_roll = -60.9960, I_w_pitch = -1.0909 A, I_w_roll =  1.2609 A, theta_pitch = 6.23343mrad, theta_roll_comp = -33.4066 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8611, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86112 ms, ax =  0.1906, ay = -0.3189, az =  9.9303, gx = -0.0006 rad/s, gy =  0.1392 rad/s, gz = -0.0003 rad/s, rpm_pitch =  5.6769, rpm_roll = -60.9960, I_w_pitch = -0.6990 A, I_w_roll =  0.8898 A, theta_pitch = 7.45570mrad, theta_roll_comp = -33.4023 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8612, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86122 ms, ax =  0.2254, ay = -0.3572, az =  9.9159, gx = -0.0009 rad/s, gy =  0.1221 rad/s, gz =  0.0091 rad/s, rpm_pitch =  1.1790, rpm_roll = -60.9960, I_w_pitch = -6.1007 A, I_w_roll =  0.7905 A, theta_pitch = 8.46733mrad, theta_roll_comp = -33.4177 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8613, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86132 ms, ax =  0.0767, ay = -0.2469, az =  9.9399, gx = -0.0016 rad/s, gy =  0.1063 rad/s, gz =  0.0161 rad/s, rpm_pitch =  1.1790, rpm_roll = -60.9960, I_w_pitch = -5.6023 A, I_w_roll =  0.5656 A, theta_pitch = 9.36984mrad, theta_roll_comp = -33.3973 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8614, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86142 ms, ax =  0.0384, ay = -0.3380, az =  9.9435, gx = -0.0020 rad/s, gy =  0.0955 rad/s, gz =  0.0196 rad/s, rpm_pitch =  1.1790, rpm_roll = -60.9960, I_w_pitch = -5.2987 A, I_w_roll =  0.4336 A, theta_pitch = 10.22188mrad, theta_roll_comp = -33.3777 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8615, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86152 ms, ax =  0.1954, ay = -0.2649, az =  9.9471, gx = -0.0021 rad/s, gy =  0.0887 rad/s, gz =  0.0228 rad/s, rpm_pitch =  1.1790, rpm_roll = -60.9960, I_w_pitch = -5.1311 A, I_w_roll =  0.3919 A, theta_pitch = 10.91557mrad, theta_roll_comp = -33.3655 mrad, theta_setpoint = -36.1694 mrad, 
msg = 8616, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86162 ms, ax =  0.0887, ay = -0.3009, az =  9.9327, gx = -0.0025 rad/s, gy =  0.0822 rad/s, gz =  0.0225 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.5816, I_w_pitch = -6.5152 A, I_w_roll =  0.3982 A, theta_pitch = 11.51716mrad, theta_roll_comp = -33.3404 mrad, theta_setpoint = -36.5095 mrad, 
msg = 8617, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86172 ms, ax =  0.0635, ay = -0.2949, az =  9.9399, gx = -0.0021 rad/s, gy =  0.0762 rad/s, gz =  0.0213 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.5816, I_w_pitch = -6.3652 A, I_w_roll =  0.5424 A, theta_pitch = 12.11440mrad, theta_roll_comp = -33.3293 mrad, theta_setpoint = -36.5095 mrad, 
msg = 8618, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86182 ms, ax =  0.0084, ay = -0.2937, az =  9.9447, gx = -0.0025 rad/s, gy =  0.0713 rad/s, gz =  0.0196 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.5816, I_w_pitch = -6.2548 A, I_w_roll =  0.4084 A, theta_pitch = 12.69248mrad, theta_roll_comp = -33.3149 mrad, theta_setpoint = -36.5095 mrad, 
msg = 8619, nerr =  420p/ 502r, time steps =    5, qsz =    3, switch = on, t =    86192 ms, ax =  0.1031, ay = -0.3045, az =  9.9579, gx = -0.0022 rad/s, gy =  0.0666 rad/s, gz =  0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = -55.5816, I_w_pitch = -6.1435 A, I_w_roll =  0.5051 A, theta_pitch = 13.19334mrad, theta_roll_comp = -33.3059 mrad, theta_setpoint = -36.5095 mrad, 
msg = 8620, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86202 ms, ax =  0.0479, ay = -0.2421, az =  9.9543, gx = -0.0034 rad/s, gy =  0.0598 rad/s, gz =  0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.9773, I_w_pitch = -5.9353 A, I_w_roll =  0.1386 A, theta_pitch = 13.61585mrad, theta_roll_comp = -33.2744 mrad, theta_setpoint = -36.6102 mrad, 
msg = 8621, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86212 ms, ax =  0.0719, ay = -0.3033, az =  9.9579, gx = -0.0029 rad/s, gy =  0.0526 rad/s, gz =  0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.9773, I_w_pitch = -5.7020 A, I_w_roll =  0.3354 A, theta_pitch = 13.97812mrad, theta_roll_comp = -33.2485 mrad, theta_setpoint = -36.6102 mrad, 
msg = 8622, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86222 ms, ax =  0.0515, ay = -0.2493, az =  9.9531, gx = -0.0034 rad/s, gy =  0.0449 rad/s, gz = -0.0021 rad/s, rpm_pitch = -4.5415, rpm_roll = -52.4733, I_w_pitch = -11.4248 A, I_w_roll =  0.1967 A, theta_pitch = 14.26120mrad, theta_roll_comp = -33.2236 mrad, theta_setpoint = -36.7047 mrad, 
msg = 8623, nerr =  420p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86232 ms, ax =  0.0803, ay = -0.3572, az =  9.9615, gx = -0.0029 rad/s, gy =  0.0355 rad/s, gz = -0.0072 rad/s, rpm_pitch = -4.5415, rpm_roll = -52.4733, I_w_pitch = -11.0751 A, I_w_roll =  0.3807 A, theta_pitch = 14.45076mrad, theta_roll_comp = -33.2296 mrad, theta_setpoint = -36.7047 mrad, 
msg = 8624, nerr =  421p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86242 ms, ax =  0.0647, ay = -0.2266, az =  9.9543, gx = -0.0031 rad/s, gy =  0.0268 rad/s, gz = -0.0101 rad/s, rpm_pitch = -4.5415, rpm_roll = -52.4733, I_w_pitch = -10.7427 A, I_w_roll =  0.2925 A, theta_pitch = 14.54256mrad, theta_roll_comp = -33.2173 mrad, theta_setpoint = -36.7047 mrad, 
msg = 8625, nerr =  421p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86252 ms, ax =  0.1762, ay = -0.3177, az =  9.9471, gx = -0.0018 rad/s, gy =  0.0163 rad/s, gz = -0.0148 rad/s, rpm_pitch = -4.5415, rpm_roll = -52.4733, I_w_pitch = -10.3134 A, I_w_roll =  0.7712 A, theta_pitch = 14.48563mrad, theta_roll_comp = -33.1856 mrad, theta_setpoint = -36.7047 mrad, 
msg = 8626, nerr =  421p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86262 ms, ax =  0.2278, ay = -0.3069, az =  9.8799, gx = -0.0012 rad/s, gy = -0.0062 rad/s, gz = -0.0170 rad/s, rpm_pitch = -4.5415, rpm_roll = -51.0695, I_w_pitch = -9.3674 A, I_w_roll =  1.0405 A, theta_pitch = 14.18014mrad, theta_roll_comp = -33.1830 mrad, theta_setpoint = -36.7928 mrad, 
msg = 8627, nerr =  421p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86272 ms, ax =  0.3081, ay = -0.3920, az =  9.8727, gx =  0.0003 rad/s, gy = -0.0334 rad/s, gz = -0.0125 rad/s, rpm_pitch = -4.5415, rpm_roll = -51.0695, I_w_pitch = -8.1880 A, I_w_roll =  1.5419 A, theta_pitch = 13.56091mrad, theta_roll_comp = -33.2110 mrad, theta_setpoint = -36.7928 mrad, 
msg = 8628, nerr =  421p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86282 ms, ax =  0.2637, ay = -0.2949, az =  9.8536, gx =  0.0012 rad/s, gy = -0.0655 rad/s, gz = -0.0049 rad/s, rpm_pitch = -4.5415, rpm_roll = -51.0695, I_w_pitch = -6.7657 A, I_w_roll =  1.8662 A, theta_pitch = 12.63620mrad, theta_roll_comp = -33.2158 mrad, theta_setpoint = -36.7928 mrad, 
msg = 8629, nerr =  421p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86292 ms, ax =  0.3848, ay = -0.3608, az =  9.8751, gx =  0.0026 rad/s, gy = -0.1042 rad/s, gz = -0.0003 rad/s, rpm_pitch = -4.5415, rpm_roll = -51.0695, I_w_pitch = -5.0188 A, I_w_roll =  2.3393 A, theta_pitch = 11.32311mrad, theta_roll_comp = -33.1983 mrad, theta_setpoint = -36.7928 mrad, 
msg = 8630, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86302 ms, ax =  0.3332, ay = -0.4004, az =  9.8991, gx =  0.0016 rad/s, gy = -0.1436 rad/s, gz =  0.0124 rad/s, rpm_pitch = -4.5415, rpm_roll = -49.5321, I_w_pitch = -3.1846 A, I_w_roll =  2.0386 A, theta_pitch = 9.60505mrad, theta_roll_comp = -33.2310 mrad, theta_setpoint = -36.8894 mrad, 
msg = 8631, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86312 ms, ax =  0.3524, ay = -0.3992, az =  9.9195, gx =  0.0000 rad/s, gy = -0.1844 rad/s, gz =  0.0249 rad/s, rpm_pitch = -4.5415, rpm_roll = -49.5321, I_w_pitch = -1.2417 A, I_w_roll =  1.4543 A, theta_pitch = 7.51807mrad, theta_roll_comp = -33.2937 mrad, theta_setpoint = -36.8894 mrad, 
msg = 8632, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86322 ms, ax =  0.4339, ay = -0.3668, az =  9.8919, gx = -0.0025 rad/s, gy = -0.2327 rad/s, gz =  0.0419 rad/s, rpm_pitch = -4.5415, rpm_roll = -49.0642, I_w_pitch =  1.0768 A, I_w_roll =  0.5545 A, theta_pitch = 4.95082mrad, theta_roll_comp = -33.3589 mrad, theta_setpoint = -36.9188 mrad, 
msg = 8633, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86332 ms, ax =  0.4483, ay = -0.3632, az =  9.8668, gx = -0.0045 rad/s, gy = -0.2779 rad/s, gz =  0.0549 rad/s, rpm_pitch = -4.5415, rpm_roll = -49.0642, I_w_pitch =  3.3403 A, I_w_roll = -0.1729 A, theta_pitch = 1.89810mrad, theta_roll_comp = -33.4297 mrad, theta_setpoint = -36.9188 mrad, 
msg = 8634, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86342 ms, ax =  0.4795, ay = -0.3548, az =  9.7924, gx = -0.0065 rad/s, gy = -0.3235 rad/s, gz =  0.0711 rad/s, rpm_pitch = -4.5415, rpm_roll = -49.0642, I_w_pitch =  5.6922 A, I_w_roll = -0.9063 A, theta_pitch = -1.60244mrad, theta_roll_comp = -33.5154 mrad, theta_setpoint = -36.9188 mrad, 
msg = 8635, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86352 ms, ax =  0.4975, ay = -0.3428, az =  9.7385, gx = -0.0070 rad/s, gy = -0.3748 rad/s, gz =  0.0835 rad/s, rpm_pitch = -4.5415, rpm_roll = -49.0642, I_w_pitch =  8.3396 A, I_w_roll = -1.1283 A, theta_pitch = -5.58100mrad, theta_roll_comp = -33.6044 mrad, theta_setpoint = -36.9188 mrad, 
msg = 8636, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86362 ms, ax =  0.5095, ay = -0.3308, az =  9.7457, gx = -0.0078 rad/s, gy = -0.4226 rad/s, gz =  0.0925 rad/s, rpm_pitch = -4.5415, rpm_roll = -46.8917, I_w_pitch = 10.9186 A, I_w_roll = -1.3866 A, theta_pitch = -10.02746mrad, theta_roll_comp = -33.6876 mrad, theta_setpoint = -37.0552 mrad, 
msg = 8637, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86372 ms, ax =  0.5802, ay = -0.3956, az =  9.7481, gx = -0.0082 rad/s, gy = -0.4709 rad/s, gz =  0.1020 rad/s, rpm_pitch = -4.5415, rpm_roll = -46.8917, I_w_pitch = 13.5908 A, I_w_roll = -1.5733 A, theta_pitch = -14.95234mrad, theta_roll_comp = -33.8049 mrad, theta_setpoint = -37.0552 mrad, 
msg = 8638, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86382 ms, ax =  0.5862, ay = -0.3464, az =  9.7373, gx = -0.0095 rad/s, gy = -0.5257 rad/s, gz =  0.1093 rad/s, rpm_pitch = -4.5415, rpm_roll = -46.8917, I_w_pitch = 16.5942 A, I_w_roll = -2.0913 A, theta_pitch = -20.38161mrad, theta_roll_comp = -33.9346 mrad, theta_setpoint = -37.0552 mrad, 
msg = 8639, nerr =  422p/ 502r, time steps =    5, qsz =    3, switch = on, t =    86392 ms, ax =  0.6353, ay = -0.4327, az =  9.6965, gx = -0.0095 rad/s, gy = -0.5771 rad/s, gz =  0.1142 rad/s, rpm_pitch = -4.5415, rpm_roll = -46.8917, I_w_pitch = 19.5399 A, I_w_roll = -2.1547 A, theta_pitch = -26.31380mrad, theta_roll_comp = -34.0931 mrad, theta_setpoint = -37.0552 mrad, 
msg = 8640, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86402 ms, ax =  0.5910, ay = -0.5442, az =  9.7361, gx = -0.0109 rad/s, gy = -0.6278 rad/s, gz =  0.1234 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 22.5256 A, I_w_roll = -2.6754 A, theta_pitch = -32.69007mrad, theta_roll_comp = -34.3578 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8641, nerr =  422p/ 502r, time steps =    5, qsz =    2, switch = on, t =    86412 ms, ax =  0.3093, ay = -0.5119, az =  9.7457, gx = -0.0129 rad/s, gy = -0.6663 rad/s, gz =  0.1385 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 25.0526 A, I_w_roll = -3.5005 A, theta_pitch = -39.27493mrad, theta_roll_comp = -34.6731 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8642, nerr =  423p/ 503r, time steps =    5, qsz =    2, switch = on, t =    86422 ms, ax =  0.1642, ay = -0.3704, az =  9.7840, gx = -0.0146 rad/s, gy = -0.6817 rad/s, gz =  0.1431 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 26.6555 A, I_w_roll = -4.2017 A, theta_pitch = -45.84169mrad, theta_roll_comp = -34.9113 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8643, nerr =  423p/ 503r, time steps =    5, qsz =    2, switch = on, t =    86432 ms, ax =  0.0575, ay = -0.4819, az =  9.8500, gx = -0.0125 rad/s, gy = -0.6834 rad/s, gz =  0.1454 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 27.6931 A, I_w_roll = -3.5447 A, theta_pitch = -52.29731mrad, theta_roll_comp = -35.1331 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8644, nerr =  423p/ 503r, time steps =    5, qsz =    2, switch = on, t =    86442 ms, ax = -0.0264, ay = -0.4100, az =  9.9195, gx = -0.0095 rad/s, gy = -0.6748 rad/s, gz =  0.1563 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 28.2855 A, I_w_roll = -2.6016 A, theta_pitch = -58.55479mrad, theta_roll_comp = -35.3386 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8645, nerr =  423p/ 503r, time steps =    5, qsz =    2, switch = on, t =    86452 ms, ax = -0.0575, ay = -0.3572, az =  9.8943, gx = -0.0061 rad/s, gy = -0.6596 rad/s, gz =  0.1562 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 28.5810 A, I_w_roll = -1.4334 A, theta_pitch = -64.57249mrad, theta_roll_comp = -35.4472 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8646, nerr =  423p/ 503r, time steps =    5, qsz =    2, switch = on, t =    86462 ms, ax = -0.0755, ay = -0.3692, az =  9.9147, gx = -0.0033 rad/s, gy = -0.6378 rad/s, gz =  0.1523 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 28.5693 A, I_w_roll = -0.4779 A, theta_pitch = -70.31818mrad, theta_roll_comp = -35.5053 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8647, nerr =  423p/ 503r, time steps =    5, qsz =    2, switch = on, t =    86472 ms, ax = -0.0647, ay = -0.4675, az =  9.9519, gx = -0.0033 rad/s, gy = -0.6095 rad/s, gz =  0.1591 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 28.2555 A, I_w_roll = -0.5184 A, theta_pitch = -75.75388mrad, theta_roll_comp = -35.6066 mrad, theta_setpoint = -37.1832 mrad, 
msg = 8648, nerr =  424p/ 504r, time steps =    5, qsz =    2, switch = on, t =    86482 ms, ax = -0.0599, ay = -0.3404, az = 10.0094, gx = -0.0022 rad/s, gy = -0.5808 rad/s, gz =  0.1579 rad/s, rpm_pitch = -4.5415, rpm_roll = -44.8529, I_w_pitch = 27.8708 A, I_w_roll = -0.1741 A, theta_pitch = -80.85840mrad, theta_roll_comp = -35.6778 mrad, theta_setpoint = -37.1832 mrad, 
