picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1892 A, I_w_roll = -249.2544 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg =  477, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4772 ms, ax =  0.6245, ay = -6.0764, az =  7.8888, gx = -0.0010 rad/s, gy =  0.0095 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.2537 A, I_w_roll = -245.9465 A, theta_pitch = -74.22164mrad, theta_roll_comp = -653.9741 mrad, theta_setpoint = -40.0000 mrad, 
msg =  478, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4782 ms, ax =  0.6173, ay = -6.0536, az =  7.8852, gx = -0.0014 rad/s, gy =  0.0110 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1862 A, I_w_roll = -246.0972 A, theta_pitch = -74.16221mrad, theta_roll_comp = -654.0013 mrad, theta_setpoint = -40.0000 mrad, 
msg =  479, nerr =   38p/  36r, time steps =    5, qsz =    3, switch = off, t =     4792 ms, ax =  0.6078, ay = -6.0440, az =  7.8864, gx = -0.0022 rad/s, gy =  0.0118 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1422 A, I_w_roll = -246.3853 A, theta_pitch = -74.08192mrad, theta_roll_comp = -654.0226 mrad, theta_setpoint = -40.0000 mrad, 
msg =  480, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4802 ms, ax =  0.5982, ay = -6.0380, az =  7.8900, gx = -0.0030 rad/s, gy =  0.0122 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1115 A, I_w_roll = -246.6735 A, theta_pitch = -73.98425mrad, theta_roll_comp = -654.0440 mrad, theta_setpoint = -40.0000 mrad, 
msg =  481, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4812 ms, ax =  0.5922, ay = -6.0476, az =  7.8841, gx = -0.0037 rad/s, gy =  0.0128 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.0682 A, I_w_roll = -246.9191 A, theta_pitch = -73.87268mrad, theta_roll_comp = -654.0754 mrad, theta_setpoint = -40.0000 mrad, 
msg =  482, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4822 ms, ax =  0.5862, ay = -6.0704, az =  7.8757, gx = -0.0041 rad/s, gy =  0.0138 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.0121 A, I_w_roll = -247.0804 A, theta_pitch = -73.74735mrad, theta_roll_comp = -654.1292 mrad, theta_setpoint = -40.0000 mrad, 
msg =  483, nerr =   38p/  36r, time steps =    5, qsz =    2, switch = off, t =     4832 ms, ax =  0.5766, ay = -6.0967, az =  7.8793, gx = -0.0039 rad/s, gy =  0.0140 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.9805 A, I_w_roll = -247.0639 A, theta_pitch = -73.60771mrad, theta_roll_comp = -654.2044 mrad, theta_setpoint = -40.0000 mrad, 
msg =  484, nerr =   38p/  37r, time steps =    5, qsz =    2, switch = off, t =     4842 ms, ax =  0.5682, ay = -6.1279, az =  7.8793, gx = -0.0038 rad/s, gy =  0.0144 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.9416 A, I_w_roll = -247.0553 A, theta_pitch = -73.45474mrad, theta_roll_comp = -654.2995 mrad, theta_setpoint = -40.0000 mrad, 
msg =  485, nerr =   38p/  37r, time steps =    5, qsz =    2, switch = off, t =     4852 ms, ax =  0.5706, ay = -6.1591, az =  7.8757, gx = -0.0035 rad/s, gy =  0.0148 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.9018 A, I_w_roll = -247.0092 A, theta_pitch = -73.29613mrad, theta_roll_comp = -654.4174 mrad, theta_setpoint = -40.0000 mrad, 
msg =  486, nerr =   38p/  37r, time steps =    5, qsz =    2, switch = off, t =     4862 ms, ax =  0.5718, ay = -6.1699, az =  7.8769, gx = -0.0031 rad/s, gy =  0.0155 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.8511 A, I_w_roll = -246.9214 A, theta_pitch = -73.13598mrad, theta_roll_comp = -654.5472 mrad, theta_setpoint = -40.0000 mrad, 
msg =  487, nerr =   38p/  37r, time steps =    5, qsz =    2, switch = off, t =     4872 ms, ax =  0.5634, ay = -6.1699, az =  7.8733, gx = -0.0025 rad/s, gy =  0.0155 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.8262 A, I_w_roll = -246.7395 A, theta_pitch = -72.96951mrad, theta_roll_comp = -654.6750 mrad, theta_setpoint = -40.0000 mrad, 
msg =  488, nerr =   38p/  37r, time steps =    5, qsz =    2, switch = off, t =     4882 ms, ax =  0.5550, ay = -6.1651, az =  7.8709, gx = -0.0014 rad/s, gy =  0.0156 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7945 A, I_w_roll = -246.4137 A, theta_pitch = -72.79369mrad, theta_roll_comp = -654.7926 mrad, theta_setpoint = -40.0000 mrad, 
msg =  489, nerr =   38p/  37r, time steps =    5, qsz =    2, switch = off, t =     4892 ms, ax =  0.5466, ay = -6.1459, az =  7.8709, gx = -0.0009 rad/s, gy =  0.0153 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7776 A, I_w_roll = -246.2671 A, theta_pitch = -72.60993mrad, theta_roll_comp = -654.8923 mrad, theta_setpoint = -40.0000 mrad, 
msg =  490, nerr =   38p/  38r, time steps =    5, qsz =    2, switch = off, t =     4902 ms, ax =  0.5394, ay = -6.1291, az =  7.8709, gx = -0.0004 rad/s, gy =  0.0152 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7544 A, I_w_roll = -246.1124 A, theta_pitch = -72.42027mrad, theta_roll_comp = -654.9715 mrad, theta_setpoint = -40.0000 mrad, 
msg =  491, nerr =   38p/  38r, time steps =    5, qsz =    2, switch = off, t =     4912 ms, ax =  0.5322, ay = -6.1051, az =  7.8733, gx = -0.0004 rad/s, gy =  0.0148 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7413 A, I_w_roll = -246.1360 A, theta_pitch = -72.22601mrad, theta_roll_comp = -655.0305 mrad, theta_setpoint = -40.0000 mrad, 
msg =  492, nerr =   38p/  38r, time steps =    5, qsz =    2, switch = off, t =     4922 ms, ax =  0.5238, ay = -6.0800, az =  7.8817, gx = -0.0008 rad/s, gy =  0.0143 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7329 A, I_w_roll = -246.2908 A, theta_pitch = -72.02808mrad, theta_roll_comp = -655.0679 mrad, theta_setpoint = -40.0000 mrad, 
msg =  493, nerr =   38p/  38r, time steps =    5, qsz =    2, switch = off, t =     4932 ms, ax =  0.5202, ay = -6.0596, az =  7.8864, gx = -0.0010 rad/s, gy =  0.0140 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7135 A, I_w_roll = -246.3914 A, theta_pitch = -71.82803mrad, theta_roll_comp = -655.0865 mrad, theta_setpoint = -40.0000 mrad, 
msg =  494, nerr =   39p/  38r, time steps =    5, qsz =    2, switch = off, t =     4942 ms, ax =  0.5107, ay = -6.0452, az =  7.8864, gx = -0.0016 rad/s, gy =  0.0136 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6990 A, I_w_roll = -246.5807 A, theta_pitch = -71.62470mrad, theta_roll_comp = -655.0938 mrad, theta_setpoint = -40.0000 mrad, 
msg =  495, nerr =   39p/  38r, time steps =    5, qsz =    2, switch = off, t =     4952 ms, ax =  0.5071, ay = -6.0512, az =  7.8817, gx = -0.0018 rad/s, gy =  0.0135 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6733 A, I_w_roll = -246.6780 A, theta_pitch = -71.41811mrad, theta_roll_comp = -655.1039 mrad, theta_setpoint = -40.0000 mrad, 
msg =  496, nerr =   39p/  38r, time steps =    5, qsz =    2, switch = off, t =     4962 ms, ax =  0.4999, ay = -6.0608, az =  7.8805, gx = -0.0025 rad/s, gy =  0.0136 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6363 A, I_w_roll = -246.9202 A, theta_pitch = -71.20670mrad, theta_roll_comp = -655.1268 mrad, theta_setpoint = -40.0000 mrad, 
msg =  497, nerr =   39p/  38r, time steps =    5, qsz =    2, switch = off, t =     4972 ms, ax =  0.4891, ay = -6.0788, az =  7.8697, gx = -0.0029 rad/s, gy =  0.0130 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6303 A, I_w_roll = -247.0772 A, theta_pitch = -70.98940mrad, theta_roll_comp = -655.1698 mrad, theta_setpoint = -40.0000 mrad, 
msg =  498, nerr =   39p/  38r, time steps =    5, qsz =    2, switch = off, t =     4982 ms, ax =  0.4843, ay = -6.0979, az =  7.8769, gx = -0.0030 rad/s, gy =  0.0130 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5971 A, I_w_roll = -247.1480 A, theta_pitch = -70.76784mrad, theta_roll_comp = -655.2303 mrad, theta_setpoint = -40.0000 mrad, 
msg =  499, nerr =   39p/  38r, time steps =    5, qsz =    2, switch = off, t =     4992 ms, ax =  0.4771, ay = -6.1123, az =  7.8769, gx = -0.0029 rad/s, gy =  0.0128 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5685 A, I_w_roll = -247.1298 A, theta_pitch = -70.54131mrad, theta_roll_comp = -655.3013 mrad, theta_setpoint = -40.0000 mrad, 
msg =  500, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5002 ms, ax =  0.4759, ay = -6.1267, az =  7.8745, gx = -0.0028 rad/s, gy =  0.0124 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5505 A, I_w_roll = -247.1156 A, theta_pitch = -70.31488mrad, theta_roll_comp = -655.3823 mrad, theta_setpoint = -40.0000 mrad, 
msg =  501, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5012 ms, ax =  0.4723, ay = -6.1375, az =  7.8745, gx = -0.0024 rad/s, gy =  0.0123 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5221 A, I_w_roll = -247.0109 A, theta_pitch = -70.09023mrad, theta_roll_comp = -655.4702 mrad, theta_setpoint = -40.0000 mrad, 
msg =  502, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5022 ms, ax =  0.4699, ay = -6.1387, az =  7.8685, gx = -0.0020 rad/s, gy =  0.0115 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5209 A, I_w_roll = -246.9069 A, theta_pitch = -69.86924mrad, theta_roll_comp = -655.5596 mrad, theta_setpoint = -40.0000 mrad, 
msg =  503, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5032 ms, ax =  0.4843, ay = -6.1387, az =  7.8709, gx = -0.0013 rad/s, gy =  0.0111 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5062 A, I_w_roll = -246.7077 A, theta_pitch = -69.66457mrad, theta_roll_comp = -655.6443 mrad, theta_setpoint = -40.0000 mrad, 
msg =  504, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5042 ms, ax =  0.4855, ay = -6.1243, az =  7.8637, gx = -0.0009 rad/s, gy =  0.0110 rad/s, gz = -0.0085 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4830 A, I_w_roll = -246.5976 A, theta_pitch = -69.47414mrad, theta_roll_comp = -655.7184 mrad, theta_setpoint = -40.0000 mrad, 
msg =  505, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5052 ms, ax =  0.4927, ay = -6.1111, az =  7.8637, gx = -0.0012 rad/s, gy =  0.0106 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4719 A, I_w_roll = -246.7165 A, theta_pitch = -69.29401mrad, theta_roll_comp = -655.7827 mrad, theta_setpoint = -40.0000 mrad, 
msg =  506, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5062 ms, ax =  0.4975, ay = -6.0979, az =  7.8757, gx = -0.0009 rad/s, gy =  0.0099 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4737 A, I_w_roll = -246.6429 A, theta_pitch = -69.12819mrad, theta_roll_comp = -655.8317 mrad, theta_setpoint = -40.0000 mrad, 
msg =  507, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5072 ms, ax =  0.5035, ay = -6.0884, az =  7.8709, gx = -0.0008 rad/s, gy =  0.0094 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4722 A, I_w_roll = -246.6106 A, theta_pitch = -68.97648mrad, theta_roll_comp = -655.8674 mrad, theta_setpoint = -40.0000 mrad, 
msg =  508, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5082 ms, ax =  0.5083, ay = -6.0824, az =  7.8757, gx = -0.0012 rad/s, gy =  0.0088 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4728 A, I_w_roll = -246.7627 A, theta_pitch = -68.83834mrad, theta_roll_comp = -655.8981 mrad, theta_setpoint = -40.0000 mrad, 
msg =  509, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5092 ms, ax =  0.5011, ay = -6.0764, az =  7.8793, gx = -0.0014 rad/s, gy =  0.0084 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4686 A, I_w_roll = -246.8665 A, theta_pitch = -68.70374mrad, theta_roll_comp = -655.9246 mrad, theta_setpoint = -40.0000 mrad, 
msg =  510, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5102 ms, ax =  0.4927, ay = -6.0824, az =  7.8769, gx = -0.0017 rad/s, gy =  0.0079 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4691 A, I_w_roll = -246.9713 A, theta_pitch = -68.56535mrad, theta_roll_comp = -655.9536 mrad, theta_setpoint = -40.0000 mrad, 
msg =  511, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5112 ms, ax =  0.4963, ay = -6.0836, az =  7.8817, gx = -0.0017 rad/s, gy =  0.0074 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4703 A, I_w_roll = -246.9840 A, theta_pitch = -68.43095mrad, theta_roll_comp = -655.9853 mrad, theta_setpoint = -40.0000 mrad, 
msg =  512, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5122 ms, ax =  0.4939, ay = -6.0979, az =  7.8781, gx = -0.0020 rad/s, gy =  0.0070 rad/s, gz = -0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4671 A, I_w_roll = -247.0928 A, theta_pitch = -68.30299mrad, theta_roll_comp = -656.0244 mrad, theta_setpoint = -40.0000 mrad, 
msg =  513, nerr =   40p/  38r, time steps =    5, qsz =    2, switch = off, t =     5132 ms, ax =  0.5023, ay = -6.1099, az =  7.8876, gx = -0.0018 rad/s, gy =  0.0066 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4652 A, I_w_roll = -247.0652 A, theta_pitch = -68.18419mrad, theta_roll_comp = -656.0718 mrad, theta_setpoint = -40.0000 mrad, 
msg =  514, nerr =   40p/  39r, time steps =    5, qsz =    2, switch = off, t =     5142 ms, ax =  0.5155, ay = -6.1243, az =  7.8841, gx = -0.0016 rad/s, gy =  0.0063 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4608 A, I_w_roll = -246.9935 A, theta_pitch = -68.08346mrad, theta_roll_comp = -656.1257 mrad, theta_setpoint = -40.0000 mrad, 
msg =  515, nerr =   40p/  39r, time steps =    5, qsz =    2, switch = off, t =     5152 ms, ax =  0.5226, ay = -6.1339, az =  7.8757, gx = -0.0016 rad/s, gy =  0.0063 rad/s, gz = -0.0119 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4480 A, I_w_roll = -247.0196 A, theta_pitch = -67.99806mrad, theta_roll_comp = -656.1908 mrad, theta_setpoint = -40.0000 mrad, 
msg =  516, nerr =   40p/  39r, time steps =    5, qsz =    2, switch = off, t =     5162 ms, ax =  0.5286, ay = -6.1387, az =  7.8757, gx = -0.0013 rad/s, gy =  0.0071 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4040 A, I_w_roll = -246.9548 A, theta_pitch = -67.91786mrad, theta_roll_comp = -656.2619 mrad, theta_setpoint = -40.0000 mrad, 
msg =  517, nerr =   40p/  39r, time steps =    5, qsz =    2, switch = off, t =     5172 ms, ax =  0.5286, ay = -6.1315, az =  7.8745, gx = -0.0010 rad/s, gy =  0.0074 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3812 A, I_w_roll = -246.8883 A, theta_pitch = -67.83688mrad, theta_roll_comp = -656.3287 mrad, theta_setpoint = -40.0000 mrad, 
msg =  518, nerr =   40p/  39r, time steps =    5, qsz =    2, switch = off, t =     5182 ms, ax =  0.5334, ay = -6.1195, az =  7.8781, gx = -0.0006 rad/s, gy =  0.0080 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3423 A, I_w_roll = -246.7702 A, theta_pitch = -67.75507mrad, theta_roll_comp = -656.3829 mrad, theta_setpoint = -40.0000 mrad, 
msg =  519, nerr =   40p/  39r, time steps =    5, qsz =    2, switch = off, t =     5192 ms, ax =  0.5370, ay = -6.1051, az =  7.8864, gx = -0.0005 rad/s, gy =  0.0087 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3032 A, I_w_roll = -246.7383 A, theta_pitch = -67.67210mrad, theta_roll_comp = -656.4198 mrad, theta_setpoint = -40.0000 mrad, 
msg =  520, nerr =   40p/  40r, time steps =    5, qsz =    2, switch = off, t =     5202 ms, ax =  0.5358, ay = -6.0931, az =  7.8936, gx = -0.0004 rad/s, gy =  0.0094 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2633 A, I_w_roll = -246.6998 A, theta_pitch = -67.58399mrad, theta_roll_comp = -656.4399 mrad, theta_setpoint = -40.0000 mrad, 
msg =  521, nerr =   40p/  40r, time steps =    5, qsz =    2, switch = off, t =     5212 ms, ax =  0.5358, ay = -6.0860, az =  7.8876, gx = -0.0005 rad/s, gy =  0.0095 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2443 A, I_w_roll = -246.7513 A, theta_pitch = -67.49224mrad, theta_roll_comp = -656.4523 mrad, theta_setpoint = -40.0000 mrad, 
msg =  522, nerr =   40p/  40r, time steps =    5, qsz =    2, switch = off, t =     5222 ms, ax =  0.5382, ay = -6.0764, az =  7.8912, gx = -0.0006 rad/s, gy =  0.0098 rad/s, gz = -0.0039 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2199 A, I_w_roll = -246.8009 A, theta_pitch = -67.40106mrad, theta_roll_comp = -656.4598 mrad, theta_setpoint = -40.0000 mrad, 
msg =  523, nerr =   40p/  40r, time steps =    5, qsz =    2, switch = off, t =     5232 ms, ax =  0.5394, ay = -6.0728, az =  7.8817, gx = -0.0009 rad/s, gy =  0.0096 rad/s, gz = -0.0040 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2120 A, I_w_roll = -246.8968 A, theta_pitch = -67.31274mrad, theta_roll_comp = -656.4664 mrad, theta_setpoint = -40.0000 mrad, 
msg =  524, nerr =   40p/  40r, time steps =    5, qsz =    2, switch = off, t =     5242 ms, ax =  0.5418, ay = -6.0668, az =  7.8781, gx = -0.0018 rad/s, gy =  0.0095 rad/s, gz = -0.0045 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2048 A, I_w_roll = -247.2281 A, theta_pitch = -67.22955mrad, theta_roll_comp = -656.4791 mrad, theta_setpoint = -40.0000 mrad, 
msg =  525, nerr =   40p/  40r, time steps =    5, qsz =    3, switch = off, t =     5252 ms, ax =  0.5406, ay = -6.0704, az =  7.8757, gx = -0.0022 rad/s, gy =  0.0098 rad/s, gz = -0.0052 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1818 A, I_w_roll = -247.3759 A, theta_pitch = -67.14717mrad, theta_roll_comp = -656.4991 mrad, theta_setpoint = -40.0000 mrad, 
msg =  526, nerr =   40p/  40r, time steps =    5, qsz =    2, switch = off, t =     5262 ms, ax =  0.5382, ay = -6.0776, az =  7.8864, gx = -0.0024 rad/s, gy =  0.0100 rad/s, gz = -0.0063 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1582 A, I_w_roll = -247.4321 A, theta_pitch = -67.06030mrad, theta_roll_comp = -656.5231 mrad, theta_setpoint = -40.0000 mrad, 
msg =  527, nerr =   40p/  40r, time steps =    5, qsz =    2, switch = off, t =     5272 ms, ax =  0.5358, ay = -6.0860, az =  7.8817, gx = -0.0025 rad/s, gy =  0.0106 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1228 A, I_w_roll = -247.4906 A, theta_pitch = -66.96691mrad, theta_roll_comp = -656.5527 mrad, theta_setpoint = -40.0000 mrad, 
msg =  528, nerr =   41p/  40r, time steps =    5, qsz =    2, switch = off, t =     5282 ms, ax =  0.5274, ay = -6.1039, az =  7.8841, gx = -0.0026 rad/s, gy =  0.0103 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1184 A, I_w_roll = -247.5540 A, theta_pitch = -66.86651mrad, theta_roll_comp = -656.5948 mrad, theta_setpoint = -40.0000 mrad, 
msg =  529, nerr =   41p/  40r, time steps =    5, qsz =    2, switch = off, t =     5292 ms, ax =  0.5226, ay = -6.1135, az =  7.8817, gx = -0.0026 rad/s, gy =  0.0106 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0916 A, I_w_roll = -247.5753 A, theta_pitch = -66.75879mrad, theta_roll_comp = -656.6481 mrad, theta_setpoint = -40.0000 mrad, 
msg =  530, nerr =   41p/  40r, time steps =    5, qsz =    2, switch = off, t =     5302 ms, ax =  0.5179, ay = -6.1231, az =  7.8829, gx = -0.0024 rad/s, gy =  0.0107 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0691 A, I_w_roll = -247.5058 A, theta_pitch = -66.64420mrad, theta_roll_comp = -656.7073 mrad, theta_setpoint = -40.0000 mrad, 
msg =  531, nerr =   41p/  40r, time steps =    5, qsz =    2, switch = off, t =     5312 ms, ax =  0.5131, ay = -6.1327, az =  7.8793, gx = -0.0020 rad/s, gy =  0.0110 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0402 A, I_w_roll = -247.3914 A, theta_pitch = -66.52274mrad, theta_roll_comp = -656.7708 mrad, theta_setpoint = -40.0000 mrad, 
msg =  532, nerr =   41p/  40r, time steps =    5, qsz =    2, switch = off, t =     5322 ms, ax =  0.5047, ay = -6.1411, az =  7.8817, gx = -0.0017 rad/s, gy =  0.0108 rad/s, gz = -0.0076 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0262 A, I_w_roll = -247.3249 A, theta_pitch = -66.39359mrad, theta_roll_comp = -656.8376 mrad, theta_setpoint = -40.0000 mrad, 
msg =  533, nerr =   41p/  40r, time steps =    5, qsz =    2, switch = off, t =     5332 ms, ax =  0.5035, ay = -6.1459, az =  7.8817, gx = -0.0012 rad/s, gy =  0.0111 rad/s, gz = -0.0072 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9954 A, I_w_roll = -247.1651 A, theta_pitch = -66.25906mrad, theta_roll_comp = -656.9042 mrad, theta_setpoint = -40.0000 mrad, 
msg =  534, nerr =   42p/  40r, time steps =    5, qsz =    2, switch = off, t =     5342 ms, ax =  0.4927, ay = -6.1339, az =  7.8457, gx = -0.0010 rad/s, gy =  0.0111 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9742 A, I_w_roll = -247.1470 A, theta_pitch = -66.11826mrad, theta_roll_comp = -656.9754 mrad, theta_setpoint = -40.0000 mrad, 
msg =  535, nerr =   42p/  40r, time steps =    5, qsz =    2, switch = off, t =     5352 ms, ax =  0.4507, ay = -6.0848, az =  7.8385, gx = -0.0009 rad/s, gy =  0.0108 rad/s, gz = -0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9592 A, I_w_roll = -247.1230 A, theta_pitch = -65.94721mrad, theta_roll_comp = -657.0320 mrad, theta_setpoint = -40.0000 mrad, 
