picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.0485 A, I_w_roll =  2.9387 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1502, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30042 ms, ax =  0.0839, ay = -0.3081, az =  9.9686, gx = -0.0005 rad/s, gy = -0.0327 rad/s, gz = -0.0031 rad/s, rpm_pitch =  0.0000, rpm_roll = -76.6043, I_w_pitch =  2.0328 A, I_w_roll =  0.3234 A, theta_pitch = -14.82685mrad, theta_roll_comp = -33.9547 mrad, theta_setpoint = -35.1892 mrad, 
msg = 1503, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30062 ms, ax =  0.0875, ay = -0.3860, az =  9.9555, gx = -0.0014 rad/s, gy = -0.0313 rad/s, gz = -0.0013 rad/s, rpm_pitch =  0.0000, rpm_roll = -76.6043, I_w_pitch =  2.0526 A, I_w_roll =  0.0037 A, theta_pitch = -15.34886mrad, theta_roll_comp = -33.9383 mrad, theta_setpoint = -35.1892 mrad, 
msg = 1504, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30082 ms, ax =  0.1055, ay = -0.3836, az =  9.9471, gx = -0.0013 rad/s, gy = -0.0303 rad/s, gz = -0.0021 rad/s, rpm_pitch =  0.0000, rpm_roll = -75.4011, I_w_pitch =  2.0909 A, I_w_roll =  0.0790 A, theta_pitch = -15.85297mrad, theta_roll_comp = -33.9423 mrad, theta_setpoint = -35.2648 mrad, 
msg = 1505, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30102 ms, ax =  0.0875, ay = -0.3860, az =  9.9543, gx =  0.0004 rad/s, gy = -0.0293 rad/s, gz = -0.0040 rad/s, rpm_pitch =  0.0000, rpm_roll = -75.4011, I_w_pitch =  2.1224 A, I_w_roll =  0.6962 A, theta_pitch = -16.34686mrad, theta_roll_comp = -33.9137 mrad, theta_setpoint = -35.2648 mrad, 
msg = 1506, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30122 ms, ax =  0.0995, ay = -0.3764, az =  9.9603, gx =  0.0003 rad/s, gy = -0.0274 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -74.3316, I_w_pitch =  2.1123 A, I_w_roll =  0.6839 A, theta_pitch = -16.77678mrad, theta_roll_comp = -33.8952 mrad, theta_setpoint = -35.3320 mrad, 
msg = 1507, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30142 ms, ax =  0.1079, ay = -0.3153, az =  9.9734, gx = -0.0009 rad/s, gy = -0.0257 rad/s, gz = -0.0080 rad/s, rpm_pitch =  0.0000, rpm_roll = -73.4960, I_w_pitch =  2.1037 A, I_w_roll =  0.3125 A, theta_pitch = -17.18086mrad, theta_roll_comp = -33.8276 mrad, theta_setpoint = -35.3844 mrad, 
msg = 1508, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30162 ms, ax =  0.0863, ay = -0.2565, az =  9.9878, gx =  0.0000 rad/s, gy = -0.0230 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -73.4960, I_w_pitch =  2.0457 A, I_w_roll =  0.6592 A, theta_pitch = -17.50485mrad, theta_roll_comp = -33.7763 mrad, theta_setpoint = -35.3844 mrad, 
msg = 1509, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30182 ms, ax =  0.0899, ay = -0.2637, az =  9.9662, gx = -0.0006 rad/s, gy = -0.0201 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -72.5267, I_w_pitch =  1.9693 A, I_w_roll =  0.4657 A, theta_pitch = -17.77640mrad, theta_roll_comp = -33.7386 mrad, theta_setpoint = -35.4453 mrad, 
msg = 1510, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30202 ms, ax =  0.1079, ay = -0.2985, az =  9.9866, gx =  0.0022 rad/s, gy = -0.0175 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -72.5267, I_w_pitch =  1.8970 A, I_w_roll =  1.4570 A, theta_pitch = -17.96923mrad, theta_roll_comp = -33.7069 mrad, theta_setpoint = -35.4453 mrad, 
msg = 1511, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30222 ms, ax =  0.1223, ay = -0.3189, az =  9.9363, gx =  0.0000 rad/s, gy = -0.0142 rad/s, gz = -0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -70.8222, I_w_pitch =  1.7944 A, I_w_roll =  0.7594 A, theta_pitch = -18.17256mrad, theta_roll_comp = -33.6938 mrad, theta_setpoint = -35.5524 mrad, 
msg = 1512, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30242 ms, ax =  0.0444, ay = -0.3141, az =  9.9243, gx = -0.0062 rad/s, gy = -0.0097 rad/s, gz = -0.0048 rad/s, rpm_pitch =  4.8035, rpm_roll = -70.8222, I_w_pitch =  7.9538 A, I_w_roll = -1.4256 A, theta_pitch = -18.21079mrad, theta_roll_comp = -33.6805 mrad, theta_setpoint = -35.5524 mrad, 
msg = 1513, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30262 ms, ax =  0.0815, ay = -0.3512, az =  9.9698, gx = -0.0028 rad/s, gy = -0.0069 rad/s, gz = -0.0049 rad/s, rpm_pitch =  4.8035, rpm_roll = -70.4880, I_w_pitch =  7.8307 A, I_w_roll = -0.2104 A, theta_pitch = -18.13519mrad, theta_roll_comp = -33.6927 mrad, theta_setpoint = -35.5734 mrad, 
msg = 1514, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30282 ms, ax = -0.1187, ay = -0.3608, az =  9.9770, gx = -0.0137 rad/s, gy =  0.0134 rad/s, gz =  0.0039 rad/s, rpm_pitch =  0.0000, rpm_roll = -67.9813, I_w_pitch =  0.6228 A, I_w_roll = -4.0064 A, theta_pitch = -17.71252mrad, theta_roll_comp = -33.7864 mrad, theta_setpoint = -35.7308 mrad, 
msg = 1515, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30302 ms, ax = -0.1690, ay = -0.2769, az = 10.0621, gx = -0.0046 rad/s, gy =  0.0604 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -67.8476, I_w_pitch = -1.4673 A, I_w_roll = -0.8593 A, theta_pitch = -16.31240mrad, theta_roll_comp = -33.8496 mrad, theta_setpoint = -35.7392 mrad, 
msg = 1516, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30322 ms, ax =  0.1462, ay = -0.3452, az = 10.0166, gx =  0.0084 rad/s, gy =  0.1007 rad/s, gz = -0.0158 rad/s, rpm_pitch =  0.0000, rpm_roll = -67.8476, I_w_pitch = -3.3696 A, I_w_roll =  3.6768 A, theta_pitch = -14.38918mrad, theta_roll_comp = -33.9274 mrad, theta_setpoint = -35.7392 mrad, 
msg = 1517, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30342 ms, ax =  0.0384, ay = -0.3764, az =  9.9998, gx =  0.0023 rad/s, gy =  0.1185 rad/s, gz = -0.0121 rad/s, rpm_pitch =  1.7467, rpm_roll = -66.9118, I_w_pitch = -2.1313 A, I_w_roll =  1.5866 A, theta_pitch = -12.04533mrad, theta_roll_comp = -33.8521 mrad, theta_setpoint = -35.7979 mrad, 
msg = 1518, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30362 ms, ax =  0.1486, ay = -0.2170, az = 10.0478, gx = -0.0024 rad/s, gy =  0.1164 rad/s, gz = -0.0125 rad/s, rpm_pitch =  5.0218, rpm_roll = -66.9118, I_w_pitch =  1.9101 A, I_w_roll = -0.0264 A, theta_pitch = -9.62555mrad, theta_roll_comp = -33.8067 mrad, theta_setpoint = -35.7979 mrad, 
msg = 1519, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30382 ms, ax =  0.2409, ay = -0.2973, az =  9.9267, gx = -0.0001 rad/s, gy =  0.1034 rad/s, gz = -0.0107 rad/s, rpm_pitch =  5.0218, rpm_roll = -66.5441, I_w_pitch =  2.1325 A, I_w_roll =  0.7588 A, theta_pitch = -7.62825mrad, theta_roll_comp = -33.8474 mrad, theta_setpoint = -35.8210 mrad, 
msg = 1520, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30402 ms, ax =  0.1786, ay = -0.2326, az =  9.8763, gx = -0.0106 rad/s, gy =  0.0936 rad/s, gz = -0.0057 rad/s, rpm_pitch =  0.0000, rpm_roll = -65.8757, I_w_pitch = -4.3591 A, I_w_roll = -2.9318 A, theta_pitch = -5.91063mrad, theta_roll_comp = -33.9117 mrad, theta_setpoint = -35.8630 mrad, 
msg = 1521, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30422 ms, ax =  0.2146, ay = -0.2182, az =  9.9243, gx = -0.0053 rad/s, gy =  0.0850 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -65.8757, I_w_pitch = -4.2360 A, I_w_roll = -1.1108 A, theta_pitch = -4.42354mrad, theta_roll_comp = -34.0195 mrad, theta_setpoint = -35.8630 mrad, 
msg = 1522, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30442 ms, ax =  0.3189, ay = -0.3440, az =  9.9231, gx =  0.0040 rad/s, gy =  0.0749 rad/s, gz = -0.0140 rad/s, rpm_pitch =  2.0524, rpm_roll = -64.5388, I_w_pitch = -1.2946 A, I_w_roll =  2.1502 A, theta_pitch = -3.28940mrad, theta_roll_comp = -34.1067 mrad, theta_setpoint = -35.9470 mrad, 
msg = 1523, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30462 ms, ax =  0.2685, ay = -0.4339, az =  9.9075, gx = -0.0038 rad/s, gy =  0.0576 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0873, rpm_roll = -64.5388, I_w_pitch = -3.3127 A, I_w_roll = -0.6132 A, theta_pitch = -2.49634mrad, theta_roll_comp = -34.1411 mrad, theta_setpoint = -35.9470 mrad, 
msg = 1524, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30482 ms, ax =  0.2254, ay = -0.3524, az =  9.9555, gx = -0.0047 rad/s, gy =  0.0360 rad/s, gz = -0.0160 rad/s, rpm_pitch =  0.0873, rpm_roll = -64.7059, I_w_pitch = -2.5202 A, I_w_roll = -0.9687 A, theta_pitch = -2.02762mrad, theta_roll_comp = -34.2040 mrad, theta_setpoint = -35.9365 mrad, 
msg = 1525, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30502 ms, ax =  0.1810, ay = -0.3656, az =  9.8799, gx =  0.0034 rad/s, gy =  0.0168 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = -63.7032, I_w_pitch = -1.8828 A, I_w_roll =  1.8921 A, theta_pitch = -1.93121mrad, theta_roll_comp = -34.2219 mrad, theta_setpoint = -35.9994 mrad, 
msg = 1526, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30522 ms, ax =  0.1510, ay = -0.3884, az =  9.8428, gx = -0.0050 rad/s, gy = -0.0021 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -63.7032, I_w_pitch = -1.0973 A, I_w_roll = -1.0821 A, theta_pitch = -2.12604mrad, theta_roll_comp = -34.3173 mrad, theta_setpoint = -35.9994 mrad, 
msg = 1527, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30542 ms, ax =  0.1882, ay = -0.3129, az =  9.9183, gx = -0.0058 rad/s, gy = -0.0222 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -63.7701, I_w_pitch = -0.2103 A, I_w_roll = -1.4166 A, theta_pitch = -2.67752mrad, theta_roll_comp = -34.4503 mrad, theta_setpoint = -35.9952 mrad, 
msg = 1528, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30562 ms, ax =  0.1738, ay = -0.3440, az =  9.9159, gx =  0.0008 rad/s, gy = -0.0396 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -63.7701, I_w_pitch =  0.6271 A, I_w_roll =  0.8846 A, theta_pitch = -3.60888mrad, theta_roll_comp = -34.5229 mrad, theta_setpoint = -35.9952 mrad, 
msg = 1529, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30582 ms, ax =  0.1391, ay = -0.3536, az =  9.8883, gx = -0.0038 rad/s, gy = -0.0528 rad/s, gz = -0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = -63.0013, I_w_pitch =  1.3310 A, I_w_roll = -0.7672 A, theta_pitch = -4.78647mrad, theta_roll_comp = -34.6227 mrad, theta_setpoint = -36.0435 mrad, 
msg = 1530, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30602 ms, ax =  0.1355, ay = -0.3536, az =  9.9375, gx = -0.0045 rad/s, gy = -0.0628 rad/s, gz = -0.0053 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.9011, I_w_pitch =  1.9327 A, I_w_roll = -1.0435 A, theta_pitch = -6.13464mrad, theta_roll_comp = -34.7373 mrad, theta_setpoint = -36.0498 mrad, 
msg = 1531, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30622 ms, ax =  0.1055, ay = -0.4028, az =  9.9315, gx =  0.0024 rad/s, gy = -0.0664 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.9011, I_w_pitch =  2.2875 A, I_w_roll =  1.3737 A, theta_pitch = -7.54088mrad, theta_roll_comp = -34.7527 mrad, theta_setpoint = -36.0498 mrad, 
msg = 1532, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30642 ms, ax =  0.0971, ay = -0.3764, az =  9.9219, gx = -0.0029 rad/s, gy = -0.0647 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.5000, I_w_pitch =  2.4248 A, I_w_roll = -0.5034 A, theta_pitch = -8.91789mrad, theta_roll_comp = -34.8103 mrad, theta_setpoint = -36.0750 mrad, 
msg = 1533, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30662 ms, ax =  0.0779, ay = -0.3141, az =  9.9950, gx = -0.0012 rad/s, gy = -0.0599 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -62.5000, I_w_pitch =  2.4200 A, I_w_roll =  0.0978 A, theta_pitch = -10.16408mrad, theta_roll_comp = -34.8218 mrad, theta_setpoint = -36.0750 mrad, 
msg = 1534, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30682 ms, ax =  0.0456, ay = -0.3105, az =  9.9938, gx =  0.0039 rad/s, gy = -0.0520 rad/s, gz = -0.0196 rad/s, rpm_pitch =  0.0000, rpm_roll = -61.4973, I_w_pitch =  2.2564 A, I_w_roll =  1.9215 A, theta_pitch = -11.16860mrad, theta_roll_comp = -34.7529 mrad, theta_setpoint = -36.1380 mrad, 
msg = 1535, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30702 ms, ax =  0.0995, ay = -0.3524, az =  9.9387, gx = -0.0075 rad/s, gy = -0.0419 rad/s, gz = -0.0204 rad/s, rpm_pitch =  0.0000, rpm_roll = -61.4973, I_w_pitch =  1.9765 A, I_w_roll = -2.0817 A, theta_pitch = -12.00098mrad, theta_roll_comp = -34.7412 mrad, theta_setpoint = -36.1380 mrad, 
msg = 1536, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30722 ms, ax =  0.0695, ay = -0.3177, az =  9.9770, gx = -0.0012 rad/s, gy = -0.0335 rad/s, gz = -0.0254 rad/s, rpm_pitch =  0.0000, rpm_roll = -61.4973, I_w_pitch =  1.7405 A, I_w_roll =  0.1637 A, theta_pitch = -12.66465mrad, theta_roll_comp = -34.7202 mrad, theta_setpoint = -36.1380 mrad, 
msg = 1537, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30742 ms, ax =  0.0911, ay = -0.3177, az =  9.9746, gx =  0.0026 rad/s, gy = -0.0263 rad/s, gz = -0.0258 rad/s, rpm_pitch =  0.0000, rpm_roll = -61.9652, I_w_pitch =  1.5245 A, I_w_roll =  1.4660 A, theta_pitch = -13.14225mrad, theta_roll_comp = -34.6974 mrad, theta_setpoint = -36.1086 mrad, 
msg = 1538, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30762 ms, ax =  0.1271, ay = -0.3141, az =  9.9615, gx = -0.0049 rad/s, gy = -0.0207 rad/s, gz = -0.0189 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.8289, I_w_pitch =  1.3658 A, I_w_roll = -1.1211 A, theta_pitch = -13.57546mrad, theta_roll_comp = -34.7117 mrad, theta_setpoint = -36.1799 mrad, 
msg = 1539, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30782 ms, ax =  0.1235, ay = -0.3548, az =  9.9662, gx =  0.0002 rad/s, gy = -0.0186 rad/s, gz = -0.0193 rad/s, rpm_pitch =  0.0000, rpm_roll = -60.8289, I_w_pitch =  1.3377 A, I_w_roll =  0.6485 A, theta_pitch = -13.95652mrad, theta_roll_comp = -34.7152 mrad, theta_setpoint = -36.1799 mrad, 
msg = 1540, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30802 ms, ax =  0.1391, ay = -0.3500, az =  9.9195, gx = -0.0005 rad/s, gy = -0.0170 rad/s, gz = -0.0143 rad/s, rpm_pitch =  0.0000, rpm_roll = -59.7259, I_w_pitch =  1.3235 A, I_w_roll =  0.4435 A, theta_pitch = -14.28802mrad, theta_roll_comp = -34.7143 mrad, theta_setpoint = -36.2492 mrad, 
msg = 1541, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30822 ms, ax =  0.1211, ay = -0.3704, az =  9.9375, gx = -0.0053 rad/s, gy = -0.0169 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -59.7259, I_w_pitch =  1.3664 A, I_w_roll = -1.2456 A, theta_pitch = -14.60957mrad, theta_roll_comp = -34.7429 mrad, theta_setpoint = -36.2492 mrad, 
msg = 1542, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30842 ms, ax =  0.1175, ay = -0.2673, az =  9.9902, gx = -0.0006 rad/s, gy = -0.0178 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.2888, I_w_pitch =  1.4447 A, I_w_roll =  0.4167 A, theta_pitch = -14.88255mrad, theta_roll_comp = -34.7552 mrad, theta_setpoint = -36.3395 mrad, 
msg = 1543, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30862 ms, ax =  0.1139, ay = -0.3308, az =  9.9435, gx = -0.0013 rad/s, gy = -0.0171 rad/s, gz = -0.0092 rad/s, rpm_pitch =  5.3712, rpm_roll = -58.3222, I_w_pitch =  8.5421 A, I_w_roll =  0.1755 A, theta_pitch = -15.15304mrad, theta_roll_comp = -34.7734 mrad, theta_setpoint = -36.3374 mrad, 
msg = 1544, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30882 ms, ax =  0.1319, ay = -0.3416, az =  9.9519, gx = -0.0066 rad/s, gy = -0.0158 rad/s, gz = -0.0087 rad/s, rpm_pitch =  1.0480, rpm_roll = -58.3222, I_w_pitch =  2.8305 A, I_w_roll = -1.7104 A, theta_pitch = -15.43952mrad, theta_roll_comp = -34.8278 mrad, theta_setpoint = -36.3374 mrad, 
msg = 1545, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30902 ms, ax = -0.1319, ay = -0.2889, az = 10.0609, gx = -0.0093 rad/s, gy =  0.0043 rad/s, gz = -0.0096 rad/s, rpm_pitch =  1.0480, rpm_roll = -58.0214, I_w_pitch =  1.9965 A, I_w_roll = -2.6512 A, theta_pitch = -15.24148mrad, theta_roll_comp = -34.8685 mrad, theta_setpoint = -36.3563 mrad, 
msg = 1546, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30922 ms, ax =  0.0767, ay = -0.3500, az = 10.0633, gx =  0.0048 rad/s, gy =  0.0402 rad/s, gz = -0.0242 rad/s, rpm_pitch =  0.0000, rpm_roll = -58.0214, I_w_pitch = -0.9250 A, I_w_roll =  2.3238 A, theta_pitch = -14.56595mrad, theta_roll_comp = -34.7812 mrad, theta_setpoint = -36.3563 mrad, 
msg = 1547, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30942 ms, ax =  0.0264, ay = -0.3848, az =  9.9926, gx =  0.0016 rad/s, gy =  0.0693 rad/s, gz = -0.0312 rad/s, rpm_pitch =  0.0000, rpm_roll = -57.3864, I_w_pitch = -2.2756 A, I_w_roll =  1.2162 A, theta_pitch = -13.30319mrad, theta_roll_comp = -34.7937 mrad, theta_setpoint = -36.3961 mrad, 
msg = 1548, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30962 ms, ax =  0.1115, ay = -0.2985, az =  9.9722, gx = -0.0041 rad/s, gy =  0.0842 rad/s, gz = -0.0340 rad/s, rpm_pitch =  0.0000, rpm_roll = -57.3864, I_w_pitch = -3.1134 A, I_w_roll = -0.7714 A, theta_pitch = -11.69472mrad, theta_roll_comp = -34.7529 mrad, theta_setpoint = -36.3961 mrad, 
msg = 1549, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    30982 ms, ax =  0.1247, ay = -0.2985, az =  9.9722, gx =  0.0056 rad/s, gy =  0.0847 rad/s, gz = -0.0354 rad/s, rpm_pitch =  0.0000, rpm_roll = -57.3864, I_w_pitch = -3.3897 A, I_w_roll =  2.6717 A, theta_pitch = -9.99449mrad, theta_roll_comp = -34.6502 mrad, theta_setpoint = -36.3961 mrad, 
msg = 1550, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31002 ms, ax =  0.1283, ay = -0.4028, az =  9.9171, gx =  0.0004 rad/s, gy =  0.0806 rad/s, gz = -0.0281 rad/s, rpm_pitch =  0.0000, rpm_roll = -56.6845, I_w_pitch = -3.4614 A, I_w_roll =  0.8622 A, theta_pitch = -8.41598mrad, theta_roll_comp = -34.6743 mrad, theta_setpoint = -36.4402 mrad, 
msg = 1551, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31022 ms, ax =  0.1498, ay = -0.3392, az =  9.9471, gx = -0.0061 rad/s, gy =  0.0713 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.7860, rpm_roll = -56.6845, I_w_pitch = -2.2577 A, I_w_roll = -1.4235 A, theta_pitch = -7.04437mrad, theta_roll_comp = -34.6795 mrad, theta_setpoint = -36.4402 mrad, 
msg = 1552, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31042 ms, ax =  0.1738, ay = -0.3356, az =  9.9483, gx =  0.0016 rad/s, gy =  0.0564 rad/s, gz = -0.0079 rad/s, rpm_pitch =  5.1528, rpm_roll = -55.5816, I_w_pitch =  3.9360 A, I_w_roll =  1.3132 A, theta_pitch = -5.96544mrad, theta_roll_comp = -34.6645 mrad, theta_setpoint = -36.5095 mrad, 
msg = 1553, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31062 ms, ax =  0.1630, ay = -0.4184, az =  9.8979, gx = -0.0022 rad/s, gy =  0.0426 rad/s, gz =  0.0045 rad/s, rpm_pitch =  5.1528, rpm_roll = -54.4118, I_w_pitch =  4.3715 A, I_w_roll = -0.0288 A, theta_pitch = -5.21139mrad, theta_roll_comp = -34.7143 mrad, theta_setpoint = -36.5829 mrad, 
msg = 1554, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31082 ms, ax =  0.1199, ay = -0.3404, az =  9.9591, gx = -0.0095 rad/s, gy =  0.0356 rad/s, gz =  0.0117 rad/s, rpm_pitch =  0.0437, rpm_roll = -54.4118, I_w_pitch = -2.1876 A, I_w_roll = -2.6329 A, theta_pitch = -4.52201mrad, theta_roll_comp = -34.8165 mrad, theta_setpoint = -36.5829 mrad, 
msg = 1555, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31102 ms, ax =  0.0491, ay = -0.3069, az =  9.9770, gx = -0.0005 rad/s, gy =  0.0444 rad/s, gz =  0.0076 rad/s, rpm_pitch =  0.0437, rpm_roll = -53.3088, I_w_pitch = -2.6507 A, I_w_roll =  0.5576 A, theta_pitch = -3.77849mrad, theta_roll_comp = -34.8321 mrad, theta_setpoint = -36.6522 mrad, 
msg = 1556, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31122 ms, ax =  0.0503, ay = -0.2817, az =  9.9710, gx =  0.0036 rad/s, gy =  0.0577 rad/s, gz =  0.0020 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.3088, I_w_pitch = -3.3828 A, I_w_roll =  2.0180 A, theta_pitch = -2.83248mrad, theta_roll_comp = -34.7931 mrad, theta_setpoint = -36.6522 mrad, 
msg = 1557, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31142 ms, ax =  0.0479, ay = -0.4112, az =  9.9543, gx = -0.0025 rad/s, gy =  0.0576 rad/s, gz = -0.0020 rad/s, rpm_pitch =  0.0000, rpm_roll = -53.0080, I_w_pitch = -3.5425 A, I_w_roll = -0.1680 A, theta_pitch = -1.73198mrad, theta_roll_comp = -34.9173 mrad, theta_setpoint = -36.6711 mrad, 
msg = 1558, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31162 ms, ax =  0.1594, ay = -0.2805, az =  9.9603, gx = -0.0001 rad/s, gy =  0.0482 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -52.9412, I_w_pitch = -3.2926 A, I_w_roll =  0.6589 A, theta_pitch = -0.91273mrad, theta_roll_comp = -34.9515 mrad, theta_setpoint = -36.6753 mrad, 
msg = 1559, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31182 ms, ax =  0.1918, ay = -0.3261, az =  9.8859, gx =  0.0032 rad/s, gy =  0.0335 rad/s, gz = -0.0087 rad/s, rpm_pitch =  0.0000, rpm_roll = -52.9412, I_w_pitch = -2.7663 A, I_w_roll =  1.8341 A, theta_pitch = -0.48016mrad, theta_roll_comp = -34.9262 mrad, theta_setpoint = -36.6753 mrad, 
msg = 1560, nerr =    4p/   9r, time steps =   10, qsz =    2, switch = on, t =    31202 ms, ax =  0.1690, ay = -0.2805, az =  9.8907, gx = -0.0029 rad/s, gy =  0.0177 rad/s, gz = -0.0067 rad/s, rpm_pitch =  0.0000, rpm_roll = -52.3396, I_w_pitch = -2.1624 A, I_w_roll = -0.2860 A, theta_pitch = -0.31622mrad, theta_roll_comp = -34.9049 mrad, theta_setpoint = -36.7131 mrad, 
