picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 1226, nerr =    4p/  18r, time steps =   10, qsz =    2, switch = on, t =    24522 ms, ax =  0.0995, ay = -0.2517, az =  9.9567, gx = -0.0115 rad/s, gy =  0.0629 rad/s, gz = -0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = 89.8062, I_w_pitch = -1.7833 A, I_w_roll =  0.6926 A, theta_pitch = -14.88018mrad, theta_roll_comp = -33.8120 mrad, theta_setpoint = -45.6398 mrad, 
msg = 3725, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74502 ms, ax =  0.5346, ay = -6.5798, az =  7.4909, gx = -0.0020 rad/s, gy =  0.0003 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5857 A, I_w_roll = -271.6163 A, theta_pitch = -73.98528mrad, theta_roll_comp = -717.3331 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3726, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74522 ms, ax =  0.5310, ay = -6.5834, az =  7.4873, gx = -0.0013 rad/s, gy = -0.0001 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5935 A, I_w_roll = -271.4225 A, theta_pitch = -73.93095mrad, theta_roll_comp = -717.4311 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3727, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74542 ms, ax =  0.5250, ay = -6.5607, az =  7.4981, gx =  0.0008 rad/s, gy = -0.0008 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6112 A, I_w_roll = -270.7027 A, theta_pitch = -73.87082mrad, theta_roll_comp = -717.4958 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3728, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74562 ms, ax =  0.5238, ay = -6.5211, az =  7.5088, gx =  0.0003 rad/s, gy = -0.0012 rad/s, gz = -0.0013 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6186 A, I_w_roll = -270.8800 A, theta_pitch = -73.81407mrad, theta_roll_comp = -717.4730 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3729, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74582 ms, ax =  0.5226, ay = -6.4875, az =  7.5065, gx = -0.0012 rad/s, gy = -0.0013 rad/s, gz = -0.0004 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6171 A, I_w_roll = -271.3624 A, theta_pitch = -73.76830mrad, theta_roll_comp = -717.3974 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3730, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74602 ms, ax =  0.5226, ay = -6.4815, az =  7.5112, gx = -0.0006 rad/s, gy = -0.0024 rad/s, gz = -0.0025 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6526 A, I_w_roll = -271.1463 A, theta_pitch = -73.72133mrad, theta_roll_comp = -717.3232 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3731, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74622 ms, ax =  0.5322, ay = -6.4911, az =  7.5029, gx = -0.0030 rad/s, gy = -0.0021 rad/s, gz = -0.0055 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6385 A, I_w_roll = -271.9673 A, theta_pitch = -73.69824mrad, theta_roll_comp = -717.2786 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3732, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74642 ms, ax =  0.5298, ay = -6.5187, az =  7.5053, gx = -0.0039 rad/s, gy = -0.0010 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5921 A, I_w_roll = -272.2957 A, theta_pitch = -73.67274mrad, theta_roll_comp = -717.2839 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3733, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74662 ms, ax =  0.5286, ay = -6.5619, az =  7.4897, gx = -0.0018 rad/s, gy = -0.0004 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5578 A, I_w_roll = -271.5762 A, theta_pitch = -73.62154mrad, theta_roll_comp = -717.3494 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3734, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74682 ms, ax =  0.5238, ay = -6.5918, az =  7.4753, gx = -0.0022 rad/s, gy =  0.0000 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5320 A, I_w_roll = -271.7656 A, theta_pitch = -73.55615mrad, theta_roll_comp = -717.4733 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3735, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74702 ms, ax =  0.5274, ay = -6.6014, az =  7.4885, gx = -0.0005 rad/s, gy = -0.0004 rad/s, gz = -0.0166 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5384 A, I_w_roll = -271.2071 A, theta_pitch = -73.49235mrad, theta_roll_comp = -717.5917 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3736, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74722 ms, ax =  0.5214, ay = -6.5511, az =  7.5017, gx =  0.0032 rad/s, gy = -0.0017 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5836 A, I_w_roll = -269.9126 A, theta_pitch = -73.43860mrad, theta_roll_comp = -717.6177 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3737, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74742 ms, ax =  0.5274, ay = -6.5019, az =  7.5148, gx =  0.0022 rad/s, gy = -0.0029 rad/s, gz = -0.0173 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6277 A, I_w_roll = -270.2510 A, theta_pitch = -73.41283mrad, theta_roll_comp = -717.5318 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3738, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74762 ms, ax =  0.5274, ay = -6.4636, az =  7.5232, gx =  0.0012 rad/s, gy = -0.0036 rad/s, gz = -0.0186 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6539 A, I_w_roll = -270.5089 A, theta_pitch = -73.41026mrad, theta_roll_comp = -717.3608 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3739, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74782 ms, ax =  0.5238, ay = -6.4576, az =  7.5136, gx =  0.0012 rad/s, gy = -0.0040 rad/s, gz = -0.0200 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6694 A, I_w_roll = -270.4412 A, theta_pitch = -73.40677mrad, theta_roll_comp = -717.1915 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3740, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74802 ms, ax =  0.5143, ay = -6.4779, az =  7.4969, gx = -0.0020 rad/s, gy = -0.0033 rad/s, gz = -0.0185 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6404 A, I_w_roll = -271.5209 A, theta_pitch = -73.39143mrad, theta_roll_comp = -717.0945 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3741, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74822 ms, ax =  0.5226, ay = -6.5295, az =  7.5100, gx = -0.0029 rad/s, gy = -0.0024 rad/s, gz = -0.0176 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5984 A, I_w_roll = -271.8392 A, theta_pitch = -73.35988mrad, theta_roll_comp = -717.0748 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3742, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74842 ms, ax =  0.5262, ay = -6.5882, az =  7.5017, gx = -0.0018 rad/s, gy = -0.0014 rad/s, gz = -0.0185 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5562 A, I_w_roll = -271.4981 A, theta_pitch = -73.32664mrad, theta_roll_comp = -717.1542 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3743, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74862 ms, ax =  0.5358, ay = -6.5906, az =  7.4813, gx = -0.0010 rad/s, gy = -0.0002 rad/s, gz = -0.0192 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5033 A, I_w_roll = -271.2692 A, theta_pitch = -73.29390mrad, theta_roll_comp = -717.2809 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3744, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74882 ms, ax =  0.5454, ay = -6.5654, az =  7.4969, gx =  0.0004 rad/s, gy =  0.0002 rad/s, gz = -0.0209 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4844 A, I_w_roll = -270.7856 A, theta_pitch = -73.27422mrad, theta_roll_comp = -717.3535 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3745, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74902 ms, ax =  0.5514, ay = -6.5175, az =  7.4909, gx =  0.0016 rad/s, gy = -0.0006 rad/s, gz = -0.0224 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5164 A, I_w_roll = -270.3585 A, theta_pitch = -73.27436mrad, theta_roll_comp = -717.3343 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3746, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74922 ms, ax =  0.5466, ay = -6.4707, az =  7.5005, gx =  0.0007 rad/s, gy = -0.0018 rad/s, gz = -0.0209 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5676 A, I_w_roll = -270.6497 A, theta_pitch = -73.29612mrad, theta_roll_comp = -717.2468 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3747, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74942 ms, ax =  0.5478, ay = -6.4576, az =  7.5160, gx = -0.0009 rad/s, gy = -0.0030 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6224 A, I_w_roll = -271.1535 A, theta_pitch = -73.34207mrad, theta_roll_comp = -717.1083 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3748, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74962 ms, ax =  0.5274, ay = -6.4887, az =  7.5065, gx = -0.0026 rad/s, gy = -0.0036 rad/s, gz = -0.0139 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6476 A, I_w_roll = -271.7281 A, theta_pitch = -73.36803mrad, theta_roll_comp = -717.0300 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3749, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    74982 ms, ax =  0.5310, ay = -6.5247, az =  7.4993, gx = -0.0035 rad/s, gy = -0.0036 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.6490 A, I_w_roll = -272.0625 A, theta_pitch = -73.37748mrad, theta_roll_comp = -717.0504 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3750, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75002 ms, ax =  0.5394, ay = -6.5630, az =  7.5076, gx = -0.0033 rad/s, gy = -0.0022 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5977 A, I_w_roll = -271.9987 A, theta_pitch = -73.39040mrad, theta_roll_comp = -717.1241 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3751, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75022 ms, ax =  0.5490, ay = -6.5798, az =  7.5017, gx = -0.0022 rad/s, gy = -0.0001 rad/s, gz = -0.0083 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.5124 A, I_w_roll = -271.6658 A, theta_pitch = -73.39010mrad, theta_roll_comp = -717.2238 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3752, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75042 ms, ax =  0.5562, ay = -6.5690, az =  7.4921, gx = -0.0010 rad/s, gy =  0.0016 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4408 A, I_w_roll = -271.2829 A, theta_pitch = -73.37409mrad, theta_roll_comp = -717.3152 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3753, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75062 ms, ax =  0.5682, ay = -6.5415, az =  7.5053, gx = -0.0002 rad/s, gy =  0.0024 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.4069 A, I_w_roll = -271.0132 A, theta_pitch = -73.36160mrad, theta_roll_comp = -717.3399 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3754, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75082 ms, ax =  0.5754, ay = -6.5115, az =  7.5160, gx =  0.0004 rad/s, gy =  0.0036 rad/s, gz = -0.0190 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3581 A, I_w_roll = -270.7635 A, theta_pitch = -73.35549mrad, theta_roll_comp = -717.2983 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3755, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75102 ms, ax =  0.5742, ay = -6.4851, az =  7.5112, gx =  0.0000 rad/s, gy =  0.0040 rad/s, gz = -0.0242 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3400 A, I_w_roll = -270.8694 A, theta_pitch = -73.34157mrad, theta_roll_comp = -717.2134 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3756, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75122 ms, ax =  0.5622, ay = -6.4911, az =  7.5053, gx = -0.0008 rad/s, gy =  0.0047 rad/s, gz = -0.0264 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.3080 A, I_w_roll = -271.1145 A, theta_pitch = -73.30577mrad, theta_roll_comp = -717.1272 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3757, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75142 ms, ax =  0.5574, ay = -6.5079, az =  7.5029, gx = -0.0009 rad/s, gy =  0.0047 rad/s, gz = -0.0261 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.2963 A, I_w_roll = -271.1411 A, theta_pitch = -73.22768mrad, theta_roll_comp = -717.0773 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3758, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75162 ms, ax =  0.5586, ay = -6.5223, az =  7.5076, gx = -0.0013 rad/s, gy =  0.0056 rad/s, gz = -0.0249 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.2472 A, I_w_roll = -271.2755 A, theta_pitch = -73.14870mrad, theta_roll_comp = -717.0635 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3759, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75182 ms, ax =  0.5538, ay = -6.5499, az =  7.5029, gx = -0.0025 rad/s, gy =  0.0071 rad/s, gz = -0.0220 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1718 A, I_w_roll = -271.7032 A, theta_pitch = -73.03677mrad, theta_roll_comp = -717.0842 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3760, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75202 ms, ax =  0.5526, ay = -6.5666, az =  7.4945, gx = -0.0017 rad/s, gy =  0.0074 rad/s, gz = -0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1416 A, I_w_roll = -271.4539 A, theta_pitch = -72.90610mrad, theta_roll_comp = -717.1603 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3761, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75222 ms, ax =  0.5538, ay = -6.5630, az =  7.4813, gx = -0.0012 rad/s, gy =  0.0078 rad/s, gz = -0.0113 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.1060 A, I_w_roll = -271.3025 A, theta_pitch = -72.77582mrad, theta_roll_comp = -717.2477 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3762, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75242 ms, ax =  0.5538, ay = -6.5367, az =  7.4933, gx = -0.0005 rad/s, gy =  0.0090 rad/s, gz = -0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  9.0365 A, I_w_roll = -271.0862 A, theta_pitch = -72.63206mrad, theta_roll_comp = -717.2893 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3763, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75262 ms, ax =  0.5562, ay = -6.5115, az =  7.4981, gx = -0.0001 rad/s, gy =  0.0095 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.9919 A, I_w_roll = -270.9391 A, theta_pitch = -72.47634mrad, theta_roll_comp = -717.2711 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3764, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75282 ms, ax =  0.5586, ay = -6.5031, az =  7.4957, gx = -0.0006 rad/s, gy =  0.0106 rad/s, gz = -0.0048 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.9243 A, I_w_roll = -271.1076 A, theta_pitch = -72.31025mrad, theta_roll_comp = -717.2266 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3765, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75302 ms, ax =  0.5466, ay = -6.4899, az =  7.4885, gx = -0.0021 rad/s, gy =  0.0111 rad/s, gz = -0.0057 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.8747 A, I_w_roll = -271.6053 A, theta_pitch = -72.12115mrad, theta_roll_comp = -717.1890 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3766, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75322 ms, ax =  0.5442, ay = -6.4971, az =  7.5100, gx = -0.0030 rad/s, gy =  0.0120 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.8046 A, I_w_roll = -271.9184 A, theta_pitch = -71.90274mrad, theta_roll_comp = -717.1562 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3767, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75342 ms, ax =  0.5406, ay = -6.5079, az =  7.5148, gx = -0.0039 rad/s, gy =  0.0128 rad/s, gz = -0.0064 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.7363 A, I_w_roll = -272.2473 A, theta_pitch = -71.66006mrad, theta_roll_comp = -717.1630 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3768, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75362 ms, ax =  0.5334, ay = -6.5379, az =  7.5112, gx = -0.0045 rad/s, gy =  0.0131 rad/s, gz = -0.0061 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6862 A, I_w_roll = -272.4507 A, theta_pitch = -71.39721mrad, theta_roll_comp = -717.2053 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3769, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75382 ms, ax =  0.5119, ay = -6.5571, az =  7.5053, gx = -0.0037 rad/s, gy =  0.0138 rad/s, gz = -0.0047 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.6140 A, I_w_roll = -272.2021 A, theta_pitch = -71.09334mrad, theta_roll_comp = -717.2830 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3770, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75402 ms, ax =  0.4987, ay = -6.5547, az =  7.4957, gx = -0.0033 rad/s, gy =  0.0138 rad/s, gz = -0.0023 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5626 A, I_w_roll = -272.1003 A, theta_pitch = -70.75085mrad, theta_roll_comp = -717.3779 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3771, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75422 ms, ax =  0.5035, ay = -6.5415, az =  7.4897, gx = -0.0025 rad/s, gy =  0.0138 rad/s, gz = -0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.5095 A, I_w_roll = -271.8494 A, theta_pitch = -70.39688mrad, theta_roll_comp = -717.4498 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3772, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75442 ms, ax =  0.4963, ay = -6.5247, az =  7.4957, gx = -0.0021 rad/s, gy =  0.0130 rad/s, gz =  0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4901 A, I_w_roll = -271.7252 A, theta_pitch = -70.05439mrad, theta_roll_comp = -717.4890 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3773, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75462 ms, ax =  0.4927, ay = -6.5139, az =  7.4957, gx = -0.0033 rad/s, gy =  0.0118 rad/s, gz = -0.0001 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4877 A, I_w_roll = -272.1530 A, theta_pitch = -69.71914mrad, theta_roll_comp = -717.5099 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3774, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75482 ms, ax =  0.4747, ay = -6.4983, az =  7.5017, gx = -0.0037 rad/s, gy =  0.0111 rad/s, gz = -0.0019 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4650 A, I_w_roll = -272.2961 A, theta_pitch = -69.39008mrad, theta_roll_comp = -717.5180 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3775, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75502 ms, ax =  0.4615, ay = -6.5103, az =  7.5053, gx = -0.0041 rad/s, gy =  0.0102 rad/s, gz = -0.0027 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4498 A, I_w_roll = -272.4402 A, theta_pitch = -69.03979mrad, theta_roll_comp = -717.5287 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3776, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75522 ms, ax =  0.4459, ay = -6.5223, az =  7.5076, gx = -0.0047 rad/s, gy =  0.0084 rad/s, gz = -0.0033 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4654 A, I_w_roll = -272.6870 A, theta_pitch = -68.68275mrad, theta_roll_comp = -717.5630 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3777, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75542 ms, ax =  0.4387, ay = -6.5367, az =  7.4921, gx = -0.0041 rad/s, gy =  0.0075 rad/s, gz = -0.0043 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4496 A, I_w_roll = -272.4790 A, theta_pitch = -68.32840mrad, theta_roll_comp = -717.6258 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3778, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75562 ms, ax =  0.4315, ay = -6.5607, az =  7.4909, gx = -0.0031 rad/s, gy =  0.0070 rad/s, gz = -0.0061 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.4189 A, I_w_roll = -272.1870 A, theta_pitch = -67.98165mrad, theta_roll_comp = -717.7112 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3779, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75582 ms, ax =  0.4291, ay = -6.5702, az =  7.4861, gx = -0.0020 rad/s, gy =  0.0066 rad/s, gz = -0.0084 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3831 A, I_w_roll = -271.8055 A, theta_pitch = -67.63699mrad, theta_roll_comp = -717.8061 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3780, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75602 ms, ax =  0.4351, ay = -6.5559, az =  7.4969, gx = -0.0013 rad/s, gy =  0.0058 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3673 A, I_w_roll = -271.5978 A, theta_pitch = -67.31809mrad, theta_roll_comp = -717.8693 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3781, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75622 ms, ax =  0.4363, ay = -6.5355, az =  7.4921, gx = -0.0010 rad/s, gy =  0.0051 rad/s, gz = -0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3508 A, I_w_roll = -271.5149 A, theta_pitch = -67.03054mrad, theta_roll_comp = -717.8950 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3782, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75642 ms, ax =  0.4339, ay = -6.5079, az =  7.5017, gx = -0.0010 rad/s, gy =  0.0039 rad/s, gz = -0.0190 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3579 A, I_w_roll = -271.5055 A, theta_pitch = -66.75834mrad, theta_roll_comp = -717.8715 mrad, theta_setpoint = -40.0000 mrad, 
msg = 3783, nerr =    8p/  30r, time steps =   10, qsz =    2, switch = off, t =    75662 ms, ax =  0.4339, ay = -6.4959, az =  7.5017, gx = -0.0010 rad/s, gy =  0.0022 rad/s, gz = -0.0205 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3911 A, I_w_roll = -271.4822 A, theta_pitch = -66.51832mrad, theta_roll_comp = -717.8135 mrad, theta_setpoint = -40.0000 mrad, 
