picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =   82, nerr =    0p/   0r, time steps =    5, qsz =    2, switch = off, t =      822 ms, ax =  0.0611, ay = -6.4156, az =  7.6563, gx = -0.0010 rad/s, gy = -0.0162 rad/s, gz = -0.0116 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.1531 A, I_w_roll = -137.3825 A, theta_pitch = -13.36477mrad, theta_roll_comp = -382.5641 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1861, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18612 ms, ax = -0.0144, ay = -6.4024, az =  7.6599, gx = -0.0010 rad/s, gy = -0.0002 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3250 A, I_w_roll = -263.5108 A, theta_pitch = -1.10493mrad, theta_roll_comp = -697.8849 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1862, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18622 ms, ax = -0.0168, ay = -6.4084, az =  7.6623, gx = -0.0009 rad/s, gy = -0.0002 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3294 A, I_w_roll = -263.4620 A, theta_pitch = -1.07581mrad, theta_roll_comp = -697.8795 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1863, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18632 ms, ax = -0.0204, ay = -6.4060, az =  7.6623, gx = -0.0012 rad/s, gy = -0.0008 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3126 A, I_w_roll = -263.5535 A, theta_pitch = -1.04590mrad, theta_roll_comp = -697.8752 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1864, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18642 ms, ax = -0.0180, ay = -6.4048, az =  7.6599, gx = -0.0012 rad/s, gy = -0.0009 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3113 A, I_w_roll = -263.5521 A, theta_pitch = -1.01900mrad, theta_roll_comp = -697.8718 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1865, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18652 ms, ax = -0.0216, ay = -6.4036, az =  7.6623, gx = -0.0013 rad/s, gy = -0.0009 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3154 A, I_w_roll = -263.5972 A, theta_pitch = -0.99186mrad, theta_roll_comp = -697.8680 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1866, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18662 ms, ax = -0.0144, ay = -6.4012, az =  7.6575, gx = -0.0012 rad/s, gy = -0.0008 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3244 A, I_w_roll = -263.5489 A, theta_pitch = -0.96720mrad, theta_roll_comp = -697.8637 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1867, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18672 ms, ax = -0.0132, ay = -6.4036, az =  7.6515, gx = -0.0012 rad/s, gy = -0.0006 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3328 A, I_w_roll = -263.5484 A, theta_pitch = -0.94656mrad, theta_roll_comp = -697.8624 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1868, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18682 ms, ax = -0.0120, ay = -6.3988, az =  7.6455, gx = -0.0012 rad/s, gy = -0.0010 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3194 A, I_w_roll = -263.5490 A, theta_pitch = -0.92920mrad, theta_roll_comp = -697.8639 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1869, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18692 ms, ax = -0.0216, ay = -6.3952, az =  7.6407, gx = -0.0012 rad/s, gy = -0.0009 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3281 A, I_w_roll = -263.5497 A, theta_pitch = -0.90720mrad, theta_roll_comp = -697.8656 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1870, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18702 ms, ax = -0.0180, ay = -6.3940, az =  7.6395, gx = -0.0012 rad/s, gy = -0.0008 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3374 A, I_w_roll = -263.5504 A, theta_pitch = -0.88076mrad, theta_roll_comp = -697.8673 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1871, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18712 ms, ax = -0.0204, ay = -6.3928, az =  7.6359, gx = -0.0010 rad/s, gy = -0.0009 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3359 A, I_w_roll = -263.5044 A, theta_pitch = -0.85516mrad, theta_roll_comp = -697.8690 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1872, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18722 ms, ax = -0.0216, ay = -6.3952, az =  7.6419, gx = -0.0009 rad/s, gy = -0.0013 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3236 A, I_w_roll = -263.4578 A, theta_pitch = -0.83029mrad, theta_roll_comp = -697.8689 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1873, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18732 ms, ax = -0.0228, ay = -6.3952, az =  7.6371, gx = -0.0009 rad/s, gy = -0.0013 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3273 A, I_w_roll = -263.4579 A, theta_pitch = -0.80595mrad, theta_roll_comp = -697.8691 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1874, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18742 ms, ax = -0.0216, ay = -6.4000, az =  7.6359, gx = -0.0009 rad/s, gy = -0.0013 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3309 A, I_w_roll = -263.4594 A, theta_pitch = -0.78193mrad, theta_roll_comp = -697.8728 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1875, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18752 ms, ax = -0.0240, ay = -6.4036, az =  7.6383, gx = -0.0012 rad/s, gy = -0.0014 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3292 A, I_w_roll = -263.5558 A, theta_pitch = -0.75792mrad, theta_roll_comp = -697.8809 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1876, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18762 ms, ax = -0.0252, ay = -6.4060, az =  7.6491, gx = -0.0010 rad/s, gy = -0.0016 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3275 A, I_w_roll = -263.5117 A, theta_pitch = -0.73324mrad, theta_roll_comp = -697.8872 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1877, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18772 ms, ax = -0.0228, ay = -6.4072, az =  7.6491, gx = -0.0010 rad/s, gy = -0.0018 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3201 A, I_w_roll = -263.5131 A, theta_pitch = -0.71177mrad, theta_roll_comp = -697.8907 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1878, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18782 ms, ax = -0.0252, ay = -6.4108, az =  7.6479, gx = -0.0014 rad/s, gy = -0.0016 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3340 A, I_w_roll = -263.6562 A, theta_pitch = -0.69013mrad, theta_roll_comp = -697.8989 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1879, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18792 ms, ax = -0.0216, ay = -6.4036, az =  7.6515, gx = -0.0016 rad/s, gy = -0.0017 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3318 A, I_w_roll = -263.7060 A, theta_pitch = -0.66923mrad, theta_roll_comp = -697.9069 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1880, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18802 ms, ax = -0.0204, ay = -6.4048, az =  7.6515, gx = -0.0014 rad/s, gy = -0.0020 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3235 A, I_w_roll = -263.6613 A, theta_pitch = -0.65362mrad, theta_roll_comp = -697.9117 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1881, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18812 ms, ax = -0.0180, ay = -6.4000, az =  7.6431, gx = -0.0016 rad/s, gy = -0.0020 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3253 A, I_w_roll = -263.7104 A, theta_pitch = -0.64176mrad, theta_roll_comp = -697.9178 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1882, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18822 ms, ax = -0.0168, ay = -6.4000, az =  7.6455, gx = -0.0016 rad/s, gy = -0.0022 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3158 A, I_w_roll = -263.7130 A, theta_pitch = -0.63374mrad, theta_roll_comp = -697.9245 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1883, nerr =  108p/ 106r, time steps =    5, qsz =    3, switch = off, t =    18832 ms, ax = -0.0192, ay = -6.3976, az =  7.6431, gx = -0.0013 rad/s, gy = -0.0021 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3224 A, I_w_roll = -263.6215 A, theta_pitch = -0.62538mrad, theta_roll_comp = -697.9287 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1884, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18842 ms, ax = -0.0156, ay = -6.4012, az =  7.6383, gx = -0.0012 rad/s, gy = -0.0025 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3073 A, I_w_roll = -263.5771 A, theta_pitch = -0.61959mrad, theta_roll_comp = -697.9341 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1885, nerr =  108p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18852 ms, ax = -0.0144, ay = -6.4000, az =  7.6491, gx = -0.0012 rad/s, gy = -0.0026 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3020 A, I_w_roll = -263.5783 A, theta_pitch = -0.61950mrad, theta_roll_comp = -697.9371 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1886, nerr =  109p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18862 ms, ax = -0.0120, ay = -6.4000, az =  7.6491, gx = -0.0010 rad/s, gy = -0.0026 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3015 A, I_w_roll = -263.5312 A, theta_pitch = -0.62244mrad, theta_roll_comp = -697.9358 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1887, nerr =  109p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18872 ms, ax = -0.0120, ay = -6.3988, az =  7.6455, gx = -0.0010 rad/s, gy = -0.0022 rad/s, gz = -0.0095 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3172 A, I_w_roll = -263.5307 A, theta_pitch = -0.62466mrad, theta_roll_comp = -697.9346 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1888, nerr =  109p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18882 ms, ax = -0.0180, ay = -6.3964, az =  7.6431, gx = -0.0009 rad/s, gy = -0.0025 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3069 A, I_w_roll = -263.4836 A, theta_pitch = -0.62223mrad, theta_roll_comp = -697.9333 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1889, nerr =  109p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18892 ms, ax = -0.0144, ay = -6.3880, az =  7.6431, gx = -0.0010 rad/s, gy = -0.0028 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2964 A, I_w_roll = -263.5282 A, theta_pitch = -0.62139mrad, theta_roll_comp = -697.9285 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1890, nerr =  109p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18902 ms, ax = -0.0168, ay = -6.3952, az =  7.6395, gx = -0.0010 rad/s, gy = -0.0030 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2854 A, I_w_roll = -263.5270 A, theta_pitch = -0.62369mrad, theta_roll_comp = -697.9255 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1891, nerr =  109p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18912 ms, ax = -0.0132, ay = -6.3916, az =  7.6407, gx = -0.0013 rad/s, gy = -0.0032 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2793 A, I_w_roll = -263.6203 A, theta_pitch = -0.62898mrad, theta_roll_comp = -697.9257 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1892, nerr =  110p/ 106r, time steps =    5, qsz =    2, switch = off, t =    18922 ms, ax = -0.0120, ay = -6.3940, az =  7.6455, gx = -0.0014 rad/s, gy = -0.0032 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2779 A, I_w_roll = -263.6669 A, theta_pitch = -0.63785mrad, theta_roll_comp = -697.9255 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1893, nerr =  110p/ 106r, time steps =    5, qsz =    3, switch = off, t =    18932 ms, ax = -0.0192, ay = -6.3904, az =  7.6467, gx = -0.0013 rad/s, gy = -0.0032 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2772 A, I_w_roll = -263.6192 A, theta_pitch = -0.64235mrad, theta_roll_comp = -697.9230 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1894, nerr =  110p/ 107r, time steps =    5, qsz =    2, switch = off, t =    18942 ms, ax = -0.0180, ay = -6.3928, az =  7.6527, gx = -0.0013 rad/s, gy = -0.0034 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2662 A, I_w_roll = -263.6168 A, theta_pitch = -0.64471mrad, theta_roll_comp = -697.9170 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1895, nerr =  110p/ 107r, time steps =    5, qsz =    2, switch = off, t =    18952 ms, ax = -0.0096, ay = -6.3964, az =  7.6599, gx = -0.0012 rad/s, gy = -0.0037 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2538 A, I_w_roll = -263.5668 A, theta_pitch = -0.65636mrad, theta_roll_comp = -697.9084 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1896, nerr =  110p/ 107r, time steps =    5, qsz =    2, switch = off, t =    18962 ms, ax = -0.0156, ay = -6.4000, az =  7.6575, gx = -0.0012 rad/s, gy = -0.0038 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2464 A, I_w_roll = -263.5638 A, theta_pitch = -0.67062mrad, theta_roll_comp = -697.9008 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1897, nerr =  110p/ 107r, time steps =    5, qsz =    2, switch = off, t =    18972 ms, ax = -0.0144, ay = -6.3988, az =  7.6611, gx = -0.0013 rad/s, gy = -0.0036 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2554 A, I_w_roll = -263.6077 A, theta_pitch = -0.68119mrad, theta_roll_comp = -697.8942 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1898, nerr =  110p/ 107r, time steps =    5, qsz =    2, switch = off, t =    18982 ms, ax = -0.0180, ay = -6.4060, az =  7.6575, gx = -0.0013 rad/s, gy = -0.0037 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2489 A, I_w_roll = -263.6064 A, theta_pitch = -0.68934mrad, theta_roll_comp = -697.8910 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1899, nerr =  110p/ 107r, time steps =    5, qsz =    2, switch = off, t =    18992 ms, ax = -0.0156, ay = -6.4096, az =  7.6623, gx = -0.0013 rad/s, gy = -0.0036 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2531 A, I_w_roll = -263.6064 A, theta_pitch = -0.69685mrad, theta_roll_comp = -697.8911 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1900, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19002 ms, ax = -0.0156, ay = -6.4072, az =  7.6599, gx = -0.0012 rad/s, gy = -0.0034 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2573 A, I_w_roll = -263.5595 A, theta_pitch = -0.70438mrad, theta_roll_comp = -697.8903 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1901, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19012 ms, ax = -0.0204, ay = -6.3988, az =  7.6515, gx = -0.0012 rad/s, gy = -0.0034 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2568 A, I_w_roll = -263.5587 A, theta_pitch = -0.70788mrad, theta_roll_comp = -697.8882 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1902, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19022 ms, ax = -0.0156, ay = -6.4012, az =  7.6515, gx = -0.0010 rad/s, gy = -0.0037 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2453 A, I_w_roll = -263.5112 A, theta_pitch = -0.71323mrad, theta_roll_comp = -697.8859 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1903, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19032 ms, ax = -0.0120, ay = -6.3964, az =  7.6455, gx = -0.0012 rad/s, gy = -0.0038 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2381 A, I_w_roll = -263.5573 A, theta_pitch = -0.72585mrad, theta_roll_comp = -697.8848 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1904, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19042 ms, ax = -0.0096, ay = -6.3952, az =  7.6467, gx = -0.0012 rad/s, gy = -0.0040 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2301 A, I_w_roll = -263.5568 A, theta_pitch = -0.74351mrad, theta_roll_comp = -697.8833 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1905, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19052 ms, ax = -0.0108, ay = -6.3928, az =  7.6455, gx = -0.0012 rad/s, gy = -0.0042 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2164 A, I_w_roll = -263.5557 A, theta_pitch = -0.76365mrad, theta_roll_comp = -697.8806 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1906, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19062 ms, ax = -0.0120, ay = -6.4000, az =  7.6455, gx = -0.0010 rad/s, gy = -0.0040 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2244 A, I_w_roll = -263.5087 A, theta_pitch = -0.78181mrad, theta_roll_comp = -697.8796 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1907, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19072 ms, ax = -0.0060, ay = -6.3976, az =  7.6443, gx = -0.0009 rad/s, gy = -0.0042 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2105 A, I_w_roll = -263.4619 A, theta_pitch = -0.80347mrad, theta_roll_comp = -697.8792 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1908, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19082 ms, ax = -0.0084, ay = -6.4048, az =  7.6467, gx = -0.0012 rad/s, gy = -0.0038 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2231 A, I_w_roll = -263.5559 A, theta_pitch = -0.82596mrad, theta_roll_comp = -697.8812 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1909, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19092 ms, ax = -0.0156, ay = -6.4096, az =  7.6503, gx = -0.0012 rad/s, gy = -0.0042 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2047 A, I_w_roll = -263.5583 A, theta_pitch = -0.84205mrad, theta_roll_comp = -697.8871 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1910, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19102 ms, ax = -0.0180, ay = -6.4144, az =  7.6515, gx = -0.0012 rad/s, gy = -0.0044 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1975 A, I_w_roll = -263.5615 A, theta_pitch = -0.85450mrad, theta_roll_comp = -697.8952 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1911, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19112 ms, ax = -0.0132, ay = -6.4096, az =  7.6527, gx = -0.0013 rad/s, gy = -0.0044 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1953 A, I_w_roll = -263.6111 A, theta_pitch = -0.86934mrad, theta_roll_comp = -697.9028 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1912, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19122 ms, ax = -0.0132, ay = -6.4108, az =  7.6611, gx = -0.0013 rad/s, gy = -0.0042 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1981 A, I_w_roll = -263.6126 A, theta_pitch = -0.88623mrad, theta_roll_comp = -697.9066 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1913, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19132 ms, ax = -0.0120, ay = -6.4036, az =  7.6575, gx = -0.0012 rad/s, gy = -0.0044 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1901 A, I_w_roll = -263.5657 A, theta_pitch = -0.90389mrad, theta_roll_comp = -697.9057 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1914, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19142 ms, ax = -0.0108, ay = -6.4048, az =  7.6515, gx = -0.0009 rad/s, gy = -0.0045 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1817 A, I_w_roll = -263.4718 A, theta_pitch = -0.92425mrad, theta_roll_comp = -697.9039 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1915, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19152 ms, ax = -0.0156, ay = -6.4072, az =  7.6551, gx = -0.0012 rad/s, gy = -0.0049 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1627 A, I_w_roll = -263.5653 A, theta_pitch = -0.94455mrad, theta_roll_comp = -697.9046 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1916, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19162 ms, ax = -0.0156, ay = -6.4024, az =  7.6563, gx = -0.0013 rad/s, gy = -0.0049 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1598 A, I_w_roll = -263.6118 A, theta_pitch = -0.96359mrad, theta_roll_comp = -697.9044 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1917, nerr =  110p/ 108r, time steps =    5, qsz =    3, switch = off, t =    19172 ms, ax = -0.0156, ay = -6.4012, az =  7.6635, gx = -0.0012 rad/s, gy = -0.0048 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1624 A, I_w_roll = -263.5631 A, theta_pitch = -0.98175mrad, theta_roll_comp = -697.8992 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1918, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19182 ms, ax = -0.0192, ay = -6.3988, az =  7.6623, gx = -0.0010 rad/s, gy = -0.0049 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1548 A, I_w_roll = -263.5126 A, theta_pitch = -0.99732mrad, theta_roll_comp = -697.8895 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1919, nerr =  110p/ 108r, time steps =    5, qsz =    2, switch = off, t =    19192 ms, ax = -0.0228, ay = -6.3964, az =  7.6611, gx = -0.0009 rad/s, gy = -0.0049 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1531 A, I_w_roll = -263.4612 A, theta_pitch = -1.00869mrad, theta_roll_comp = -697.8773 mrad, theta_setpoint = -40.0000 mrad, 
