picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =   86, nerr =    0p/   0r, time steps =    5, qsz =    2, switch = off, t =      862 ms, ax =  0.4447, ay =  1.3114, az =  9.7732, gx = -0.0046 rad/s, gy = -0.0030 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7289 A, I_w_roll = 44.1117 A, theta_pitch = -27.38550mrad, theta_roll_comp = 74.3172 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4135, nerr =  307p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41352 ms, ax =  0.4399, ay =  1.3258, az =  9.7649, gx = -0.0043 rad/s, gy = -0.0033 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8652 A, I_w_roll = 66.6207 A, theta_pitch = -48.22292mrad, theta_roll_comp = 130.3567 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4136, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41362 ms, ax =  0.4351, ay =  1.3258, az =  9.7685, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8758 A, I_w_roll = 66.5747 A, theta_pitch = -48.22255mrad, theta_roll_comp = 130.3581 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4137, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41372 ms, ax =  0.4351, ay =  1.3222, az =  9.7744, gx = -0.0045 rad/s, gy = -0.0037 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8810 A, I_w_roll = 66.5740 A, theta_pitch = -48.22165mrad, theta_roll_comp = 130.3563 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4138, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41382 ms, ax =  0.4399, ay =  1.3150, az =  9.7661, gx = -0.0046 rad/s, gy = -0.0034 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8704 A, I_w_roll = 66.5243 A, theta_pitch = -48.22264mrad, theta_roll_comp = 130.3485 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4139, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41392 ms, ax =  0.4315, ay =  1.3126, az =  9.7625, gx = -0.0046 rad/s, gy = -0.0030 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8538 A, I_w_roll = 66.5194 A, theta_pitch = -48.21822mrad, theta_roll_comp = 130.3364 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4140, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41402 ms, ax =  0.4327, ay =  1.3150, az =  9.7613, gx = -0.0050 rad/s, gy = -0.0029 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8470 A, I_w_roll = 66.3741 A, theta_pitch = -48.20808mrad, theta_roll_comp = 130.3227 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4141, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41412 ms, ax =  0.4303, ay =  1.3210, az =  9.7589, gx = -0.0050 rad/s, gy = -0.0029 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8453 A, I_w_roll = 66.3698 A, theta_pitch = -48.19676mrad, theta_roll_comp = 130.3119 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4142, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41422 ms, ax =  0.4399, ay =  1.3198, az =  9.7565, gx = -0.0050 rad/s, gy = -0.0033 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8605 A, I_w_roll = 66.3665 A, theta_pitch = -48.19193mrad, theta_roll_comp = 130.3037 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4143, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41432 ms, ax =  0.4315, ay =  1.3186, az =  9.7637, gx = -0.0047 rad/s, gy = -0.0033 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8600 A, I_w_roll = 66.4564 A, theta_pitch = -48.18879mrad, theta_roll_comp = 130.2954 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4144, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41442 ms, ax =  0.4327, ay =  1.3210, az =  9.7553, gx = -0.0047 rad/s, gy = -0.0033 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8591 A, I_w_roll = 66.4540 A, theta_pitch = -48.18242mrad, theta_roll_comp = 130.2893 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4145, nerr =  308p/ 342r, time steps =    5, qsz =    2, switch = off, t =    41452 ms, ax =  0.4363, ay =  1.3198, az =  9.7529, gx = -0.0047 rad/s, gy = -0.0032 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8531 A, I_w_roll = 66.4520 A, theta_pitch = -48.17815mrad, theta_roll_comp = 130.2844 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4146, nerr =  309p/ 343r, time steps =    5, qsz =    2, switch = off, t =    41462 ms, ax =  0.4339, ay =  1.3210, az =  9.7553, gx = -0.0045 rad/s, gy = -0.0033 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8579 A, I_w_roll = 66.5439 A, theta_pitch = -48.17443mrad, theta_roll_comp = 130.2810 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4147, nerr =  309p/ 343r, time steps =    5, qsz =    2, switch = off, t =    41472 ms, ax =  0.4303, ay =  1.3210, az =  9.7541, gx = -0.0043 rad/s, gy = -0.0030 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8461 A, I_w_roll = 66.5901 A, theta_pitch = -48.16679mrad, theta_roll_comp = 130.2801 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4148, nerr =  309p/ 343r, time steps =    5, qsz =    2, switch = off, t =    41482 ms, ax =  0.4435, ay =  1.3150, az =  9.7505, gx = -0.0041 rad/s, gy = -0.0029 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8402 A, I_w_roll = 66.6826 A, theta_pitch = -48.16301mrad, theta_roll_comp = 130.2784 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4149, nerr =  309p/ 343r, time steps =    5, qsz =    2, switch = off, t =    41492 ms, ax =  0.4435, ay =  1.3162, az =  9.7589, gx = -0.0042 rad/s, gy = -0.0029 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8404 A, I_w_roll = 66.6346 A, theta_pitch = -48.16466mrad, theta_roll_comp = 130.2747 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4150, nerr =  309p/ 343r, time steps =    5, qsz =    2, switch = off, t =    41502 ms, ax =  0.4435, ay =  1.3174, az =  9.7541, gx = -0.0041 rad/s, gy = -0.0032 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8516 A, I_w_roll = 66.6802 A, theta_pitch = -48.16768mrad, theta_roll_comp = 130.2722 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4151, nerr =  309p/ 343r, time steps =    5, qsz =    2, switch = off, t =    41512 ms, ax =  0.4363, ay =  1.3186, az =  9.7385, gx = -0.0041 rad/s, gy = -0.0033 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8571 A, I_w_roll = 66.6804 A, theta_pitch = -48.16914mrad, theta_roll_comp = 130.2729 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4152, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41522 ms, ax =  0.4363, ay =  1.3198, az =  9.7517, gx = -0.0041 rad/s, gy = -0.0033 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8569 A, I_w_roll = 66.6812 A, theta_pitch = -48.16780mrad, theta_roll_comp = 130.2748 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4153, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41532 ms, ax =  0.4363, ay =  1.3126, az =  9.7625, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8621 A, I_w_roll = 66.5862 A, theta_pitch = -48.16667mrad, theta_roll_comp = 130.2704 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4154, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41542 ms, ax =  0.4339, ay =  1.3162, az =  9.7601, gx = -0.0045 rad/s, gy = -0.0034 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8618 A, I_w_roll = 66.5363 A, theta_pitch = -48.16467mrad, theta_roll_comp = 130.2622 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4155, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41552 ms, ax =  0.4303, ay =  1.3126, az =  9.7565, gx = -0.0043 rad/s, gy = -0.0032 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8501 A, I_w_roll = 66.5798 A, theta_pitch = -48.15829mrad, theta_roll_comp = 130.2543 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4156, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41562 ms, ax =  0.4303, ay =  1.3102, az =  9.7529, gx = -0.0045 rad/s, gy = -0.0032 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8488 A, I_w_roll = 66.5290 A, theta_pitch = -48.14923mrad, theta_roll_comp = 130.2439 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4157, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41572 ms, ax =  0.4339, ay =  1.3126, az =  9.7613, gx = -0.0043 rad/s, gy = -0.0033 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8532 A, I_w_roll = 66.5715 A, theta_pitch = -48.14283mrad, theta_roll_comp = 130.2336 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4158, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41582 ms, ax =  0.4399, ay =  1.3210, az =  9.7565, gx = -0.0042 rad/s, gy = -0.0037 rad/s, gz = -0.0097 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8693 A, I_w_roll = 66.6167 A, theta_pitch = -48.14419mrad, theta_roll_comp = 130.2301 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4159, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41592 ms, ax =  0.4411, ay =  1.3210, az =  9.7529, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8704 A, I_w_roll = 66.5704 A, theta_pitch = -48.15101mrad, theta_roll_comp = 130.2310 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4160, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41602 ms, ax =  0.4411, ay =  1.3270, az =  9.7553, gx = -0.0043 rad/s, gy = -0.0036 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8660 A, I_w_roll = 66.5719 A, theta_pitch = -48.15763mrad, theta_roll_comp = 130.2345 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4161, nerr =  310p/ 344r, time steps =    5, qsz =    2, switch = off, t =    41612 ms, ax =  0.4351, ay =  1.3294, az =  9.7589, gx = -0.0045 rad/s, gy = -0.0036 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8664 A, I_w_roll = 66.5278 A, theta_pitch = -48.16018mrad, theta_roll_comp = 130.2410 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4162, nerr =  311p/ 345r, time steps =    5, qsz =    2, switch = off, t =    41622 ms, ax =  0.4303, ay =  1.3258, az =  9.7577, gx = -0.0043 rad/s, gy = -0.0037 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8714 A, I_w_roll = 66.5767 A, theta_pitch = -48.15790mrad, theta_roll_comp = 130.2465 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4163, nerr =  311p/ 345r, time steps =    5, qsz =    2, switch = off, t =    41632 ms, ax =  0.4411, ay =  1.3246, az =  9.7625, gx = -0.0043 rad/s, gy = -0.0036 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8662 A, I_w_roll = 66.5780 A, theta_pitch = -48.15911mrad, theta_roll_comp = 130.2499 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4164, nerr =  311p/ 345r, time steps =    5, qsz =    2, switch = off, t =    41642 ms, ax =  0.4483, ay =  1.3258, az =  9.7565, gx = -0.0045 rad/s, gy = -0.0032 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8514 A, I_w_roll = 66.5326 A, theta_pitch = -48.16663mrad, theta_roll_comp = 130.2529 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4165, nerr =  311p/ 345r, time steps =    5, qsz =    2, switch = off, t =    41652 ms, ax =  0.4495, ay =  1.3270, az =  9.7529, gx = -0.0045 rad/s, gy = -0.0030 rad/s, gz = -0.0092 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8474 A, I_w_roll = 66.5343 A, theta_pitch = -48.17575mrad, theta_roll_comp = 130.2570 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4166, nerr =  311p/ 345r, time steps =    5, qsz =    2, switch = off, t =    41662 ms, ax =  0.4483, ay =  1.3246, az =  9.7529, gx = -0.0045 rad/s, gy = -0.0034 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8650 A, I_w_roll = 66.5357 A, theta_pitch = -48.18631mrad, theta_roll_comp = 130.2606 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4167, nerr =  311p/ 345r, time steps =    5, qsz =    2, switch = off, t =    41672 ms, ax =  0.4447, ay =  1.3222, az =  9.7469, gx = -0.0046 rad/s, gy = -0.0036 rad/s, gz = -0.0096 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8719 A, I_w_roll = 66.4895 A, theta_pitch = -48.19693mrad, theta_roll_comp = 130.2616 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4168, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41682 ms, ax =  0.4387, ay =  1.3246, az =  9.7505, gx = -0.0046 rad/s, gy = -0.0034 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8674 A, I_w_roll = 66.4897 A, theta_pitch = -48.20237mrad, theta_roll_comp = 130.2621 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4169, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41692 ms, ax =  0.4339, ay =  1.3330, az =  9.7553, gx = -0.0045 rad/s, gy = -0.0038 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8836 A, I_w_roll = 66.5388 A, theta_pitch = -48.20366mrad, theta_roll_comp = 130.2685 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4170, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41702 ms, ax =  0.4327, ay =  1.3246, az =  9.7601, gx = -0.0047 rad/s, gy = -0.0037 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8781 A, I_w_roll = 66.4473 A, theta_pitch = -48.20291mrad, theta_roll_comp = 130.2726 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4171, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41712 ms, ax =  0.4327, ay =  1.3186, az =  9.7577, gx = -0.0047 rad/s, gy = -0.0034 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8670 A, I_w_roll = 66.4456 A, theta_pitch = -48.19953mrad, theta_roll_comp = 130.2683 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4172, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41722 ms, ax =  0.4244, ay =  1.3186, az =  9.7589, gx = -0.0047 rad/s, gy = -0.0038 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8819 A, I_w_roll = 66.4428 A, theta_pitch = -48.19251mrad, theta_roll_comp = 130.2613 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4173, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41732 ms, ax =  0.4267, ay =  1.3210, az =  9.7625, gx = -0.0045 rad/s, gy = -0.0034 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8644 A, I_w_roll = 66.5341 A, theta_pitch = -48.18253mrad, theta_roll_comp = 130.2567 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4174, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41742 ms, ax =  0.4339, ay =  1.3198, az =  9.7649, gx = -0.0045 rad/s, gy = -0.0034 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8634 A, I_w_roll = 66.5328 A, theta_pitch = -48.17577mrad, theta_roll_comp = 130.2534 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4175, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41752 ms, ax =  0.4303, ay =  1.3246, az =  9.7613, gx = -0.0046 rad/s, gy = -0.0033 rad/s, gz = -0.0100 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8572 A, I_w_roll = 66.4855 A, theta_pitch = -48.16979mrad, theta_roll_comp = 130.2517 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4176, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41762 ms, ax =  0.4291, ay =  1.3222, az =  9.7565, gx = -0.0049 rad/s, gy = -0.0030 rad/s, gz = -0.0101 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8450 A, I_w_roll = 66.3914 A, theta_pitch = -48.15965mrad, theta_roll_comp = 130.2494 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4177, nerr =  312p/ 346r, time steps =    5, qsz =    2, switch = off, t =    41772 ms, ax =  0.4339, ay =  1.3234, az =  9.7493, gx = -0.0046 rad/s, gy = -0.0030 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8437 A, I_w_roll = 66.4839 A, theta_pitch = -48.15070mrad, theta_roll_comp = 130.2477 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4178, nerr =  312p/ 347r, time steps =    5, qsz =    2, switch = off, t =    41782 ms, ax =  0.4327, ay =  1.3198, az =  9.7469, gx = -0.0045 rad/s, gy = -0.0030 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8426 A, I_w_roll = 66.5303 A, theta_pitch = -48.14370mrad, theta_roll_comp = 130.2472 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4179, nerr =  312p/ 347r, time steps =    5, qsz =    2, switch = off, t =    41792 ms, ax =  0.4351, ay =  1.3222, az =  9.7589, gx = -0.0045 rad/s, gy = -0.0032 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8471 A, I_w_roll = 66.5299 A, theta_pitch = -48.13799mrad, theta_roll_comp = 130.2462 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4180, nerr =  312p/ 347r, time steps =    5, qsz =    2, switch = off, t =    41802 ms, ax =  0.4327, ay =  1.3246, az =  9.7553, gx = -0.0043 rad/s, gy = -0.0033 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8517 A, I_w_roll = 66.5772 A, theta_pitch = -48.13330mrad, theta_roll_comp = 130.2479 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4181, nerr =  312p/ 347r, time steps =    5, qsz =    2, switch = off, t =    41812 ms, ax =  0.4375, ay =  1.3210, az =  9.7553, gx = -0.0043 rad/s, gy = -0.0034 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8568 A, I_w_roll = 66.5779 A, theta_pitch = -48.13155mrad, theta_roll_comp = 130.2496 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4182, nerr =  312p/ 347r, time steps =    5, qsz =    2, switch = off, t =    41822 ms, ax =  0.4315, ay =  1.3198, az =  9.7589, gx = -0.0043 rad/s, gy = -0.0032 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8456 A, I_w_roll = 66.5775 A, theta_pitch = -48.12790mrad, theta_roll_comp = 130.2486 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4183, nerr =  312p/ 347r, time steps =    5, qsz =    2, switch = off, t =    41832 ms, ax =  0.4315, ay =  1.3294, az =  9.7589, gx = -0.0045 rad/s, gy = -0.0032 rad/s, gz = -0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8444 A, I_w_roll = 66.5320 A, theta_pitch = -48.12016mrad, theta_roll_comp = 130.2514 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4184, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41842 ms, ax =  0.4375, ay =  1.3318, az =  9.7505, gx = -0.0042 rad/s, gy = -0.0030 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8384 A, I_w_roll = 66.6292 A, theta_pitch = -48.11525mrad, theta_roll_comp = 130.2612 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4185, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41852 ms, ax =  0.4411, ay =  1.3258, az =  9.7577, gx = -0.0041 rad/s, gy = -0.0030 rad/s, gz = -0.0109 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8383 A, I_w_roll = 66.6796 A, theta_pitch = -48.11459mrad, theta_roll_comp = 130.2709 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4186, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41862 ms, ax =  0.4327, ay =  1.3270, az =  9.7613, gx = -0.0043 rad/s, gy = -0.0033 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8486 A, I_w_roll = 66.5887 A, theta_pitch = -48.11222mrad, theta_roll_comp = 130.2767 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4187, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41872 ms, ax =  0.4315, ay =  1.3306, az =  9.7601, gx = -0.0042 rad/s, gy = -0.0032 rad/s, gz = -0.0108 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8423 A, I_w_roll = 66.6384 A, theta_pitch = -48.10575mrad, theta_roll_comp = 130.2843 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4188, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41882 ms, ax =  0.4327, ay =  1.3186, az =  9.7649, gx = -0.0045 rad/s, gy = -0.0028 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8249 A, I_w_roll = 66.5458 A, theta_pitch = -48.09659mrad, theta_roll_comp = 130.2860 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4189, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41892 ms, ax =  0.4339, ay =  1.3246, az =  9.7625, gx = -0.0046 rad/s, gy = -0.0026 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8180 A, I_w_roll = 66.4981 A, theta_pitch = -48.08614mrad, theta_roll_comp = 130.2832 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4190, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41902 ms, ax =  0.4291, ay =  1.3222, az =  9.7601, gx = -0.0045 rad/s, gy = -0.0028 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8215 A, I_w_roll = 66.5444 A, theta_pitch = -48.07394mrad, theta_roll_comp = 130.2824 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4191, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41912 ms, ax =  0.4291, ay =  1.3174, az =  9.7565, gx = -0.0047 rad/s, gy = -0.0029 rad/s, gz = -0.0103 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8249 A, I_w_roll = 66.4493 A, theta_pitch = -48.06107mrad, theta_roll_comp = 130.2776 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4192, nerr =  312p/ 348r, time steps =    5, qsz =    2, switch = off, t =    41922 ms, ax =  0.4327, ay =  1.3186, az =  9.7589, gx = -0.0046 rad/s, gy = -0.0030 rad/s, gz = -0.0105 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8288 A, I_w_roll = 66.4931 A, theta_pitch = -48.05164mrad, theta_roll_comp = 130.2707 mrad, theta_setpoint = -40.0000 mrad, 
msg = 4193, nerr =  312p/ 348r, time steps =    5, qsz =    3, switch = off, t =    41932 ms, ax =  0.4315, ay =  1.3102, az =  9.7589, gx = -0.0045 rad/s, gy = -0.0030 rad/s, gz = -0.0107 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8277 A, I_w_roll = 66.5359 A, theta_pitch = -48.04391mrad, theta_roll_comp = 130.2612 mrad, theta_setpoint = -40.0000 mrad, 
