picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg = 8997, nerr =   49p/  81r, time steps =   10, qsz =    2, switch = on, t =   179942 ms, ax =  0.0420, ay = -0.5191, az =  9.9746, gx = -0.0042 rad/s, gy =  0.0181 rad/s, gz = -0.0065 rad/s, rpm_pitch =  0.0000, rpm_roll = 49.6658, I_w_pitch = -1.6859 A, I_w_roll = -3.5050 A, theta_pitch = -3.59937mrad, theta_roll_comp = -48.1931 mrad, theta_setpoint = -43.1190 mrad, 
msg = 12624, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252482 ms, ax =  0.4112, ay = -6.9730, az =  7.0689, gx = -0.0018 rad/s, gy = -0.0074 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3238 A, I_w_roll = -296.5708 A, theta_pitch = -63.51337mrad, theta_roll_comp = -779.8358 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12625, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252502 ms, ax =  0.4064, ay = -6.9682, az =  7.0653, gx = -0.0018 rad/s, gy = -0.0073 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3224 A, I_w_roll = -296.5753 A, theta_pitch = -63.53939mrad, theta_roll_comp = -779.8470 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12626, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252522 ms, ax =  0.4136, ay = -6.9670, az =  7.0749, gx = -0.0021 rad/s, gy = -0.0070 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3162 A, I_w_roll = -296.6681 A, theta_pitch = -63.56889mrad, theta_roll_comp = -779.8461 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12627, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252542 ms, ax =  0.4100, ay = -6.9742, az =  7.0725, gx = -0.0016 rad/s, gy = -0.0069 rad/s, gz = -0.0125 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3153 A, I_w_roll = -296.4794 A, theta_pitch = -63.59863mrad, theta_roll_comp = -779.8405 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12628, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252562 ms, ax =  0.4196, ay = -6.9778, az =  7.0593, gx = -0.0024 rad/s, gy = -0.0066 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.3097 A, I_w_roll = -296.7694 A, theta_pitch = -63.63211mrad, theta_roll_comp = -779.8665 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12629, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252582 ms, ax =  0.4160, ay = -6.9826, az =  7.0677, gx = -0.0031 rad/s, gy = -0.0061 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2922 A, I_w_roll = -297.0703 A, theta_pitch = -63.65768mrad, theta_roll_comp = -779.9194 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12630, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252602 ms, ax =  0.4160, ay = -6.9838, az =  7.0725, gx = -0.0029 rad/s, gy = -0.0054 rad/s, gz = -0.0128 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2688 A, I_w_roll = -296.9959 A, theta_pitch = -63.67903mrad, theta_roll_comp = -779.9666 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12631, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252622 ms, ax =  0.4112, ay = -6.9766, az =  7.0749, gx = -0.0026 rad/s, gy = -0.0056 rad/s, gz = -0.0140 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2745 A, I_w_roll = -296.9132 A, theta_pitch = -63.68169mrad, theta_roll_comp = -779.9928 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12632, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252642 ms, ax =  0.4160, ay = -6.9730, az =  7.0749, gx = -0.0020 rad/s, gy = -0.0048 rad/s, gz = -0.0153 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2422 A, I_w_roll = -296.6848 A, theta_pitch = -63.67915mrad, theta_roll_comp = -780.0043 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12633, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252662 ms, ax =  0.4136, ay = -6.9766, az =  7.0641, gx = -0.0016 rad/s, gy = -0.0044 rad/s, gz = -0.0158 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2250 A, I_w_roll = -296.5507 A, theta_pitch = -63.67112mrad, theta_roll_comp = -780.0186 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12634, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252682 ms, ax =  0.4160, ay = -6.9742, az =  7.0653, gx = -0.0008 rad/s, gy = -0.0040 rad/s, gz = -0.0156 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.2078 A, I_w_roll = -296.2704 A, theta_pitch = -63.66283mrad, theta_roll_comp = -780.0171 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12635, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252702 ms, ax =  0.4220, ay = -6.9706, az =  7.0725, gx = -0.0008 rad/s, gy = -0.0033 rad/s, gz = -0.0154 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1786 A, I_w_roll = -296.2623 A, theta_pitch = -63.64609mrad, theta_roll_comp = -779.9966 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12636, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252722 ms, ax =  0.4172, ay = -6.9778, az =  7.0689, gx = -0.0009 rad/s, gy = -0.0030 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1638 A, I_w_roll = -296.3045 A, theta_pitch = -63.61814mrad, theta_roll_comp = -779.9858 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12637, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252742 ms, ax =  0.4208, ay = -6.9766, az =  7.0701, gx = -0.0004 rad/s, gy = -0.0028 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1487 A, I_w_roll = -296.1188 A, theta_pitch = -63.58857mrad, theta_roll_comp = -779.9875 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12638, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252762 ms, ax =  0.4208, ay = -6.9766, az =  7.0737, gx = -0.0008 rad/s, gy = -0.0020 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.1113 A, I_w_roll = -296.2512 A, theta_pitch = -63.55204mrad, theta_roll_comp = -779.9689 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12639, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252782 ms, ax =  0.4220, ay = -6.9778, az =  7.0725, gx = -0.0016 rad/s, gy = -0.0016 rad/s, gz = -0.0131 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0877 A, I_w_roll = -296.5300 A, theta_pitch = -63.50159mrad, theta_roll_comp = -779.9669 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12640, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252802 ms, ax =  0.4208, ay = -6.9730, az =  7.0677, gx = -0.0024 rad/s, gy = -0.0006 rad/s, gz = -0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0422 A, I_w_roll = -296.8152 A, theta_pitch = -63.44688mrad, theta_roll_comp = -779.9810 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12641, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252822 ms, ax =  0.4136, ay = -6.9610, az =  7.0665, gx = -0.0035 rad/s, gy = -0.0002 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  8.0139 A, I_w_roll = -297.2455 A, theta_pitch = -63.36440mrad, theta_roll_comp = -780.0079 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12642, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252842 ms, ax =  0.4255, ay = -6.9490, az =  7.0785, gx = -0.0037 rad/s, gy = -0.0001 rad/s, gz = -0.0149 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9976 A, I_w_roll = -297.2976 A, theta_pitch = -63.29139mrad, theta_roll_comp = -780.0217 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12643, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252862 ms, ax =  0.4315, ay = -6.9514, az =  7.0857, gx = -0.0034 rad/s, gy =  0.0002 rad/s, gz = -0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9787 A, I_w_roll = -297.1974 A, theta_pitch = -63.23620mrad, theta_roll_comp = -780.0044 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12644, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252882 ms, ax =  0.4471, ay = -6.9670, az =  7.0857, gx = -0.0038 rad/s, gy =  0.0018 rad/s, gz = -0.0141 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.9089 A, I_w_roll = -297.3294 A, theta_pitch = -63.19715mrad, theta_roll_comp = -779.9848 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12645, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252902 ms, ax =  0.4867, ay = -7.0078, az =  7.0773, gx = -0.0028 rad/s, gy =  0.0050 rad/s, gz = -0.0132 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.7808 A, I_w_roll = -296.9649 A, theta_pitch = -63.19518mrad, theta_roll_comp = -780.0054 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12646, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252922 ms, ax =  0.5454, ay = -7.0833, az =  7.0557, gx = -0.0008 rad/s, gy =  0.0103 rad/s, gz = -0.0127 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.5750 A, I_w_roll = -296.3118 A, theta_pitch = -63.24345mrad, theta_roll_comp = -780.1204 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12647, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252942 ms, ax =  0.6185, ay = -7.1049, az =  7.0893, gx =  0.0018 rad/s, gy =  0.0193 rad/s, gz = -0.0129 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  7.2243 A, I_w_roll = -295.4758 A, theta_pitch = -63.32003mrad, theta_roll_comp = -780.2442 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12648, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252962 ms, ax =  0.6461, ay = -7.0617, az =  7.0737, gx =  0.0047 rad/s, gy =  0.0301 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.7992 A, I_w_roll = -294.4653 A, theta_pitch = -63.36197mrad, theta_roll_comp = -780.2810 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12649, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   252982 ms, ax =  0.6521, ay = -6.9634, az =  7.0641, gx =  0.0071 rad/s, gy =  0.0432 rad/s, gz = -0.0144 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  6.2527 A, I_w_roll = -293.5881 A, theta_pitch = -63.19860mrad, theta_roll_comp = -780.1854 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12650, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253002 ms, ax =  0.5838, ay = -6.8040, az =  7.1037, gx =  0.0042 rad/s, gy =  0.0521 rad/s, gz = -0.0160 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.8211 A, I_w_roll = -294.4943 A, theta_pitch = -62.70022mrad, theta_roll_comp = -779.8875 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12651, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253022 ms, ax =  0.5298, ay = -6.6613, az =  7.1109, gx = -0.0010 rad/s, gy =  0.0557 rad/s, gz = -0.0194 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.5603 A, I_w_roll = -296.1201 A, theta_pitch = -61.92068mrad, theta_roll_comp = -779.4081 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12652, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253042 ms, ax =  0.4711, ay = -6.6805, az =  7.0689, gx = -0.0085 rad/s, gy =  0.0562 rad/s, gz = -0.0248 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.3962 A, I_w_roll = -298.5746 A, theta_pitch = -60.96859mrad, theta_roll_comp = -779.0198 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12653, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253062 ms, ax =  0.4303, ay = -6.8328, az =  7.0857, gx = -0.0141 rad/s, gy =  0.0550 rad/s, gz = -0.0310 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.2846 A, I_w_roll = -300.4906 A, theta_pitch = -59.90491mrad, theta_roll_comp = -778.9165 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12654, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253082 ms, ax =  0.4076, ay = -7.0389, az =  7.0713, gx = -0.0146 rad/s, gy =  0.0526 rad/s, gz = -0.0380 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.2186 A, I_w_roll = -300.7672 A, theta_pitch = -58.82577mrad, theta_roll_comp = -779.1420 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12655, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253102 ms, ax =  0.4184, ay = -7.1948, az =  7.0353, gx = -0.0119 rad/s, gy =  0.0521 rad/s, gz = -0.0430 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  5.0825 A, I_w_roll = -300.0352 A, theta_pitch = -57.77652mrad, theta_roll_comp = -779.6422 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12656, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253122 ms, ax =  0.4112, ay = -7.2547, az =  7.0246, gx = -0.0051 rad/s, gy =  0.0534 rad/s, gz = -0.0462 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.8753 A, I_w_roll = -297.8830 A, theta_pitch = -56.75042mrad, theta_roll_comp = -780.2037 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12657, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253142 ms, ax =  0.4112, ay = -7.2295, az =  7.0318, gx =  0.0028 rad/s, gy =  0.0562 rad/s, gz = -0.0469 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.6052 A, I_w_roll = -295.2606 A, theta_pitch = -55.69482mrad, theta_roll_comp = -780.6381 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12658, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253162 ms, ax =  0.4196, ay = -7.0797, az =  7.0485, gx =  0.0072 rad/s, gy =  0.0598 rad/s, gz = -0.0433 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.2984 A, I_w_roll = -293.7841 A, theta_pitch = -54.60824mrad, theta_roll_comp = -780.7917 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12659, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253182 ms, ax =  0.4291, ay = -6.8999, az =  7.0917, gx =  0.0087 rad/s, gy =  0.0645 rad/s, gz = -0.0364 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.9425 A, I_w_roll = -293.1955 A, theta_pitch = -53.47874mrad, theta_roll_comp = -780.6019 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12660, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253202 ms, ax =  0.4267, ay = -6.7656, az =  7.1157, gx =  0.0058 rad/s, gy =  0.0693 rad/s, gz = -0.0278 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.5712 A, I_w_roll = -294.0413 A, theta_pitch = -52.28153mrad, theta_roll_comp = -780.1530 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12661, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253222 ms, ax =  0.4052, ay = -6.7297, az =  7.1157, gx = -0.0012 rad/s, gy =  0.0746 rad/s, gz = -0.0184 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.1616 A, I_w_roll = -296.2804 A, theta_pitch = -50.97148mrad, theta_roll_comp = -779.6923 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12662, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253242 ms, ax =  0.3716, ay = -6.7608, az =  7.1145, gx = -0.0075 rad/s, gy =  0.0793 rad/s, gz = -0.0121 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.7562 A, I_w_roll = -298.3865 A, theta_pitch = -49.51098mrad, theta_roll_comp = -779.3652 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12663, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253262 ms, ax =  0.3201, ay = -6.8615, az =  7.1097, gx = -0.0121 rad/s, gy =  0.0811 rad/s, gz = -0.0111 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4387 A, I_w_roll = -299.9268 A, theta_pitch = -47.89148mrad, theta_roll_comp = -779.2546 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12664, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253282 ms, ax =  0.2397, ay = -6.9562, az =  7.0797, gx = -0.0146 rad/s, gy =  0.0790 rad/s, gz = -0.0157 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2585 A, I_w_roll = -300.8668 A, theta_pitch = -46.12199mrad, theta_roll_comp = -779.3909 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12665, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253302 ms, ax =  0.1319, ay = -7.0318, az =  7.0509, gx = -0.0133 rad/s, gy =  0.0721 rad/s, gz = -0.0258 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.2512 A, I_w_roll = -300.5244 A, theta_pitch = -44.22711mrad, theta_roll_comp = -779.7001 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12666, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253322 ms, ax =  0.0240, ay = -7.0677, az =  7.0437, gx = -0.0102 rad/s, gy =  0.0601 rad/s, gz = -0.0388 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4338 A, I_w_roll = -299.5950 A, theta_pitch = -42.24877mrad, theta_roll_comp = -780.0562 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12667, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253342 ms, ax = -0.0599, ay = -7.0689, az =  7.0330, gx = -0.0069 rad/s, gy =  0.0422 rad/s, gz = -0.0521 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.8605 A, I_w_roll = -298.5580 A, theta_pitch = -40.33541mrad, theta_roll_comp = -780.3765 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12668, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253362 ms, ax = -0.1007, ay = -7.0198, az =  7.0222, gx = -0.0047 rad/s, gy =  0.0244 rad/s, gz = -0.0625 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.3237 A, I_w_roll = -297.8896 A, theta_pitch = -38.66570mrad, theta_roll_comp = -780.5696 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12669, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253382 ms, ax = -0.1139, ay = -7.0210, az =  7.0461, gx = -0.0021 rad/s, gy =  0.0080 rad/s, gz = -0.0687 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.7712 A, I_w_roll = -297.0127 A, theta_pitch = -37.28140mrad, theta_roll_comp = -780.7076 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12670, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253402 ms, ax = -0.1055, ay = -7.0521, az =  7.0761, gx = -0.0005 rad/s, gy = -0.0062 rad/s, gz = -0.0702 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.1832 A, I_w_roll = -296.4869 A, theta_pitch = -36.22871mrad, theta_roll_comp = -780.7911 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12671, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253422 ms, ax = -0.0767, ay = -7.0689, az =  7.0485, gx =  0.0016 rad/s, gy = -0.0167 rad/s, gz = -0.0666 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.4929 A, I_w_roll = -295.7737 A, theta_pitch = -35.48837mrad, theta_roll_comp = -780.8723 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12672, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253442 ms, ax = -0.0432, ay = -7.0893, az =  7.0425, gx =  0.0040 rad/s, gy = -0.0234 rad/s, gz = -0.0597 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.6894 A, I_w_roll = -294.9654 A, theta_pitch = -35.02255mrad, theta_roll_comp = -780.9487 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12673, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253462 ms, ax =  0.0144, ay = -7.1193, az =  7.0617, gx =  0.0050 rad/s, gy = -0.0255 rad/s, gz = -0.0503 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.7406 A, I_w_roll = -294.6605 A, theta_pitch = -34.79583mrad, theta_roll_comp = -781.0020 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12674, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253482 ms, ax =  0.1199, ay = -7.1384, az =  7.1025, gx =  0.0095 rad/s, gy = -0.0239 rad/s, gz = -0.0369 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.6753 A, I_w_roll = -293.0647 A, theta_pitch = -34.78670mrad, theta_roll_comp = -780.9741 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12675, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253502 ms, ax =  0.2613, ay = -7.1253, az =  7.0773, gx =  0.0139 rad/s, gy = -0.0158 rad/s, gz = -0.0212 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  4.3881 A, I_w_roll = -291.4920 A, theta_pitch = -35.03836mrad, theta_roll_comp = -780.8871 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12676, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253522 ms, ax =  0.3872, ay = -7.0749, az =  7.0881, gx =  0.0159 rad/s, gy = -0.0025 rad/s, gz = -0.0044 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.9162 A, I_w_roll = -290.7206 A, theta_pitch = -35.44307mrad, theta_roll_comp = -780.7063 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12677, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253542 ms, ax =  0.4591, ay = -6.9958, az =  7.1277, gx =  0.0164 rad/s, gy =  0.0116 rad/s, gz =  0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  3.4108 A, I_w_roll = -290.3931 A, theta_pitch = -35.83753mrad, theta_roll_comp = -780.3535 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12678, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253562 ms, ax =  0.5167, ay = -6.8807, az =  7.1217, gx =  0.0167 rad/s, gy =  0.0243 rad/s, gz =  0.0136 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.9472 A, I_w_roll = -290.1006 A, theta_pitch = -36.11984mrad, theta_roll_comp = -779.8552 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12679, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253582 ms, ax =  0.5574, ay = -6.7788, az =  7.1061, gx =  0.0119 rad/s, gy =  0.0376 rad/s, gz =  0.0122 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  2.4384 A, I_w_roll = -291.5485 A, theta_pitch = -36.27837mrad, theta_roll_comp = -779.2807 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12680, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253602 ms, ax =  0.5910, ay = -6.7465, az =  7.1384, gx =  0.0066 rad/s, gy =  0.0506 rad/s, gz =  0.0023 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.9171 A, I_w_roll = -293.1809 A, theta_pitch = -36.28310mrad, theta_roll_comp = -778.7012 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12681, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253622 ms, ax =  0.5958, ay = -6.7896, az =  7.1396, gx =  0.0028 rad/s, gy =  0.0613 rad/s, gz = -0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4620 A, I_w_roll = -294.2915 A, theta_pitch = -36.08952mrad, theta_roll_comp = -778.2155 mrad, theta_setpoint = -40.0000 mrad, 
msg = 12682, nerr =   51p/ 123r, time steps =   10, qsz =    2, switch = off, t =   253642 ms, ax =  0.5778, ay = -6.8543, az =  7.0929, gx = -0.0013 rad/s, gy =  0.0709 rad/s, gz = -0.0364 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0180 A, I_w_roll = -295.6275 A, theta_pitch = -35.68606mrad, theta_roll_comp = -777.9435 mrad, theta_setpoint = -40.0000 mrad, 
