picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch = -0.0000, rpm_roll =  0.0000, I_w_pitch =  0.0000 A, I_w_roll = 8893892.0000 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = 47223.9258 mrad, 
msg = 4815, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96302 ms, ax = -0.9182, ay = -6.4372, az =  7.6251, gx = -0.0332 rad/s, gy = -0.2278 rad/s, gz = -0.2601 rad/s, rpm_pitch =  0.0000, rpm_roll = -143.5495, I_w_pitch = 21.3909 A, I_w_roll = -205.1334 A, theta_pitch = -91.86159mrad, theta_roll_comp = -514.7311 mrad, theta_setpoint = -30.9851 mrad, 
msg = 4816, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96322 ms, ax = -0.8439, ay = -6.5235, az =  7.5568, gx = -0.0288 rad/s, gy = -0.2206 rad/s, gz = -0.2736 rad/s, rpm_pitch = -6.0699, rpm_roll = -143.1150, I_w_pitch = 13.1557 A, I_w_roll = -205.3597 A, theta_pitch = -92.24443mrad, theta_roll_comp = -519.1689 mrad, theta_setpoint = -31.0124 mrad, 
msg = 4817, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96342 ms, ax = -0.7792, ay = -6.5894, az =  7.5508, gx = -0.0250 rad/s, gy = -0.2133 rad/s, gz = -0.2715 rad/s, rpm_pitch = -6.0699, rpm_roll = -143.1150, I_w_pitch = 12.9163 A, I_w_roll = -205.7818 A, theta_pitch = -92.60119mrad, theta_roll_comp = -523.6031 mrad, theta_setpoint = -31.0124 mrad, 
msg = 4818, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96362 ms, ax = -0.6833, ay = -6.5978, az =  7.5904, gx = -0.0218 rad/s, gy = -0.2066 rad/s, gz = -0.2519 rad/s, rpm_pitch =  0.0000, rpm_roll = -142.1791, I_w_pitch = 20.7091 A, I_w_roll = -206.3534 A, theta_pitch = -92.96227mrad, theta_roll_comp = -527.8871 mrad, theta_setpoint = -31.0711 mrad, 
msg = 4819, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96382 ms, ax = -0.6497, ay = -6.6074, az =  7.6239, gx = -0.0182 rad/s, gy = -0.1994 rad/s, gz = -0.2162 rad/s, rpm_pitch =  0.0000, rpm_roll = -142.1791, I_w_pitch = 20.4843 A, I_w_roll = -206.7332 A, theta_pitch = -93.38085mrad, theta_roll_comp = -531.9822 mrad, theta_setpoint = -31.0711 mrad, 
msg = 4820, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96402 ms, ax = -0.6197, ay = -6.5810, az =  7.6359, gx = -0.0154 rad/s, gy = -0.1902 rad/s, gz = -0.1655 rad/s, rpm_pitch = -5.3275, rpm_roll = -141.2767, I_w_pitch = 13.1432 A, I_w_roll = -207.2905 A, theta_pitch = -93.72981mrad, theta_roll_comp = -535.8788 mrad, theta_setpoint = -31.1278 mrad, 
msg = 4821, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96422 ms, ax = -0.5910, ay = -6.5367, az =  7.6467, gx = -0.0149 rad/s, gy = -0.1812 rad/s, gz = -0.1025 rad/s, rpm_pitch = -4.0175, rpm_roll = -140.8422, I_w_pitch = 14.5499 A, I_w_roll = -208.5899 A, theta_pitch = -94.00429mrad, theta_roll_comp = -539.6208 mrad, theta_setpoint = -31.1551 mrad, 
msg = 4822, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96442 ms, ax = -0.5622, ay = -6.4947, az =  7.6647, gx = -0.0150 rad/s, gy = -0.1689 rad/s, gz = -0.0313 rad/s, rpm_pitch = -4.0175, rpm_roll = -140.8422, I_w_pitch = 14.0788 A, I_w_roll = -210.0679 A, theta_pitch = -94.13036mrad, theta_roll_comp = -543.1992 mrad, theta_setpoint = -31.1551 mrad, 
msg = 4823, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96462 ms, ax = -0.5011, ay = -6.4983, az =  7.6455, gx = -0.0159 rad/s, gy = -0.1546 rad/s, gz =  0.0363 rad/s, rpm_pitch =  0.0000, rpm_roll = -139.8730, I_w_pitch = 18.7999 A, I_w_roll = -211.7628 A, theta_pitch = -94.11739mrad, theta_roll_comp = -546.6817 mrad, theta_setpoint = -31.2160 mrad, 
msg = 4824, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96482 ms, ax = -0.4399, ay = -6.4995, az =  7.6395, gx = -0.0167 rad/s, gy = -0.1404 rad/s, gz =  0.0907 rad/s, rpm_pitch =  0.0000, rpm_roll = -139.3382, I_w_pitch = 18.2133 A, I_w_roll = -213.4165 A, theta_pitch = -93.97112mrad, theta_roll_comp = -550.1506 mrad, theta_setpoint = -31.2496 mrad, 
msg = 4825, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96502 ms, ax = -0.3560, ay = -6.4839, az =  7.6671, gx = -0.0155 rad/s, gy = -0.1246 rad/s, gz =  0.1242 rad/s, rpm_pitch =  0.0000, rpm_roll = -139.3382, I_w_pitch = 17.5339 A, I_w_roll = -214.3320 A, theta_pitch = -93.66695mrad, theta_roll_comp = -553.4878 mrad, theta_setpoint = -31.2496 mrad, 
msg = 4826, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96522 ms, ax = -0.3476, ay = -6.4731, az =  7.6371, gx = -0.0142 rad/s, gy = -0.1086 rad/s, gz =  0.1346 rad/s, rpm_pitch =  0.0000, rpm_roll = -138.4358, I_w_pitch = 16.8225 A, I_w_roll = -215.1382 A, theta_pitch = -93.18509mrad, theta_roll_comp = -556.7251 mrad, theta_setpoint = -31.3062 mrad, 
msg = 4827, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96542 ms, ax = -0.3524, ay = -6.4264, az =  7.6551, gx = -0.0125 rad/s, gy = -0.0922 rad/s, gz =  0.1241 rad/s, rpm_pitch =  0.0000, rpm_roll = -138.4358, I_w_pitch = 16.0565 A, I_w_roll = -215.7881 A, theta_pitch = -92.44627mrad, theta_roll_comp = -559.8646 mrad, theta_setpoint = -31.3062 mrad, 
msg = 4828, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96562 ms, ax = -0.2841, ay = -6.3964, az =  7.6647, gx = -0.0105 rad/s, gy = -0.0784 rad/s, gz =  0.0933 rad/s, rpm_pitch =  0.0000, rpm_roll = -137.5000, I_w_pitch = 15.3617 A, I_w_roll = -216.2448 A, theta_pitch = -91.50654mrad, theta_roll_comp = -562.8128 mrad, theta_setpoint = -31.3650 mrad, 
msg = 4829, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96582 ms, ax = -0.2278, ay = -6.3760, az =  7.6443, gx = -0.0089 rad/s, gy = -0.0685 rad/s, gz =  0.0521 rad/s, rpm_pitch =  0.0000, rpm_roll = -137.0321, I_w_pitch = 14.8150 A, I_w_roll = -216.8108 A, theta_pitch = -90.48996mrad, theta_roll_comp = -565.6553 mrad, theta_setpoint = -31.3944 mrad, 
msg = 4830, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96602 ms, ax = -0.2026, ay = -6.3485, az =  7.6587, gx = -0.0079 rad/s, gy = -0.0624 rad/s, gz =  0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -137.0321, I_w_pitch = 14.4101 A, I_w_roll = -217.5592 A, theta_pitch = -89.42363mrad, theta_roll_comp = -568.3418 mrad, theta_setpoint = -31.3944 mrad, 
msg = 4831, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96622 ms, ax = -0.1618, ay = -6.3629, az =  7.6419, gx = -0.0071 rad/s, gy = -0.0595 rad/s, gz = -0.0358 rad/s, rpm_pitch =  0.0000, rpm_roll = -136.1631, I_w_pitch = 14.1367 A, I_w_roll = -218.3046 A, theta_pitch = -88.38252mrad, theta_roll_comp = -570.9589 mrad, theta_setpoint = -31.4490 mrad, 
msg = 4832, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96642 ms, ax = -0.1630, ay = -6.3413, az =  7.6263, gx = -0.0074 rad/s, gy = -0.0601 rad/s, gz = -0.0687 rad/s, rpm_pitch =  0.0000, rpm_roll = -136.1631, I_w_pitch = 14.0163 A, I_w_roll = -219.4228 A, theta_pitch = -87.40202mrad, theta_roll_comp = -573.5215 mrad, theta_setpoint = -31.4490 mrad, 
msg = 4833, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96662 ms, ax = -0.1415, ay = -6.3557, az =  7.6119, gx = -0.0086 rad/s, gy = -0.0631 rad/s, gz = -0.0874 rad/s, rpm_pitch =  0.0000, rpm_roll = -135.2273, I_w_pitch = 13.9991 A, I_w_roll = -220.8461 A, theta_pitch = -86.50625mrad, theta_roll_comp = -576.0897 mrad, theta_setpoint = -31.5077 mrad, 
msg = 4834, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96682 ms, ax = -0.1271, ay = -6.3701, az =  7.6131, gx = -0.0105 rad/s, gy = -0.0673 rad/s, gz = -0.0927 rad/s, rpm_pitch =  0.0000, rpm_roll = -134.7259, I_w_pitch = 14.0480 A, I_w_roll = -222.5028 A, theta_pitch = -85.69575mrad, theta_roll_comp = -578.6320 mrad, theta_setpoint = -31.5392 mrad, 
msg = 4835, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96702 ms, ax = -0.1355, ay = -6.3605, az =  7.6431, gx = -0.0121 rad/s, gy = -0.0713 rad/s, gz = -0.0843 rad/s, rpm_pitch =  0.0000, rpm_roll = -134.7259, I_w_pitch = 14.1125 A, I_w_roll = -224.0802 A, theta_pitch = -85.06076mrad, theta_roll_comp = -581.1772 mrad, theta_setpoint = -31.5392 mrad, 
msg = 4836, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96722 ms, ax = -0.1235, ay = -6.4024, az =  7.6227, gx = -0.0146 rad/s, gy = -0.0759 rad/s, gz = -0.0630 rad/s, rpm_pitch =  0.0000, rpm_roll = -133.7233, I_w_pitch = 14.2162 A, I_w_roll = -225.9604 A, theta_pitch = -84.54453mrad, theta_roll_comp = -583.7271 mrad, theta_setpoint = -31.6022 mrad, 
msg = 4837, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96742 ms, ax = -0.1235, ay = -6.4348, az =  7.6179, gx = -0.0169 rad/s, gy = -0.0792 rad/s, gz = -0.0393 rad/s, rpm_pitch =  0.0000, rpm_roll = -133.7233, I_w_pitch = 14.2790 A, I_w_roll = -227.7992 A, theta_pitch = -84.07567mrad, theta_roll_comp = -586.3434 mrad, theta_setpoint = -31.6022 mrad, 
msg = 4838, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96762 ms, ax = -0.1331, ay = -6.4731, az =  7.6311, gx = -0.0174 rad/s, gy = -0.0817 rad/s, gz = -0.0091 rad/s, rpm_pitch =  0.0000, rpm_roll = -132.8209, I_w_pitch = 14.3222 A, I_w_roll = -229.0174 A, theta_pitch = -83.68877mrad, theta_roll_comp = -588.9795 mrad, theta_setpoint = -31.6588 mrad, 
msg = 4839, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96782 ms, ax = -0.1067, ay = -6.5283, az =  7.6143, gx = -0.0177 rad/s, gy = -0.0840 rad/s, gz =  0.0193 rad/s, rpm_pitch =  0.0000, rpm_roll = -132.2861, I_w_pitch = 14.3655 A, I_w_roll = -230.1694 A, theta_pitch = -83.37415mrad, theta_roll_comp = -591.6602 mrad, theta_setpoint = -31.6924 mrad, 
msg = 4840, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96802 ms, ax = -0.1079, ay = -6.5451, az =  7.6012, gx = -0.0166 rad/s, gy = -0.0869 rad/s, gz =  0.0426 rad/s, rpm_pitch =  0.0000, rpm_roll = -132.2861, I_w_pitch = 14.4464 A, I_w_roll = -230.8698 A, theta_pitch = -83.13205mrad, theta_roll_comp = -594.3433 mrad, theta_setpoint = -31.6924 mrad, 
msg = 4841, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96822 ms, ax = -0.1415, ay = -6.5559, az =  7.6299, gx = -0.0137 rad/s, gy = -0.0898 rad/s, gz =  0.0615 rad/s, rpm_pitch =  0.0000, rpm_roll = -131.3837, I_w_pitch = 14.5333 A, I_w_roll = -230.8700 A, theta_pitch = -82.93069mrad, theta_roll_comp = -596.9636 mrad, theta_setpoint = -31.7491 mrad, 
msg = 4842, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96842 ms, ax = -0.1271, ay = -6.5678, az =  7.6299, gx = -0.0114 rad/s, gy = -0.0936 rad/s, gz =  0.0755 rad/s, rpm_pitch =  0.0000, rpm_roll = -130.5147, I_w_pitch = 14.6580 A, I_w_roll = -231.0527 A, theta_pitch = -82.76778mrad, theta_roll_comp = -599.4555 mrad, theta_setpoint = -31.8037 mrad, 
msg = 4843, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96862 ms, ax = -0.1055, ay = -6.5235, az =  7.6215, gx = -0.0091 rad/s, gy = -0.0972 rad/s, gz =  0.0824 rad/s, rpm_pitch =  0.0000, rpm_roll = -130.5147, I_w_pitch = 14.7922 A, I_w_roll = -231.2088 A, theta_pitch = -82.70319mrad, theta_roll_comp = -601.8264 mrad, theta_setpoint = -31.8037 mrad, 
msg = 4844, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96882 ms, ax = -0.0983, ay = -6.4420, az =  7.6203, gx = -0.0077 rad/s, gy = -0.0998 rad/s, gz =  0.0846 rad/s, rpm_pitch =  0.0000, rpm_roll = -130.0134, I_w_pitch = 14.9060 A, I_w_roll = -231.5694 A, theta_pitch = -82.75219mrad, theta_roll_comp = -604.0411 mrad, theta_setpoint = -31.8352 mrad, 
msg = 4845, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96902 ms, ax = -0.0587, ay = -6.3880, az =  7.6227, gx = -0.0085 rad/s, gy = -0.1016 rad/s, gz =  0.0807 rad/s, rpm_pitch =  0.0000, rpm_roll = -130.0134, I_w_pitch = 14.9962 A, I_w_roll = -232.6719 A, theta_pitch = -82.89179mrad, theta_roll_comp = -606.0983 mrad, theta_setpoint = -31.8352 mrad, 
msg = 4846, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96922 ms, ax = -0.0587, ay = -6.3413, az =  7.6239, gx = -0.0102 rad/s, gy = -0.1025 rad/s, gz =  0.0710 rad/s, rpm_pitch =  0.0000, rpm_roll = -129.1110, I_w_pitch = 15.0641 A, I_w_roll = -234.0328 A, theta_pitch = -83.09554mrad, theta_roll_comp = -608.0427 mrad, theta_setpoint = -31.8918 mrad, 
msg = 4847, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96942 ms, ax = -0.0803, ay = -6.3497, az =  7.6323, gx = -0.0115 rad/s, gy = -0.1034 rad/s, gz =  0.0553 rad/s, rpm_pitch =  0.0000, rpm_roll = -128.6765, I_w_pitch = 15.1343 A, I_w_roll = -235.2513 A, theta_pitch = -83.31531mrad, theta_roll_comp = -609.9509 mrad, theta_setpoint = -31.9191 mrad, 
msg = 4848, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96962 ms, ax = -0.0779, ay = -6.3689, az =  7.6215, gx = -0.0133 rad/s, gy = -0.1049 rad/s, gz =  0.0348 rad/s, rpm_pitch =  0.0000, rpm_roll = -128.6765, I_w_pitch = 15.2309 A, I_w_roll = -236.6289 A, theta_pitch = -83.56857mrad, theta_roll_comp = -611.8803 mrad, theta_setpoint = -31.9191 mrad, 
msg = 4849, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    96982 ms, ax = -0.0635, ay = -6.4264, az =  7.6431, gx = -0.0134 rad/s, gy = -0.1068 rad/s, gz =  0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -127.6404, I_w_pitch = 15.3525 A, I_w_roll = -237.4419 A, theta_pitch = -83.88195mrad, theta_roll_comp = -613.8615 mrad, theta_setpoint = -31.9842 mrad, 
msg = 4850, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97002 ms, ax = -0.0360, ay = -6.4827, az =  7.6107, gx = -0.0127 rad/s, gy = -0.1099 rad/s, gz = -0.0032 rad/s, rpm_pitch =  0.0000, rpm_roll = -127.6404, I_w_pitch = 15.5322 A, I_w_roll = -238.0155 A, theta_pitch = -84.22777mrad, theta_roll_comp = -615.8779 mrad, theta_setpoint = -31.9842 mrad, 
msg = 4851, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97022 ms, ax = -0.0479, ay = -6.5103, az =  7.6083, gx = -0.0109 rad/s, gy = -0.1147 rad/s, gz = -0.0164 rad/s, rpm_pitch =  0.0000, rpm_roll = -126.7714, I_w_pitch = 15.7923 A, I_w_roll = -238.1628 A, theta_pitch = -84.68361mrad, theta_roll_comp = -617.9318 mrad, theta_setpoint = -32.0388 mrad, 
msg = 4852, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97042 ms, ax = -0.0192, ay = -6.5151, az =  7.5856, gx = -0.0093 rad/s, gy = -0.1199 rad/s, gz = -0.0268 rad/s, rpm_pitch =  0.0000, rpm_roll = -126.3035, I_w_pitch = 16.0857 A, I_w_roll = -238.3960 A, theta_pitch = -85.25509mrad, theta_roll_comp = -619.9423 mrad, theta_setpoint = -32.0681 mrad, 
msg = 4853, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97062 ms, ax = -0.0024, ay = -6.5043, az =  7.6119, gx = -0.0069 rad/s, gy = -0.1259 rad/s, gz = -0.0344 rad/s, rpm_pitch =  0.0000, rpm_roll = -126.3035, I_w_pitch = 16.4336 A, I_w_roll = -238.3248 A, theta_pitch = -85.97655mrad, theta_roll_comp = -621.8616 mrad, theta_setpoint = -32.0681 mrad, 
msg = 4854, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97082 ms, ax =  0.0240, ay = -6.4755, az =  7.5892, gx = -0.0062 rad/s, gy = -0.1311 rad/s, gz = -0.0405 rad/s, rpm_pitch = -5.1528, rpm_roll = -125.4011, I_w_pitch =  9.9750 A, I_w_roll = -238.7888 A, theta_pitch = -86.83810mrad, theta_roll_comp = -623.6608 mrad, theta_setpoint = -32.1248 mrad, 
msg = 4855, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97102 ms, ax =  0.0635, ay = -6.4420, az =  7.5820, gx = -0.0062 rad/s, gy = -0.1362 rad/s, gz = -0.0423 rad/s, rpm_pitch = -1.0044, rpm_roll = -125.4011, I_w_pitch = 15.8048 A, I_w_roll = -239.4747 A, theta_pitch = -87.88054mrad, theta_roll_comp = -625.3757 mrad, theta_setpoint = -32.1248 mrad, 
msg = 4856, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97122 ms, ax =  0.0695, ay = -6.4324, az =  7.6035, gx = -0.0067 rad/s, gy = -0.1391 rad/s, gz = -0.0426 rad/s, rpm_pitch = -1.0044, rpm_roll = -124.4987, I_w_pitch = 16.0948 A, I_w_roll = -240.3011 A, theta_pitch = -89.03316mrad, theta_roll_comp = -627.0322 mrad, theta_setpoint = -32.1815 mrad, 
msg = 4857, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97142 ms, ax =  0.0839, ay = -6.4216, az =  7.5976, gx = -0.0078 rad/s, gy = -0.1400 rad/s, gz = -0.0330 rad/s, rpm_pitch =  0.0000, rpm_roll = -124.0307, I_w_pitch = 17.6392 A, I_w_roll = -241.3101 A, theta_pitch = -90.25031mrad, theta_roll_comp = -628.6520 mrad, theta_setpoint = -32.2109 mrad, 
msg = 4858, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97162 ms, ax =  0.1151, ay = -6.4636, az =  7.6155, gx = -0.0086 rad/s, gy = -0.1390 rad/s, gz = -0.0081 rad/s, rpm_pitch =  0.0000, rpm_roll = -124.0307, I_w_pitch = 17.7830 A, I_w_roll = -242.2491 A, theta_pitch = -91.49266mrad, theta_roll_comp = -630.3004 mrad, theta_setpoint = -32.2109 mrad, 
msg = 4859, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97182 ms, ax =  0.1510, ay = -6.5283, az =  7.6143, gx = -0.0087 rad/s, gy = -0.1367 rad/s, gz =  0.0260 rad/s, rpm_pitch =  0.0000, rpm_roll = -123.1283, I_w_pitch = 17.8813 A, I_w_roll = -242.9505 A, theta_pitch = -92.75184mrad, theta_roll_comp = -631.9941 mrad, theta_setpoint = -32.2675 mrad, 
msg = 4860, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97202 ms, ax =  0.1798, ay = -6.5882, az =  7.5868, gx = -0.0079 rad/s, gy = -0.1335 rad/s, gz =  0.0607 rad/s, rpm_pitch =  0.0000, rpm_roll = -123.1283, I_w_pitch = 17.9412 A, I_w_roll = -243.3732 A, theta_pitch = -94.00335mrad, theta_roll_comp = -633.7499 mrad, theta_setpoint = -32.2675 mrad, 
msg = 4861, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97222 ms, ax =  0.1822, ay = -6.6050, az =  7.5832, gx = -0.0057 rad/s, gy = -0.1294 rad/s, gz =  0.0963 rad/s, rpm_pitch =  0.0000, rpm_roll = -122.1591, I_w_pitch = 17.9566 A, I_w_roll = -243.2623 A, theta_pitch = -95.20634mrad, theta_roll_comp = -635.5142 mrad, theta_setpoint = -32.3284 mrad, 
msg = 4862, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97242 ms, ax =  0.2505, ay = -6.6194, az =  7.5916, gx = -0.0026 rad/s, gy = -0.1257 rad/s, gz =  0.1230 rad/s, rpm_pitch =  0.0000, rpm_roll = -121.6912, I_w_pitch = 17.9841 A, I_w_roll = -242.8597 A, theta_pitch = -96.38395mrad, theta_roll_comp = -637.2169 mrad, theta_setpoint = -32.3578 mrad, 
msg = 4863, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97262 ms, ax =  0.2481, ay = -6.6002, az =  7.5784, gx =  0.0004 rad/s, gy = -0.1213 rad/s, gz =  0.1387 rad/s, rpm_pitch =  0.0000, rpm_roll = -121.6912, I_w_pitch = 17.9832 A, I_w_roll = -242.4274 A, theta_pitch = -97.55025mrad, theta_roll_comp = -638.8158 mrad, theta_setpoint = -32.3578 mrad, 
msg = 4864, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97282 ms, ax =  0.2733, ay = -6.5666, az =  7.5748, gx =  0.0031 rad/s, gy = -0.1155 rad/s, gz =  0.1459 rad/s, rpm_pitch =  0.0000, rpm_roll = -120.8890, I_w_pitch = 17.9189 A, I_w_roll = -242.0657 A, theta_pitch = -98.64820mrad, theta_roll_comp = -640.2922 mrad, theta_setpoint = -32.4082 mrad, 
msg = 4865, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97302 ms, ax =  0.3165, ay = -6.5127, az =  7.6107, gx =  0.0048 rad/s, gy = -0.1092 rad/s, gz =  0.1455 rad/s, rpm_pitch =  0.0000, rpm_roll = -120.3877, I_w_pitch = 17.8204 A, I_w_roll = -241.9782 A, theta_pitch = -99.69569mrad, theta_roll_comp = -641.6196 mrad, theta_setpoint = -32.4396 mrad, 
msg = 4866, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97322 ms, ax =  0.3728, ay = -6.4588, az =  7.6179, gx =  0.0056 rad/s, gy = -0.1010 rad/s, gz =  0.1378 rad/s, rpm_pitch =  0.0000, rpm_roll = -120.3877, I_w_pitch = 17.6452 A, I_w_roll = -242.1600 A, theta_pitch = -100.69362mrad, theta_roll_comp = -642.7732 mrad, theta_setpoint = -32.4396 mrad, 
msg = 4867, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97342 ms, ax =  0.4028, ay = -6.3976, az =  7.6083, gx =  0.0048 rad/s, gy = -0.0918 rad/s, gz =  0.1241 rad/s, rpm_pitch =  0.0000, rpm_roll = -119.5856, I_w_pitch = 17.4155 A, I_w_roll = -242.8381 A, theta_pitch = -101.61223mrad, theta_roll_comp = -643.8195 mrad, theta_setpoint = -32.4900 mrad, 
msg = 4868, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97362 ms, ax =  0.3992, ay = -6.3461, az =  7.6179, gx =  0.0035 rad/s, gy = -0.0835 rad/s, gz =  0.1064 rad/s, rpm_pitch =  0.0000, rpm_roll = -119.5856, I_w_pitch = 17.1964 A, I_w_roll = -243.6900 A, theta_pitch = -102.38869mrad, theta_roll_comp = -644.7842 mrad, theta_setpoint = -32.4900 mrad, 
msg = 4869, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97382 ms, ax =  0.4555, ay = -6.3173, az =  7.6155, gx =  0.0007 rad/s, gy = -0.0752 rad/s, gz =  0.0839 rad/s, rpm_pitch =  0.0000, rpm_roll = -118.6163, I_w_pitch = 16.9639 A, I_w_roll = -245.0126 A, theta_pitch = -103.04029mrad, theta_roll_comp = -645.7049 mrad, theta_setpoint = -32.5509 mrad, 
msg = 4870, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97402 ms, ax =  0.4435, ay = -6.3137, az =  7.6311, gx = -0.0025 rad/s, gy = -0.0675 rad/s, gz =  0.0591 rad/s, rpm_pitch =  0.0000, rpm_roll = -118.1484, I_w_pitch = 16.7332 A, I_w_roll = -246.4890 A, theta_pitch = -103.56142mrad, theta_roll_comp = -646.6290 mrad, theta_setpoint = -32.5803 mrad, 
msg = 4871, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97422 ms, ax =  0.4807, ay = -6.3533, az =  7.6143, gx = -0.0050 rad/s, gy = -0.0615 rad/s, gz =  0.0328 rad/s, rpm_pitch =  0.0000, rpm_roll = -118.1484, I_w_pitch = 16.5569 A, I_w_roll = -247.7731 A, theta_pitch = -103.98449mrad, theta_roll_comp = -647.6257 mrad, theta_setpoint = -32.5803 mrad, 
msg = 4872, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97442 ms, ax =  0.4603, ay = -6.3868, az =  7.6059, gx = -0.0065 rad/s, gy = -0.0554 rad/s, gz =  0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -117.2460, I_w_pitch = 16.3597 A, I_w_roll = -248.7016 A, theta_pitch = -104.30289mrad, theta_roll_comp = -648.7219 mrad, theta_setpoint = -32.6370 mrad, 
msg = 4873, nerr =    8p/  51r, time steps =   10, qsz =    2, switch = off, t =    97462 ms, ax =  0.4675, ay = -6.4336, az =  7.5760, gx = -0.0073 rad/s, gy = -0.0504 rad/s, gz = -0.0158 rad/s, rpm_pitch =  0.0000, rpm_roll = -117.2460, I_w_pitch = 16.1953 A, I_w_roll = -249.4572 A, theta_pitch = -104.52076mrad, theta_roll_comp = -649.9117 mrad, theta_setpoint = -32.6370 mrad, 
