picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, nerr =    0p/   0r, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -6.1004 A, I_w_roll = -12.4082 A, theta_pitch = 0.00000mrad, theta_roll_comp =  0.0000 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1246, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24922 ms, ax =  0.2793, ay =  0.3920, az =  9.9483, gx = -0.0057 rad/s, gy = -0.0637 rad/s, gz = -0.0582 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.5256 A, I_w_roll = 24.5305 A, theta_pitch = -3.17213mrad, theta_roll_comp = 26.2962 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1247, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24942 ms, ax =  0.2865, ay =  0.2913, az =  9.9399, gx = -0.0103 rad/s, gy = -0.0595 rad/s, gz = -0.0565 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.6122 A, I_w_roll = 22.8896 A, theta_pitch = -4.88521mrad, theta_roll_comp = 26.2718 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1248, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24962 ms, ax =  0.3273, ay =  0.2326, az =  9.9686, gx = -0.0123 rad/s, gy = -0.0536 rad/s, gz = -0.0455 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.6238 A, I_w_roll = 22.1003 A, theta_pitch = -6.52500mrad, theta_roll_comp = 26.0462 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1249, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    24982 ms, ax =  0.3608, ay =  0.1966, az =  9.9770, gx = -0.0129 rad/s, gy = -0.0463 rad/s, gz = -0.0399 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.5620 A, I_w_roll = 21.7766 A, theta_pitch = -8.06606mrad, theta_roll_comp = 25.7029 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1250, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25002 ms, ax =  0.3452, ay =  0.1870, az =  9.9638, gx = -0.0137 rad/s, gy = -0.0374 rad/s, gz = -0.0394 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.4103 A, I_w_roll = 21.3375 A, theta_pitch = -9.43382mrad, theta_roll_comp = 25.3042 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1251, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25022 ms, ax =  0.2901, ay =  0.1894, az =  9.9351, gx = -0.0158 rad/s, gy = -0.0302 rad/s, gz = -0.0341 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.2881 A, I_w_roll = 20.4257 A, theta_pitch = -10.53638mrad, theta_roll_comp = 24.8890 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1252, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25042 ms, ax =  0.2481, ay =  0.1462, az =  9.9519, gx = -0.0150 rad/s, gy = -0.0254 rad/s, gz = -0.0196 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.2256 A, I_w_roll = 20.5204 A, theta_pitch = -11.39832mrad, theta_roll_comp = 24.4266 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1253, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25062 ms, ax =  0.2230, ay =  0.1007, az =  9.9770, gx = -0.0131 rad/s, gy = -0.0215 rad/s, gz = -0.0003 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.1756 A, I_w_roll = 20.9647 A, theta_pitch = -12.09457mrad, theta_roll_comp = 23.9064 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1254, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25082 ms, ax =  0.2385, ay =  0.0755, az = 10.0010, gx = -0.0103 rad/s, gy = -0.0170 rad/s, gz =  0.0099 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  1.0836 A, I_w_roll = 21.7290 A, theta_pitch = -12.68837mrad, theta_roll_comp = 23.3702 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1255, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25102 ms, ax =  0.2829, ay =  0.1007, az = 10.0022, gx = -0.0081 rad/s, gy = -0.0109 rad/s, gz =  0.0016 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.9207 A, I_w_roll = 22.3336 A, theta_pitch = -13.23612mrad, theta_roll_comp = 22.9010 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1256, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25122 ms, ax =  0.3249, ay =  0.1079, az =  9.9111, gx = -0.0035 rad/s, gy = -0.0032 rad/s, gz = -0.0190 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.6859 A, I_w_roll = 23.7658 A, theta_pitch = -13.73020mrad, theta_roll_comp = 22.5202 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1257, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25142 ms, ax =  0.3512, ay =  0.1271, az =  9.8991, gx =  0.0038 rad/s, gy =  0.0047 rad/s, gz = -0.0374 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.4318 A, I_w_roll = 26.2497 A, theta_pitch = -14.13098mrad, theta_roll_comp = 22.3220 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1258, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25162 ms, ax =  0.3105, ay =  0.1247, az =  9.9495, gx =  0.0044 rad/s, gy =  0.0145 rad/s, gz = -0.0483 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch =  0.0638 A, I_w_roll = 26.4440 A, theta_pitch = -14.30520mrad, theta_roll_comp = 22.2253 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1259, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25182 ms, ax =  0.2433, ay =  0.1043, az =  9.9878, gx =  0.0055 rad/s, gy =  0.0204 rad/s, gz = -0.0499 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.1838 A, I_w_roll = 26.7697 A, theta_pitch = -14.21697mrad, theta_roll_comp = 22.1074 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1260, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25202 ms, ax =  0.1834, ay =  0.1103, az = 10.0058, gx =  0.0122 rad/s, gy =  0.0216 rad/s, gz = -0.0479 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.2749 A, I_w_roll = 29.0786 A, theta_pitch = -13.92943mrad, theta_roll_comp = 22.0540 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1261, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25222 ms, ax =  0.1271, ay =  0.1498, az =  9.9459, gx =  0.0118 rad/s, gy =  0.0207 rad/s, gz = -0.0467 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.2969 A, I_w_roll = 28.9589 A, theta_pitch = -13.53395mrad, theta_roll_comp = 22.1043 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1262, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25242 ms, ax =  0.0815, ay =  0.1738, az =  9.9243, gx =  0.0131 rad/s, gy =  0.0176 rad/s, gz = -0.0483 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.2416 A, I_w_roll = 29.4819 A, theta_pitch = -13.08589mrad, theta_roll_comp = 22.2467 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1263, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25262 ms, ax =  0.0587, ay =  0.1846, az =  9.9698, gx =  0.0146 rad/s, gy =  0.0156 rad/s, gz = -0.0481 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.2304 A, I_w_roll = 30.0724 A, theta_pitch = -12.62806mrad, theta_roll_comp = 22.4413 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1264, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25282 ms, ax =  0.0456, ay =  0.1774, az =  9.9962, gx =  0.0151 rad/s, gy =  0.0144 rad/s, gz = -0.0469 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.2487 A, I_w_roll = 30.3436 A, theta_pitch = -12.18663mrad, theta_roll_comp = 22.6533 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1265, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25302 ms, ax =  0.0396, ay =  0.1858, az =  9.9603, gx =  0.0140 rad/s, gy =  0.0143 rad/s, gz = -0.0437 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.3095 A, I_w_roll = 30.0486 A, theta_pitch = -11.74545mrad, theta_roll_comp = 22.8480 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1266, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25322 ms, ax =  0.0252, ay =  0.2158, az =  9.9351, gx =  0.0132 rad/s, gy =  0.0153 rad/s, gz = -0.0336 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.4206 A, I_w_roll = 29.8547 A, theta_pitch = -11.28870mrad, theta_roll_comp = 23.0624 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1267, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25342 ms, ax =  0.0000, ay =  0.1882, az =  9.9746, gx =  0.0120 rad/s, gy =  0.0161 rad/s, gz = -0.0135 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.5302 A, I_w_roll = 29.5157 A, theta_pitch = -10.77100mrad, theta_roll_comp = 23.2635 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1268, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25362 ms, ax = -0.0024, ay =  0.1630, az =  9.9866, gx =  0.0116 rad/s, gy =  0.0175 rad/s, gz =  0.0112 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.6664 A, I_w_roll = 29.4241 A, theta_pitch = -10.21804mrad, theta_roll_comp = 23.3839 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1269, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25382 ms, ax =  0.0312, ay =  0.1774, az =  9.9638, gx =  0.0144 rad/s, gy =  0.0191 rad/s, gz =  0.0274 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -0.8119 A, I_w_roll = 30.4528 A, theta_pitch = -9.67451mrad, theta_roll_comp = 23.5088 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1270, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25402 ms, ax =  0.0683, ay =  0.1966, az =  9.9674, gx =  0.0155 rad/s, gy =  0.0223 rad/s, gz =  0.0278 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0158 A, I_w_roll = 30.9035 A, theta_pitch = -9.16735mrad, theta_roll_comp = 23.7037 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1271, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25422 ms, ax =  0.0923, ay =  0.2050, az =  9.9698, gx =  0.0167 rad/s, gy =  0.0252 rad/s, gz =  0.0145 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2068 A, I_w_roll = 31.4234 A, theta_pitch = -8.67542mrad, theta_roll_comp = 23.9548 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1272, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25442 ms, ax =  0.0887, ay =  0.1990, az =  9.9531, gx =  0.0176 rad/s, gy =  0.0277 rad/s, gz = -0.0024 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3864 A, I_w_roll = 31.8521 A, theta_pitch = -8.15243mrad, theta_roll_comp = 24.2109 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1273, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25462 ms, ax =  0.0815, ay =  0.1918, az =  9.9303, gx =  0.0202 rad/s, gy =  0.0292 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5293 A, I_w_roll = 32.8521 A, theta_pitch = -7.59013mrad, theta_roll_comp = 24.4972 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1274, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25482 ms, ax =  0.0420, ay =  0.1750, az =  9.9435, gx =  0.0229 rad/s, gy =  0.0284 rad/s, gz = -0.0225 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5875 A, I_w_roll = 33.9517 A, theta_pitch = -6.98948mrad, theta_roll_comp = 24.7996 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1275, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25502 ms, ax =  0.0060, ay =  0.1558, az =  9.9638, gx =  0.0244 rad/s, gy =  0.0265 rad/s, gz = -0.0213 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6094 A, I_w_roll = 34.5851 A, theta_pitch = -6.34589mrad, theta_roll_comp = 25.1014 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1276, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25522 ms, ax = -0.0072, ay =  0.1415, az =  9.9471, gx =  0.0259 rad/s, gy =  0.0233 rad/s, gz = -0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5753 A, I_w_roll = 35.2182 A, theta_pitch = -5.72116mrad, theta_roll_comp = 25.4026 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1277, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25542 ms, ax = -0.0120, ay =  0.1355, az =  9.9423, gx =  0.0293 rad/s, gy =  0.0204 rad/s, gz =  0.0009 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5428 A, I_w_roll = 36.5572 A, theta_pitch = -5.15702mrad, theta_roll_comp = 25.7208 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1278, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25562 ms, ax = -0.0192, ay =  0.1403, az =  9.9375, gx =  0.0319 rad/s, gy =  0.0189 rad/s, gz =  0.0120 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5625 A, I_w_roll = 37.5918 A, theta_pitch = -4.63487mrad, theta_roll_comp = 26.0937 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1279, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25582 ms, ax = -0.0372, ay =  0.1678, az =  9.9363, gx =  0.0349 rad/s, gy =  0.0177 rad/s, gz =  0.0166 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5916 A, I_w_roll = 38.8452 A, theta_pitch = -4.12135mrad, theta_roll_comp = 26.5474 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1280, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25602 ms, ax = -0.0659, ay =  0.1714, az =  9.9327, gx =  0.0376 rad/s, gy =  0.0168 rad/s, gz =  0.0168 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6347 A, I_w_roll = 39.9913 A, theta_pitch = -3.58542mrad, theta_roll_comp = 27.0825 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1281, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25622 ms, ax = -0.0827, ay =  0.1990, az =  9.9543, gx =  0.0411 rad/s, gy =  0.0163 rad/s, gz =  0.0133 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6958 A, I_w_roll = 41.4465 A, theta_pitch = -3.03615mrad, theta_roll_comp = 27.6911 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1282, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25642 ms, ax = -0.0971, ay =  0.2409, az =  9.9591, gx =  0.0435 rad/s, gy =  0.0145 rad/s, gz =  0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7095 A, I_w_roll = 42.5753 A, theta_pitch = -2.48320mrad, theta_roll_comp = 28.4159 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1283, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25662 ms, ax = -0.1043, ay =  0.2829, az =  9.9507, gx =  0.0461 rad/s, gy =  0.0119 rad/s, gz = -0.0056 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6801 A, I_w_roll = 43.8467 A, theta_pitch = -1.96890mrad, theta_roll_comp = 29.2644 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1284, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25682 ms, ax = -0.1079, ay =  0.3165, az =  9.9327, gx =  0.0473 rad/s, gy =  0.0086 rad/s, gz = -0.0192 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.6144 A, I_w_roll = 44.6464 A, theta_pitch = -1.51930mrad, theta_roll_comp = 30.2149 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1285, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25702 ms, ax = -0.1187, ay =  0.3213, az =  9.9363, gx =  0.0486 rad/s, gy =  0.0055 rad/s, gz = -0.0300 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5510 A, I_w_roll = 45.5117 A, theta_pitch = -1.12517mrad, theta_roll_comp = 31.2133 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1286, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25722 ms, ax = -0.1307, ay =  0.3344, az =  9.9375, gx =  0.0485 rad/s, gy =  0.0016 rad/s, gz = -0.0298 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.4476 A, I_w_roll = 45.8631 A, theta_pitch = -0.78519mrad, theta_roll_comp = 32.2082 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1287, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25742 ms, ax = -0.1391, ay =  0.3656, az =  9.9459, gx =  0.0474 rad/s, gy = -0.0020 rad/s, gz = -0.0210 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3458 A, I_w_roll = 45.8953 A, theta_pitch = -0.50514mrad, theta_roll_comp = 33.2206 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1288, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25762 ms, ax = -0.1415, ay =  0.3908, az =  9.9519, gx =  0.0452 rad/s, gy = -0.0052 rad/s, gz = -0.0077 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2508 A, I_w_roll = 45.5094 A, theta_pitch = -0.28625mrad, theta_roll_comp = 34.2366 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1289, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25782 ms, ax = -0.1259, ay =  0.4016, az =  9.9567, gx =  0.0441 rad/s, gy = -0.0082 rad/s, gz =  0.0059 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1492 A, I_w_roll = 45.5330 A, theta_pitch = -0.14680mrad, theta_roll_comp = 35.2277 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1290, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25802 ms, ax = -0.0779, ay =  0.4172, az =  9.9459, gx =  0.0423 rad/s, gy = -0.0102 rad/s, gz =  0.0152 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0719 A, I_w_roll = 45.2682 A, theta_pitch = -0.12910mrad, theta_roll_comp = 36.1970 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1291, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25822 ms, ax = -0.0408, ay =  0.4255, az =  9.9327, gx =  0.0400 rad/s, gy = -0.0107 rad/s, gz =  0.0177 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0365 A, I_w_roll = 44.8507 A, theta_pitch = -0.22364mrad, theta_roll_comp = 37.1338 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1292, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25842 ms, ax = -0.0120, ay =  0.4351, az =  9.9363, gx =  0.0389 rad/s, gy = -0.0100 rad/s, gz =  0.0181 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0464 A, I_w_roll = 44.8372 A, theta_pitch = -0.37025mrad, theta_roll_comp = 38.0322 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1293, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25862 ms, ax =  0.0228, ay =  0.4699, az =  9.9591, gx =  0.0381 rad/s, gy = -0.0084 rad/s, gz =  0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0815 A, I_w_roll = 44.9237 A, theta_pitch = -0.56265mrad, theta_roll_comp = 38.9474 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1294, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25882 ms, ax =  0.0503, ay =  0.4939, az =  9.9591, gx =  0.0360 rad/s, gy = -0.0072 rad/s, gz =  0.0089 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.0970 A, I_w_roll = 44.5511 A, theta_pitch = -0.77857mrad, theta_roll_comp = 39.8800 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1295, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25902 ms, ax =  0.0863, ay =  0.5179, az =  9.9459, gx =  0.0336 rad/s, gy = -0.0050 rad/s, gz = -0.0005 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1448 A, I_w_roll = 44.0760 A, theta_pitch = -1.02796mrad, theta_roll_comp = 40.7895 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1296, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25922 ms, ax =  0.1247, ay =  0.5586, az =  9.9159, gx =  0.0301 rad/s, gy = -0.0013 rad/s, gz = -0.0093 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.2552 A, I_w_roll = 43.2233 A, theta_pitch = -1.28647mrad, theta_roll_comp = 41.6869 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1297, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25942 ms, ax =  0.1450, ay =  0.6137, az =  9.9303, gx =  0.0260 rad/s, gy =  0.0026 rad/s, gz = -0.0162 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.3748 A, I_w_roll = 42.1409 A, theta_pitch = -1.51873mrad, theta_roll_comp = 42.5929 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1298, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25962 ms, ax =  0.1546, ay =  0.6461, az =  9.9555, gx =  0.0194 rad/s, gy =  0.0076 rad/s, gz = -0.0194 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.5520 A, I_w_roll = 40.1548 A, theta_pitch = -1.68702mrad, theta_roll_comp = 43.4531 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1299, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    25982 ms, ax =  0.1283, ay =  0.6653, az =  9.9327, gx =  0.0128 rad/s, gy =  0.0124 rad/s, gz = -0.0170 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.7369 A, I_w_roll = 38.1755 A, theta_pitch = -1.73272mrad, theta_roll_comp = 44.2138 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1300, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    26002 ms, ax =  0.1031, ay =  0.6641, az =  9.9267, gx =  0.0060 rad/s, gy =  0.0159 rad/s, gz = -0.0104 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.8879 A, I_w_roll = 36.0497 A, theta_pitch = -1.64888mrad, theta_roll_comp = 44.8414 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1301, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    26022 ms, ax =  0.0815, ay =  0.6389, az =  9.9591, gx =  0.0002 rad/s, gy =  0.0173 rad/s, gz = -0.0035 rad/s, rpm_pitch =  4.5415, rpm_roll = -0.0000, I_w_pitch =  4.0143 A, I_w_roll = 34.1687 A, theta_pitch = -1.45907mrad, theta_roll_comp = 45.2653 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1302, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    26042 ms, ax =  0.0851, ay =  0.6233, az =  9.9411, gx = -0.0057 rad/s, gy =  0.0185 rad/s, gz = -0.0043 rad/s, rpm_pitch =  4.5415, rpm_roll = -0.0000, I_w_pitch =  3.9323 A, I_w_roll = 32.2276 A, theta_pitch = -1.23188mrad, theta_roll_comp = 45.5388 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1303, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    26062 ms, ax =  0.0971, ay =  0.5766, az =  9.9591, gx = -0.0089 rad/s, gy =  0.0211 rad/s, gz = -0.0236 rad/s, rpm_pitch =  0.2620, rpm_roll = -0.0000, I_w_pitch = -1.8493 A, I_w_roll = 31.1702 A, theta_pitch = -0.98768mrad, theta_roll_comp = 45.6917 mrad, theta_setpoint = -40.0000 mrad, 
msg = 1304, nerr =    0p/   0r, time steps =   10, qsz =    2, switch = off, t =    26082 ms, ax =  0.0755, ay =  0.5083, az =  9.9686, gx = -0.0125 rad/s, gy =  0.0240 rad/s, gz = -0.0455 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -2.3572 A, I_w_roll = 29.8934 A, theta_pitch = -0.68646mrad, theta_roll_comp = 45.6454 mrad, theta_setpoint = -40.0000 mrad, 
