picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =    6, nerr =    0p/   2r, time steps =   10, qsz =    2, switch = on, t =      122 ms, ax =  0.1558, ay =  0.0060, az =  9.9483, gx = -0.0138 rad/s, gy = -0.0050 rad/s, gz = -0.0088 rad/s, rpm_pitch =  0.0000, rpm_roll = -0.0000, I_w_pitch = -1.1111 A, I_w_roll = 10.6286 A, theta_pitch = -1.25275mrad, theta_roll_comp = -1.3514 mrad, theta_setpoint = -40.0000 mrad, 
msg = 2727, nerr =    8p/  13r, time steps =   10, qsz =    2, switch = on, t =    54542 ms, ax = -0.6377, ay = -0.1163, az = 10.0561, gx = -0.0239 rad/s, gy =  0.0719 rad/s, gz = -0.0079 rad/s, rpm_pitch =  0.0000, rpm_roll = -64.0040, I_w_pitch = 12206.0068 A, I_w_roll = 4275.8716 A, theta_pitch = -81402.56250mrad, theta_roll_comp = 10674.6309 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2728, nerr =    8p/  14r, time steps =   10, qsz =    2, switch = on, t =    54562 ms, ax = -0.4124, ay = -0.5250, az =  9.9423, gx = -0.0266 rad/s, gy =  0.1552 rad/s, gz =  0.0232 rad/s, rpm_pitch =  0.0000, rpm_roll = -64.0040, I_w_pitch = 11960.0498 A, I_w_roll = 4190.1313 A, theta_pitch = -79785.03906mrad, theta_roll_comp = 10462.6104 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2729, nerr =    8p/  14r, time steps =   10, qsz =    2, switch = on, t =    54582 ms, ax = -0.6281, ay = -0.7840, az =  9.9363, gx = -0.0315 rad/s, gy =  0.2426 rad/s, gz = -0.0433 rad/s, rpm_pitch =  0.0000, rpm_roll = -64.0040, I_w_pitch = 11718.4668 A, I_w_roll = 4104.5576 A, theta_pitch = -78197.82031mrad, theta_roll_comp = 10252.9863 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2730, nerr =    8p/  14r, time steps =   10, qsz =    2, switch = on, t =    54602 ms, ax = -0.7336, ay =  0.2433, az = 10.0310, gx = -0.0636 rad/s, gy =  0.3468 rad/s, gz = -0.0625 rad/s, rpm_pitch =  5.5022, rpm_roll = -64.0040, I_w_pitch = 11487.8896 A, I_w_roll = 4011.4033 A, theta_pitch = -76640.02344mrad, theta_roll_comp = 10048.1797 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2731, nerr =    8p/  14r, time steps =   10, qsz =    2, switch = on, t =    54622 ms, ax = -0.8115, ay =  0.5550, az =  9.9579, gx = -0.0632 rad/s, gy =  0.4541 rad/s, gz = -0.0105 rad/s, rpm_pitch =  5.5022, rpm_roll = -64.0040, I_w_pitch = 11254.1973 A, I_w_roll = 3931.6655 A, theta_pitch = -75110.69531mrad, theta_roll_comp = 9848.4863 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2732, nerr =    8p/  14r, time steps =   10, qsz =    2, switch = on, t =    54642 ms, ax = -0.9770, ay =  0.3320, az =  9.7421, gx = -0.0997 rad/s, gy =  0.5699 rad/s, gz =  0.0535 rad/s, rpm_pitch =  6.9432, rpm_roll = -64.0040, I_w_pitch = 11026.2490 A, I_w_roll = 3840.5107 A, theta_pitch = -73609.25781mrad, theta_roll_comp = 9652.5234 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2733, nerr =    8p/  15r, time steps =   10, qsz =    2, switch = on, t =    54662 ms, ax = -0.9326, ay =  0.5143, az =  9.6833, gx = -0.1451 rad/s, gy =  0.6851 rad/s, gz =  0.1347 rad/s, rpm_pitch = 10.3930, rpm_roll = -64.0040, I_w_pitch = 10805.0693 A, I_w_roll = 3747.4661 A, theta_pitch = -72135.12500mrad, theta_roll_comp = 9459.6406 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2734, nerr =    8p/  15r, time steps =   10, qsz =    2, switch = on, t =    54682 ms, ax = -1.1724, ay =  0.5718, az =  9.5347, gx = -0.1800 rad/s, gy =  0.8059 rad/s, gz =  0.2754 rad/s, rpm_pitch = 10.3930, rpm_roll = -64.0040, I_w_pitch = 10583.0977 A, I_w_roll = 3659.3799 A, theta_pitch = -70687.51562mrad, theta_roll_comp = 9269.9512 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2735, nerr =    8p/  15r, time steps =   10, qsz =    2, switch = on, t =    54702 ms, ax = -1.4421, ay =  0.2290, az =  9.4112, gx = -0.2217 rad/s, gy =  0.9404 rad/s, gz =  0.4329 rad/s, rpm_pitch = 17.5546, rpm_roll = -64.0040, I_w_pitch = 10373.9160 A, I_w_roll = 3569.9709 A, theta_pitch = -69265.85938mrad, theta_roll_comp = 9082.8965 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2736, nerr =    8p/  16r, time steps =   10, qsz =    2, switch = on, t =    54722 ms, ax = -1.5919, ay =  0.0971, az =  9.2986, gx = -0.2656 rad/s, gy =  1.0847 rad/s, gz =  0.6208 rad/s, rpm_pitch = 17.5546, rpm_roll = -64.0040, I_w_pitch = 10158.6172 A, I_w_roll = 3480.7141 A, theta_pitch = -67869.02344mrad, theta_roll_comp = 8898.2031 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2737, nerr =    8p/  16r, time steps =   10, qsz =    2, switch = on, t =    54742 ms, ax = -1.7573, ay = -0.2134, az =  8.7735, gx = -0.3223 rad/s, gy =  1.2316 rad/s, gz =  0.8976 rad/s, rpm_pitch = 24.5415, rpm_roll = -64.0040, I_w_pitch = 9956.0723 A, I_w_roll = 3387.8445 A, theta_pitch = -66496.46094mrad, theta_roll_comp = 8715.6621 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2738, nerr =    8p/  16r, time steps =   10, qsz =    2, switch = on, t =    54762 ms, ax = -2.1313, ay = -0.5023, az =  8.3911, gx = -0.3762 rad/s, gy =  1.3854 rad/s, gz =  1.2102 rad/s, rpm_pitch = 29.6507, rpm_roll = -64.0040, I_w_pitch = 9754.2930 A, I_w_roll = 3296.7339 A, theta_pitch = -65147.37109mrad, theta_roll_comp = 8535.0713 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2739, nerr =    8p/  16r, time steps =   10, qsz =    2, switch = on, t =    54782 ms, ax = -2.2368, ay = -0.7492, az =  8.1969, gx = -0.4267 rad/s, gy =  1.5400 rad/s, gz =  1.5386 rad/s, rpm_pitch = 29.6507, rpm_roll = -64.0040, I_w_pitch = 9549.1865 A, I_w_roll = 3207.5964 A, theta_pitch = -63821.21094mrad, theta_roll_comp = 8356.3848 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2740, nerr =    8p/  16r, time steps =   10, qsz =    2, switch = on, t =    54802 ms, ax = -2.5221, ay = -1.0908, az =  7.7678, gx = -0.5079 rad/s, gy =  1.7069 rad/s, gz =  1.9705 rad/s, rpm_pitch = 36.0262, rpm_roll = -64.0040, I_w_pitch = 9355.3799 A, I_w_roll = 3108.2466 A, theta_pitch = -62517.64453mrad, theta_roll_comp = 8179.0811 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2741, nerr =    8p/  17r, time steps =   10, qsz =    2, switch = on, t =    54822 ms, ax = -2.6864, ay = -1.4840, az =  7.2212, gx = -0.5999 rad/s, gy =  1.8767 rad/s, gz =  2.4207 rad/s, rpm_pitch = 40.5677, rpm_roll = -64.0040, I_w_pitch = 9162.2842 A, I_w_roll = 3005.3623 A, theta_pitch = -61235.67578mrad, theta_roll_comp = 8002.3784 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2742, nerr =    8p/  17r, time steps =   10, qsz =    2, switch = on, t =    54842 ms, ax = -3.0556, ay = -1.6806, az =  7.5544, gx = -0.6665 rad/s, gy =  2.0455 rad/s, gz =  2.8697 rad/s, rpm_pitch = 40.5677, rpm_roll = -64.0040, I_w_pitch = 8966.4414 A, I_w_roll = 2911.8347 A, theta_pitch = -59975.08203mrad, theta_roll_comp = 7826.8145 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2743, nerr =    8p/  17r, time steps =   10, qsz =    2, switch = on, t =    54862 ms, ax = -2.8506, ay = -2.3963, az =  7.0557, gx = -0.7420 rad/s, gy =  2.2265 rad/s, gz =  3.4901 rad/s, rpm_pitch = 49.0393, rpm_roll = -64.0040, I_w_pitch = 8784.4502 A, I_w_roll = 2815.6250 A, theta_pitch = -58735.58203mrad, theta_roll_comp = 7652.3511 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2744, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = on, t =    54882 ms, ax = -2.8865, ay = -2.4154, az =  5.6388, gx = -0.8296 rad/s, gy =  2.3931 rad/s, gz =  4.0235 rad/s, rpm_pitch = 49.0393, rpm_roll = -64.0040, I_w_pitch = 8594.9287 A, I_w_roll = 2714.9563 A, theta_pitch = -57516.52344mrad, theta_roll_comp = 7477.3438 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2745, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    54902 ms, ax = -2.4694, ay = -2.9021, az =  4.5048, gx = -0.9198 rad/s, gy =  2.5410 rad/s, gz =  4.3611 rad/s, rpm_pitch = 56.5065, rpm_roll = -64.0040, I_w_pitch = 8418.9883 A, I_w_roll = 2613.3301 A, theta_pitch = -56317.39062mrad, theta_roll_comp = 7302.1543 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2746, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    54922 ms, ax = -2.5713, ay = -3.2294, az =  3.9246, gx = -0.9438 rad/s, gy =  2.6683 rad/s, gz =  4.3611 rad/s, rpm_pitch = 60.4367, rpm_roll = -64.0040, I_w_pitch = 8242.1162 A, I_w_roll = 2534.3730 A, theta_pitch = -55137.62891mrad, theta_roll_comp = 7125.7344 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2747, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    54942 ms, ax = -2.5557, ay = -3.5135, az =  4.1764, gx = -0.9733 rad/s, gy =  2.7892 rad/s, gz =  4.3611 rad/s, rpm_pitch = 60.4367, rpm_roll = -64.0040, I_w_pitch = 8063.4819 A, I_w_roll = 2454.2397 A, theta_pitch = -53978.98047mrad, theta_roll_comp = 6951.2656 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2748, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    54962 ms, ax = -2.6947, ay = -3.7796, az =  4.9424, gx = -0.9492 rad/s, gy =  2.8924 rad/s, gz =  4.3611 rad/s, rpm_pitch = 65.4585, rpm_roll = -64.0040, I_w_pitch = 7895.4502 A, I_w_roll = 2394.5796 A, theta_pitch = -52842.13672mrad, theta_roll_comp = 6781.0264 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2749, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    54982 ms, ax = -4.2519, ay = -3.6897, az =  5.3272, gx = -0.7896 rad/s, gy =  2.9535 rad/s, gz =  4.3611 rad/s, rpm_pitch = 65.4585, rpm_roll = -64.0040, I_w_pitch = 7725.3491 A, I_w_roll = 2384.7905 A, theta_pitch = -51724.42188mrad, theta_roll_comp = 6616.8589 mrad, theta_setpoint = -35.9805 mrad, 
msg = 2750, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55002 ms, ax = -9.1116, ay = -0.4088, az =  7.0545, gx = -0.6764 rad/s, gy =  2.6755 rad/s, gz =  4.3611 rad/s, rpm_pitch = 68.3406, rpm_roll = 364.0040, I_w_pitch = 7575.5415 A, I_w_roll = 2374.0830 A, theta_pitch = -50626.22656mrad, theta_roll_comp = 6464.1782 mrad, theta_setpoint = -62.8595 mrad, 
msg = 2751, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55022 ms, ax = -15.1304, ay =  5.4314, az = 10.0286, gx = -0.8511 rad/s, gy =  1.7570 rad/s, gz =  4.3611 rad/s, rpm_pitch = 67.5109, rpm_roll = 364.0040, I_w_pitch = 7451.1577 A, I_w_roll = 2258.4226 A, theta_pitch = -49559.36328mrad, theta_roll_comp = 6327.8882 mrad, theta_setpoint = -62.8595 mrad, 
msg = 2752, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55042 ms, ax = -17.1203, ay =  8.3743, az = 13.9520, gx = -1.5228 rad/s, gy =  0.7366 rad/s, gz =  4.3611 rad/s, rpm_pitch = 67.5109, rpm_roll = 378.6096, I_w_pitch = 7338.2476 A, I_w_roll = 1969.0729 A, theta_pitch = -48534.53516mrad, theta_roll_comp = 6191.3892 mrad, theta_setpoint = -63.7767 mrad, 
msg = 2753, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55062 ms, ax = -11.9190, ay =  4.9232, az = 16.0690, gx = -1.9501 rad/s, gy =  0.2197 rad/s, gz =  4.3611 rad/s, rpm_pitch = 53.0568, rpm_roll = 384.4920, I_w_pitch = 7192.0024 A, I_w_roll = 1760.1790 A, theta_pitch = -47548.80469mrad, theta_roll_comp = 6042.6646 mrad, theta_setpoint = -64.1461 mrad, 
msg = 2754, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55082 ms, ax = -4.6127, ay =  1.7094, az = 11.3400, gx = -1.9678 rad/s, gy = -0.0170 rad/s, gz =  4.3611 rad/s, rpm_pitch = -2.0087, rpm_roll = 384.4920, I_w_pitch = 6985.7134 A, I_w_roll = 1692.6556 A, theta_pitch = -46594.54688mrad, theta_roll_comp = 5889.3525 mrad, theta_setpoint = -64.1461 mrad, 
msg = 2755, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55102 ms, ax =  0.7132, ay =  1.4948, az = 10.0909, gx = -1.4902 rad/s, gy = -0.1976 rad/s, gz =  4.3611 rad/s, rpm_pitch = -2.0087, rpm_roll = 390.1738, I_w_pitch = 6854.2085 A, I_w_roll = 1801.4703 A, theta_pitch = -45669.69531mrad, theta_roll_comp = 5743.1118 mrad, theta_setpoint = -64.5029 mrad, 
msg = 2756, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55122 ms, ax =  4.2016, ay =  4.0253, az =  9.1835, gx = -0.8941 rad/s, gy = -0.4414 rad/s, gz =  4.3611 rad/s, rpm_pitch =  0.0437, rpm_roll = 390.1738, I_w_pitch = 6732.5566 A, I_w_roll = 1957.8862 A, theta_pitch = -44775.62891mrad, theta_roll_comp = 5612.5366 mrad, theta_setpoint = -64.5029 mrad, 
msg = 2757, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55142 ms, ax =  4.4449, ay =  2.6204, az =  5.1485, gx =  0.1288 rad/s, gy = -0.8382 rad/s, gz =  4.3611 rad/s, rpm_pitch =  0.0437, rpm_roll = 388.7701, I_w_pitch = 6618.9360 A, I_w_roll = 2273.0664 A, theta_pitch = -43912.34766mrad, theta_roll_comp = 5505.5459 mrad, theta_setpoint = -64.4148 mrad, 
msg = 2758, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55162 ms, ax =  3.9438, ay =  0.9230, az =  1.7741, gx =  0.2858 rad/s, gy = -1.1836 rad/s, gz =  4.3611 rad/s, rpm_pitch = -9.3450, rpm_roll = 386.7981, I_w_pitch = 6495.4424 A, I_w_roll = 2290.2473 A, theta_pitch = -43079.48828mrad, theta_roll_comp = 5411.2573 mrad, theta_setpoint = -64.2909 mrad, 
msg = 2759, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55182 ms, ax =  4.0265, ay =  0.4303, az =  0.7360, gx =  0.4168 rad/s, gy = -1.5464 rad/s, gz =  4.3611 rad/s, rpm_pitch = -14.8035, rpm_roll = 386.7981, I_w_pitch = 6382.6128 A, I_w_roll = 2301.3003 A, theta_pitch = -42278.52734mrad, theta_roll_comp = 5324.2437 mrad, theta_setpoint = -64.2909 mrad, 
msg = 2760, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55202 ms, ax =  4.4916, ay =  1.3006, az =  0.5358, gx =  0.3197 rad/s, gy = -1.8519 rad/s, gz =  4.3611 rad/s, rpm_pitch = -14.8035, rpm_roll = 384.1912, I_w_pitch = 6278.5405 A, I_w_roll = 2236.5105 A, theta_pitch = -41503.25781mrad, theta_roll_comp = 5247.3687 mrad, theta_setpoint = -64.1272 mrad, 
msg = 2761, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55222 ms, ax =  9.0204, ay =  3.4356, az =  4.3718, gx = -0.1235 rad/s, gy = -1.8557 rad/s, gz =  4.3611 rad/s, rpm_pitch = -24.9345, rpm_roll = 384.1912, I_w_pitch = 6151.1602 A, I_w_roll = 2046.6754 A, theta_pitch = -40742.10156mrad, theta_roll_comp = 5160.6421 mrad, theta_setpoint = -64.1272 mrad, 
msg = 2762, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55242 ms, ax = 14.3200, ay =  4.3082, az =  9.0264, gx = -0.2331 rad/s, gy = -1.5137 rad/s, gz =  4.3611 rad/s, rpm_pitch = -28.8646, rpm_roll = 383.3890, I_w_pitch = 6019.3164 A, I_w_roll = 1970.4746 A, theta_pitch = -39988.91406mrad, theta_roll_comp = 5066.0781 mrad, theta_setpoint = -64.0768 mrad, 
msg = 2763, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55262 ms, ax = 16.7451, ay =  4.6511, az = 10.8617, gx = -0.4081 rad/s, gy = -0.7802 rad/s, gz =  4.3611 rad/s, rpm_pitch = -28.8646, rpm_roll = 383.3222, I_w_pitch = 5877.3281 A, I_w_roll = 1869.5042 A, theta_pitch = -39237.89844mrad, theta_roll_comp = 4966.7500 mrad, theta_setpoint = -64.0726 mrad, 
msg = 2764, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55282 ms, ax = 14.7995, ay =  3.8539, az = 10.1916, gx = -0.4565 rad/s, gy = -0.0547 rad/s, gz =  3.3940 rad/s, rpm_pitch = -27.0306, rpm_roll = 383.3222, I_w_pitch = 5738.0767 A, I_w_roll = 1812.8118 A, theta_pitch = -38486.91406mrad, theta_roll_comp = 4867.4292 mrad, theta_setpoint = -64.0726 mrad, 
msg = 2765, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55302 ms, ax = 10.1173, ay =  1.2167, az =  7.9895, gx = -0.2057 rad/s, gy =  0.3553 rad/s, gz =  2.6270 rad/s, rpm_pitch = -27.0306, rpm_roll = 382.5535, I_w_pitch = 5609.4331 A, I_w_roll = 1861.7151 A, theta_pitch = -37738.61719mrad, theta_roll_comp = 4770.2314 mrad, theta_setpoint = -64.0244 mrad, 
msg = 2766, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55322 ms, ax =  6.6194, ay = -0.0935, az =  5.9541, gx = -0.2507 rad/s, gy =  0.4580 rad/s, gz =  2.5743 rad/s, rpm_pitch =  1.4847, rpm_roll = 382.5535, I_w_pitch = 5531.9854 A, I_w_roll = 1806.6066 A, theta_pitch = -36998.96875mrad, theta_roll_comp = 4671.8403 mrad, theta_setpoint = -64.0244 mrad, 
msg = 2767, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55342 ms, ax =  4.5504, ay =  0.2541, az =  4.3286, gx = -0.2198 rad/s, gy =  0.3821 rad/s, gz =  2.4949 rad/s, rpm_pitch = -3.9301, rpm_roll = 381.0829, I_w_pitch = 5419.0229 A, I_w_roll = 1778.7107 A, theta_pitch = -36273.25000mrad, theta_roll_comp = 4575.1626 mrad, theta_setpoint = -63.9320 mrad, 
msg = 2768, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55362 ms, ax =  3.7101, ay = -0.5238, az =  4.0337, gx = -0.1338 rad/s, gy =  0.2203 rad/s, gz =  2.4182 rad/s, rpm_pitch = -3.9301, rpm_roll = 380.2473, I_w_pitch = 5319.0312 A, I_w_roll = 1771.1750 A, theta_pitch = -35563.50000mrad, theta_roll_comp = 4481.1104 mrad, theta_setpoint = -63.8795 mrad, 
msg = 2769, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55382 ms, ax =  3.6549, ay = -0.5778, az =  3.9091, gx = -0.1476 rad/s, gy =  0.0112 rad/s, gz =  2.4845 rad/s, rpm_pitch = -10.1747, rpm_roll = 380.2473, I_w_pitch = 5215.2349 A, I_w_roll = 1728.5708 A, theta_pitch = -34870.68359mrad, theta_roll_comp = 4386.7173 mrad, theta_setpoint = -63.8795 mrad, 
msg = 2770, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55402 ms, ax =  4.0074, ay = -0.7144, az =  4.0745, gx = -0.0603 rad/s, gy = -0.2242 rad/s, gz =  2.3765 rad/s, rpm_pitch = -10.1747, rpm_roll = 378.6430, I_w_pitch = 5123.5649 A, I_w_roll = 1722.3740 A, theta_pitch = -34196.77344mrad, theta_roll_comp = 4294.8950 mrad, theta_setpoint = -63.7788 mrad, 
msg = 2771, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55422 ms, ax =  5.5705, ay = -1.7489, az =  5.8834, gx = -0.0828 rad/s, gy = -0.3984 rad/s, gz =  2.3596 rad/s, rpm_pitch = -19.8690, rpm_roll = 377.8409, I_w_pitch = 5019.2637 A, I_w_roll = 1677.9938 A, theta_pitch = -33540.21875mrad, theta_roll_comp = 4203.6851 mrad, theta_setpoint = -63.7284 mrad, 
msg = 2772, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55442 ms, ax =  8.0818, ay = -3.4020, az =  7.8625, gx = -0.0832 rad/s, gy = -0.3964 rad/s, gz =  2.3853 rad/s, rpm_pitch = -24.7598, rpm_roll = 377.8409, I_w_pitch = 4916.5098 A, I_w_roll = 1640.9231 A, theta_pitch = -32898.72266mrad, theta_roll_comp = 4111.3584 mrad, theta_setpoint = -63.7284 mrad, 
msg = 2773, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55462 ms, ax =  9.6750, ay = -5.5273, az =  9.6558, gx =  0.0453 rad/s, gy = -0.2139 rad/s, gz =  2.4948 rad/s, rpm_pitch = -24.7598, rpm_roll = 376.2366, I_w_pitch = 4814.6318 A, I_w_roll = 1649.4017 A, theta_pitch = -32268.18164mrad, theta_roll_comp = 4020.2231 mrad, theta_setpoint = -63.6277 mrad, 
msg = 2774, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55482 ms, ax =  9.2974, ay = -6.2298, az =  9.5587, gx =  0.2036 rad/s, gy =  0.0705 rad/s, gz =  2.8546 rad/s, rpm_pitch = -25.7205, rpm_roll = 376.2366, I_w_pitch = 4708.5015 A, I_w_roll = 1669.4244 A, theta_pitch = -31644.93945mrad, theta_roll_comp = 3931.7500 mrad, theta_setpoint = -63.6277 mrad, 
msg = 2775, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55502 ms, ax =  7.3530, ay = -5.2133, az =  8.0231, gx =  0.4098 rad/s, gy =  0.2581 rad/s, gz =  3.2258 rad/s, rpm_pitch =  0.5677, rpm_roll = 373.7634, I_w_pitch = 4643.2612 A, I_w_roll = 1708.0803 A, theta_pitch = -31028.90820mrad, theta_roll_comp = 3848.1877 mrad, theta_setpoint = -63.4723 mrad, 
msg = 2776, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55522 ms, ax =  5.4135, ay = -4.3730, az =  6.5367, gx =  0.6130 rad/s, gy =  0.2813 rad/s, gz =  3.6146 rad/s, rpm_pitch =  0.5677, rpm_roll = 372.2928, I_w_pitch = 4551.3428 A, I_w_roll = 1748.0173 A, theta_pitch = -30422.29688mrad, theta_roll_comp = 3770.3281 mrad, theta_setpoint = -63.3800 mrad, 
msg = 2777, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55542 ms, ax =  4.1980, ay = -3.6561, az =  5.6041, gx =  0.7151 rad/s, gy =  0.1376 rad/s, gz =  4.0306 rad/s, rpm_pitch = -8.6463, rpm_roll = 372.2928, I_w_pitch = 4455.7964 A, I_w_roll = 1754.3948 A, theta_pitch = -29828.01367mrad, theta_roll_comp = 3696.9089 mrad, theta_setpoint = -63.3800 mrad, 
msg = 2778, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55562 ms, ax =  3.7928, ay = -3.2006, az =  5.3367, gx =  0.7847 rad/s, gy = -0.0953 rad/s, gz =  4.2856 rad/s, rpm_pitch = -8.6463, rpm_roll = 369.5856, I_w_pitch = 4378.2095 A, I_w_roll = 1750.8949 A, theta_pitch = -29248.66602mrad, theta_roll_comp = 3627.3950 mrad, theta_setpoint = -63.2100 mrad, 
msg = 2779, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55582 ms, ax =  3.8563, ay = -3.7640, az =  5.6964, gx =  0.8122 rad/s, gy = -0.3709 rad/s, gz =  4.3611 rad/s, rpm_pitch = -16.9432, rpm_roll = 369.5856, I_w_pitch = 4293.8374 A, I_w_roll = 1733.7096 A, theta_pitch = -28685.63086mrad, theta_roll_comp = 3560.4302 mrad, theta_setpoint = -63.2100 mrad, 
msg = 2780, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55602 ms, ax =  4.2795, ay = -4.9484, az =  6.9119, gx =  0.8181 rad/s, gy = -0.6225 rad/s, gz =  4.3611 rad/s, rpm_pitch = -23.4935, rpm_roll = 367.5802, I_w_pitch = 4213.1519 A, I_w_roll = 1709.2194 A, theta_pitch = -28138.24414mrad, theta_roll_comp = 3494.0879 mrad, theta_setpoint = -63.0840 mrad, 
msg = 2781, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55622 ms, ax =  4.3478, ay = -6.3808, az =  7.8637, gx =  0.8412 rad/s, gy = -0.8175 rad/s, gz =  4.3611 rad/s, rpm_pitch = -23.4935, rpm_roll = 366.6444, I_w_pitch = 4141.0049 A, I_w_roll = 1690.9553 A, theta_pitch = -27605.24805mrad, theta_roll_comp = 3428.3303 mrad, theta_setpoint = -63.0253 mrad, 
msg = 2782, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55642 ms, ax =  4.3562, ay = -7.7318, az =  8.4367, gx =  0.9024 rad/s, gy = -0.9721 rad/s, gz =  4.3611 rad/s, rpm_pitch = -32.4891, rpm_roll = 366.6444, I_w_pitch = 4057.3628 A, I_w_roll = 1686.4215 A, theta_pitch = -27085.49609mrad, theta_roll_comp = 3363.4011 mrad, theta_setpoint = -63.0253 mrad, 
msg = 2783, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55662 ms, ax =  4.0697, ay = -8.2700, az =  8.4403, gx =  0.9879 rad/s, gy = -1.1033 rad/s, gz =  4.3611 rad/s, rpm_pitch = -32.4891, rpm_roll = 364.7059, I_w_pitch = 3986.5122 A, I_w_roll = 1690.9873 A, theta_pitch = -26578.18359mrad, theta_roll_comp = 3300.1384 mrad, theta_setpoint = -62.9035 mrad, 
msg = 2784, nerr =    8p/  18r, time steps =   10, qsz =    2, switch = off, t =    55682 ms, ax =  3.9055, ay = -7.1097, az =  7.5676, gx =  0.9625 rad/s, gy = -1.2017 rad/s, gz =  4.3611 rad/s, rpm_pitch = -38.5590, rpm_roll = 364.7059, I_w_pitch = 3908.2056 A, I_w_roll = 1657.5161 A, theta_pitch = -26083.26562mrad, theta_roll_comp = 3238.7139 mrad, theta_setpoint = -62.9035 mrad, 
