picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready

hiiii we are started :3

msg =    0, time steps =    0, qsz =    0, switch = off, t =        2 ms, ax =  0.0000, ay =  0.0000, az =  0.0000, gx =  0.0000 rad/s, gy =  0.0000 rad/s, gz =  0.0000 rad/s, erpm_pitch =    0, erpm_roll =    0, I_w_pitch =  0.0020 A, I_w_roll =  0.0000 A, theta_roll_comp =  0.0000 mrad, theta_setpoint = 1221724868382616705607437123584.0000 mrad, 
msg =  650, time steps =   10, qsz =    2, switch = on, t =    13002 ms, ax =  0.5802, ay = -0.2050, az =  9.9387, gx = -0.0095 rad/s, gy =  0.0016 rad/s, gz =  0.0003 rad/s, erpm_pitch =    0, erpm_roll = -3194, I_w_pitch = -0.0000 A, I_w_roll =  0.3570 A, theta_roll_comp = -31.4972 mrad, theta_setpoint = -40.0000 mrad, 
msg =  651, time steps =   10, qsz =    2, switch = on, t =    13022 ms, ax =  0.5694, ay = -0.1690, az =  9.9638, gx = -0.0089 rad/s, gy =  0.0020 rad/s, gz = -0.0005 rad/s, erpm_pitch =    0, erpm_roll = -3264, I_w_pitch = -0.0000 A, I_w_roll =  0.2503 A, theta_roll_comp = -31.5795 mrad, theta_setpoint = -40.0000 mrad, 
msg =  652, time steps =   10, qsz =    2, switch = on, t =    13042 ms, ax =  0.5502, ay = -0.2709, az =  9.9399, gx = -0.0073 rad/s, gy =  0.0024 rad/s, gz = -0.0004 rad/s, erpm_pitch =    0, erpm_roll = -3264, I_w_pitch = -0.0000 A, I_w_roll = -0.0238 A, theta_roll_comp = -31.6638 mrad, theta_setpoint = -40.0000 mrad, 
msg =  653, time steps =   10, qsz =    2, switch = on, t =    13062 ms, ax =  0.5538, ay = -0.2913, az =  9.9243, gx = -0.0081 rad/s, gy =  0.0020 rad/s, gz = -0.0003 rad/s, erpm_pitch =    0, erpm_roll = -3410, I_w_pitch = -0.0000 A, I_w_roll =  0.1303 A, theta_roll_comp = -31.7282 mrad, theta_setpoint = -40.0000 mrad, 
msg =  654, time steps =   10, qsz =    2, switch = on, t =    13082 ms, ax =  0.5334, ay = -0.2553, az =  9.9231, gx = -0.0090 rad/s, gy =  0.0019 rad/s, gz = -0.0016 rad/s, erpm_pitch =    0, erpm_roll = -3410, I_w_pitch = -0.0000 A, I_w_roll =  0.2997 A, theta_roll_comp = -31.7383 mrad, theta_setpoint = -40.0000 mrad, 
msg =  655, time steps =   10, qsz =    2, switch = on, t =    13102 ms, ax =  0.5418, ay = -0.2206, az =  9.9423, gx = -0.0082 rad/s, gy =  0.0018 rad/s, gz = -0.0000 rad/s, erpm_pitch =    0, erpm_roll = -3548, I_w_pitch = -0.0000 A, I_w_roll =  0.1639 A, theta_roll_comp = -31.7880 mrad, theta_setpoint = -40.0000 mrad, 
msg =  656, time steps =   10, qsz =    2, switch = on, t =    13122 ms, ax =  0.5958, ay = -0.2721, az =  9.9495, gx = -0.0086 rad/s, gy =  0.0014 rad/s, gz =  0.0043 rad/s, erpm_pitch =    0, erpm_roll = -3623, I_w_pitch = -0.0000 A, I_w_roll =  0.2460 A, theta_roll_comp = -31.8520 mrad, theta_setpoint = -40.0000 mrad, 
msg =  657, time steps =   10, qsz =    2, switch = on, t =    13142 ms, ax =  0.6090, ay = -0.2517, az =  9.9591, gx = -0.0094 rad/s, gy =  0.0008 rad/s, gz =  0.0036 rad/s, erpm_pitch =    0, erpm_roll = -3623, I_w_pitch = -0.0000 A, I_w_roll =  0.3964 A, theta_roll_comp = -31.8933 mrad, theta_setpoint = -40.0000 mrad, 
msg =  658, time steps =   10, qsz =    2, switch = on, t =    13162 ms, ax =  0.5766, ay = -0.2469, az =  9.9387, gx = -0.0083 rad/s, gy =  0.0004 rad/s, gz = -0.0000 rad/s, erpm_pitch =    0, erpm_roll = -3762, I_w_pitch = -0.0000 A, I_w_roll =  0.2142 A, theta_roll_comp = -31.9531 mrad, theta_setpoint = -40.0000 mrad, 
msg =  659, time steps =   10, qsz =    2, switch = on, t =    13182 ms, ax =  0.5634, ay = -0.3332, az =  9.9279, gx = -0.0081 rad/s, gy =  0.0007 rad/s, gz = -0.0005 rad/s, erpm_pitch =    0, erpm_roll = -3762, I_w_pitch = -0.0000 A, I_w_roll =  0.1825 A, theta_roll_comp = -32.0542 mrad, theta_setpoint = -40.0000 mrad, 
msg =  660, time steps =   10, qsz =    2, switch = on, t =    13202 ms, ax =  0.5898, ay = -0.2817, az =  9.9543, gx = -0.0085 rad/s, gy =  0.0012 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll = -3904, I_w_pitch = -0.0000 A, I_w_roll =  0.2717 A, theta_roll_comp = -32.1624 mrad, theta_setpoint = -40.0000 mrad, 
msg =  661, time steps =   10, qsz =    2, switch = on, t =    13222 ms, ax =  0.6042, ay = -0.2973, az =  9.9698, gx = -0.0078 rad/s, gy =  0.0016 rad/s, gz = -0.0005 rad/s, erpm_pitch =    0, erpm_roll = -3970, I_w_pitch = -0.0000 A, I_w_roll =  0.1684 A, theta_roll_comp = -32.2657 mrad, theta_setpoint = -40.0000 mrad, 
msg =  662, time steps =   10, qsz =    2, switch = on, t =    13242 ms, ax =  0.5910, ay = -0.2781, az =  9.9519, gx = -0.0081 rad/s, gy =  0.0019 rad/s, gz = -0.0024 rad/s, erpm_pitch =    0, erpm_roll = -3970, I_w_pitch = -0.0000 A, I_w_roll =  0.2249 A, theta_roll_comp = -32.3194 mrad, theta_setpoint = -40.0000 mrad, 
msg =  663, time steps =   10, qsz =    2, switch = on, t =    13262 ms, ax =  0.5310, ay = -0.2913, az =  9.9375, gx = -0.0078 rad/s, gy =  0.0028 rad/s, gz = -0.0012 rad/s, erpm_pitch =    0, erpm_roll = -4101, I_w_pitch = -0.0000 A, I_w_roll =  0.1872 A, theta_roll_comp = -32.3831 mrad, theta_setpoint = -40.0000 mrad, 
msg =  664, time steps =   10, qsz =    2, switch = on, t =    13282 ms, ax =  0.5095, ay = -0.2493, az =  9.9207, gx = -0.0078 rad/s, gy =  0.0026 rad/s, gz =  0.0023 rad/s, erpm_pitch =    0, erpm_roll = -4173, I_w_pitch = -0.0000 A, I_w_roll =  0.1924 A, theta_roll_comp = -32.4156 mrad, theta_setpoint = -40.0000 mrad, 
msg =  665, time steps =   10, qsz =    2, switch = on, t =    13302 ms, ax =  0.5370, ay = -0.2661, az =  9.9135, gx = -0.0083 rad/s, gy =  0.0024 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll = -4173, I_w_pitch = -0.0000 A, I_w_roll =  0.2870 A, theta_roll_comp = -32.4079 mrad, theta_setpoint = -40.0000 mrad, 
msg =  666, time steps =   10, qsz =    2, switch = on, t =    13322 ms, ax =  0.5826, ay = -0.2601, az =  9.9423, gx = -0.0095 rad/s, gy =  0.0020 rad/s, gz =  0.0007 rad/s, erpm_pitch =    0, erpm_roll = -4307, I_w_pitch = -0.0000 A, I_w_roll =  0.5112 A, theta_roll_comp = -32.4606 mrad, theta_setpoint = -40.0000 mrad, 
msg =  667, time steps =   10, qsz =    2, switch = on, t =    13342 ms, ax =  0.5562, ay = -0.2589, az =  9.9471, gx = -0.0094 rad/s, gy =  0.0016 rad/s, gz =  0.0055 rad/s, erpm_pitch =    0, erpm_roll = -4307, I_w_pitch = -0.0000 A, I_w_roll =  0.4979 A, theta_roll_comp = -32.5273 mrad, theta_setpoint = -40.0000 mrad, 
msg =  668, time steps =   10, qsz =    2, switch = on, t =    13362 ms, ax =  0.5658, ay = -0.2637, az =  9.9507, gx = -0.0090 rad/s, gy =  0.0012 rad/s, gz =  0.0036 rad/s, erpm_pitch =    0, erpm_roll = -4435, I_w_pitch = -0.0000 A, I_w_roll =  0.4466 A, theta_roll_comp = -32.6563 mrad, theta_setpoint = -40.0000 mrad, 
msg =  669, time steps =   10, qsz =    2, switch = on, t =    13382 ms, ax =  0.6018, ay = -0.2769, az =  9.9615, gx = -0.0091 rad/s, gy =  0.0010 rad/s, gz = -0.0009 rad/s, erpm_pitch =    0, erpm_roll = -4496, I_w_pitch = -0.0000 A, I_w_roll =  0.4828 A, theta_roll_comp = -32.7325 mrad, theta_setpoint = -40.0000 mrad, 
msg =  670, time steps =   10, qsz =    2, switch = on, t =    13402 ms, ax =  0.5730, ay = -0.3620, az =  9.9375, gx = -0.0079 rad/s, gy =  0.0010 rad/s, gz = -0.0024 rad/s, erpm_pitch =    0, erpm_roll = -4496, I_w_pitch = -0.0000 A, I_w_roll =  0.2926 A, theta_roll_comp = -32.8921 mrad, theta_setpoint = -40.0000 mrad, 
msg =  671, time steps =   10, qsz =    2, switch = on, t =    13422 ms, ax =  0.6018, ay = -0.2841, az =  9.9195, gx = -0.0077 rad/s, gy =  0.0010 rad/s, gz = -0.0003 rad/s, erpm_pitch =    0, erpm_roll = -4615, I_w_pitch = -0.0000 A, I_w_roll =  0.2627 A, theta_roll_comp = -33.0052 mrad, theta_setpoint = -40.0000 mrad, 
msg =  672, time steps =   10, qsz =    2, switch = on, t =    13442 ms, ax =  0.5934, ay = -0.2817, az =  9.9579, gx = -0.0079 rad/s, gy =  0.0022 rad/s, gz = -0.0001 rad/s, erpm_pitch =    0, erpm_roll = -4615, I_w_pitch = -0.0000 A, I_w_roll =  0.3143 A, theta_roll_comp = -33.0279 mrad, theta_setpoint = -40.0000 mrad, 
msg =  673, time steps =   10, qsz =    2, switch = on, t =    13462 ms, ax =  0.5430, ay = -0.3225, az =  9.9818, gx = -0.0077 rad/s, gy =  0.0024 rad/s, gz = -0.0013 rad/s, erpm_pitch =    0, erpm_roll = -4723, I_w_pitch = -0.0000 A, I_w_roll =  0.2862 A, theta_roll_comp = -33.1518 mrad, theta_setpoint = -40.0000 mrad, 
msg =  674, time steps =   10, qsz =    2, switch = on, t =    13482 ms, ax =  0.4879, ay = -0.2397, az =  9.9734, gx = -0.0077 rad/s, gy =  0.0028 rad/s, gz = -0.0017 rad/s, erpm_pitch =    0, erpm_roll = -4782, I_w_pitch = -0.0000 A, I_w_roll =  0.2968 A, theta_roll_comp = -33.2180 mrad, theta_setpoint = -40.0000 mrad, 
msg =  675, time steps =   10, qsz =    2, switch = on, t =    13502 ms, ax =  0.5574, ay = -0.2445, az =  9.9291, gx = -0.0091 rad/s, gy =  0.0019 rad/s, gz =  0.0031 rad/s, erpm_pitch =    0, erpm_roll = -4782, I_w_pitch = -0.0000 A, I_w_roll =  0.5557 A, theta_roll_comp = -33.1882 mrad, theta_setpoint = -40.0000 mrad, 
msg =  676, time steps =   10, qsz =    2, switch = on, t =    13522 ms, ax =  0.5586, ay = -0.3488, az =  9.9531, gx = -0.0083 rad/s, gy =  0.0019 rad/s, gz =  0.0044 rad/s, erpm_pitch =    0, erpm_roll = -4888, I_w_pitch = -0.0000 A, I_w_roll =  0.4303 A, theta_roll_comp = -33.3037 mrad, theta_setpoint = -40.0000 mrad, 
msg =  677, time steps =   10, qsz =    2, switch = off, t =    13542 ms, ax =  0.5934, ay = -0.2985, az =  9.9555, gx = -0.0067 rad/s, gy =  0.0014 rad/s, gz =  0.0016 rad/s, erpm_pitch =    0, erpm_roll = -4888, I_w_pitch = -0.0000 A, I_w_roll =  0.1714 A, theta_roll_comp = -33.4828 mrad, theta_setpoint = -40.0000 mrad, 
msg =  678, time steps =   10, qsz =    2, switch = off, t =    13562 ms, ax =  0.5706, ay = -0.1582, az =  9.9495, gx = -0.0069 rad/s, gy =  0.0004 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll = -4997, I_w_pitch = -0.0000 A, I_w_roll =  0.1804 A, theta_roll_comp = -33.3892 mrad, theta_setpoint = -40.0000 mrad, 
msg =  679, time steps =   10, qsz =    2, switch = off, t =    13582 ms, ax =  0.5514, ay = -0.3297, az =  9.9015, gx = -0.0045 rad/s, gy =  0.0000 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll = -5033, I_w_pitch = -0.0000 A, I_w_roll = -0.2450 A, theta_roll_comp = -33.4270 mrad, theta_setpoint = -40.0000 mrad, 
msg =  680, time steps =   10, qsz =    2, switch = off, t =    13602 ms, ax =  0.6161, ay = -0.3956, az =  9.9171, gx = -0.0025 rad/s, gy = -0.0006 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll = -5033, I_w_pitch = -0.0000 A, I_w_roll = -0.5718 A, theta_roll_comp = -33.6318 mrad, theta_setpoint = -40.0000 mrad, 
msg =  681, time steps =   10, qsz =    2, switch = off, t =    13622 ms, ax =  0.5910, ay = -0.3213, az =  9.9698, gx = -0.0009 rad/s, gy =  0.0020 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll = -5098, I_w_pitch = -0.0000 A, I_w_roll = -0.8402 A, theta_roll_comp = -33.7517 mrad, theta_setpoint = -40.0000 mrad, 
msg =  682, time steps =   10, qsz =    2, switch = off, t =    13642 ms, ax =  0.5478, ay = -0.3488, az =  9.9615, gx =  0.0015 rad/s, gy =  0.0024 rad/s, gz =  0.0025 rad/s, erpm_pitch =    0, erpm_roll = -5098, I_w_pitch = -0.0000 A, I_w_roll = -1.2705 A, theta_roll_comp = -33.7586 mrad, theta_setpoint = -40.0000 mrad, 
msg =  683, time steps =   10, qsz =    2, switch = off, t =    13662 ms, ax =  0.5670, ay = -0.3800, az =  9.9387, gx =  0.0030 rad/s, gy =  0.0032 rad/s, gz = -0.0004 rad/s, erpm_pitch =    0, erpm_roll = -5121, I_w_pitch = -0.0000 A, I_w_roll = -1.5393 A, theta_roll_comp = -33.7265 mrad, theta_setpoint = -40.0000 mrad, 
msg =  684, time steps =   10, qsz =    2, switch = off, t =    13682 ms, ax =  0.5550, ay = -0.3992, az =  9.9003, gx =  0.0043 rad/s, gy =  0.0030 rad/s, gz =  0.0001 rad/s, erpm_pitch =    0, erpm_roll = -5123, I_w_pitch = -0.0000 A, I_w_roll = -1.7835 A, theta_roll_comp = -33.6978 mrad, theta_setpoint = -40.0000 mrad, 
msg =  685, time steps =   10, qsz =    2, switch = off, t =    13702 ms, ax =  0.5778, ay = -0.3704, az =  9.9171, gx =  0.0074 rad/s, gy =  0.0031 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll = -5123, I_w_pitch = -0.0000 A, I_w_roll = -2.3440 A, theta_roll_comp = -33.6404 mrad, theta_setpoint = -40.0000 mrad, 
msg =  686, time steps =   10, qsz =    2, switch = off, t =    13722 ms, ax =  0.5730, ay = -0.3584, az =  9.9507, gx =  0.0104 rad/s, gy =  0.0024 rad/s, gz = -0.0005 rad/s, erpm_pitch =    0, erpm_roll = -5111, I_w_pitch = -0.0000 A, I_w_roll = -2.9122 A, theta_roll_comp = -33.5346 mrad, theta_setpoint = -40.0000 mrad, 
msg =  687, time steps =   10, qsz =    2, switch = off, t =    13742 ms, ax =  0.5526, ay = -0.3812, az =  9.9603, gx =  0.0134 rad/s, gy =  0.0019 rad/s, gz = -0.0033 rad/s, erpm_pitch =    0, erpm_roll = -5102, I_w_pitch = -0.0000 A, I_w_roll = -3.4612 A, theta_roll_comp = -33.3989 mrad, theta_setpoint = -40.0000 mrad, 
msg =  688, time steps =   10, qsz =    2, switch = off, t =    13762 ms, ax =  0.5298, ay = -0.4028, az =  9.9279, gx =  0.0172 rad/s, gy =  0.0010 rad/s, gz = -0.0020 rad/s, erpm_pitch =    0, erpm_roll = -5102, I_w_pitch = -0.0000 A, I_w_roll = -4.1847 A, theta_roll_comp = -33.2213 mrad, theta_setpoint = -40.0000 mrad, 
msg =  689, time steps =   10, qsz =    2, switch = off, t =    13782 ms, ax =  0.5886, ay = -0.3740, az =  9.9291, gx =  0.0199 rad/s, gy =  0.0014 rad/s, gz = -0.0004 rad/s, erpm_pitch =    0, erpm_roll = -5079, I_w_pitch = -0.0000 A, I_w_roll = -4.7085 A, theta_roll_comp = -32.9432 mrad, theta_setpoint = -40.0000 mrad, 
msg =  690, time steps =   10, qsz =    2, switch = off, t =    13802 ms, ax =  0.5886, ay = -0.3536, az =  9.9411, gx =  0.0228 rad/s, gy =  0.0015 rad/s, gz = -0.0000 rad/s, erpm_pitch =    0, erpm_roll = -5079, I_w_pitch = -0.0000 A, I_w_roll = -5.2963 A, theta_roll_comp = -32.5652 mrad, theta_setpoint = -40.0000 mrad, 
msg =  691, time steps =   10, qsz =    2, switch = off, t =    13822 ms, ax =  0.5922, ay = -0.3069, az =  9.9818, gx =  0.0252 rad/s, gy =  0.0026 rad/s, gz =  0.0009 rad/s, erpm_pitch =    0, erpm_roll = -5053, I_w_pitch = -0.0000 A, I_w_roll = -5.7993 A, theta_roll_comp = -32.1175 mrad, theta_setpoint = -40.0000 mrad, 
msg =  692, time steps =   10, qsz =    2, switch = off, t =    13842 ms, ax =  0.6221, ay = -0.3644, az =  9.9459, gx =  0.0279 rad/s, gy =  0.0036 rad/s, gz =  0.0001 rad/s, erpm_pitch =    0, erpm_roll = -5039, I_w_pitch = -0.0000 A, I_w_roll = -6.3553 A, theta_roll_comp = -31.6387 mrad, theta_setpoint = -40.0000 mrad, 
msg =  693, time steps =   10, qsz =    2, switch = off, t =    13862 ms, ax =  0.5466, ay = -0.3584, az =  9.9435, gx =  0.0304 rad/s, gy =  0.0039 rad/s, gz =  0.0009 rad/s, erpm_pitch =    0, erpm_roll = -5039, I_w_pitch = -0.0000 A, I_w_roll = -6.8888 A, theta_roll_comp = -31.1504 mrad, theta_setpoint = -40.0000 mrad, 
msg =  694, time steps =   10, qsz =    2, switch = off, t =    13882 ms, ax =  0.5083, ay = -0.3548, az =  9.9111, gx =  0.0340 rad/s, gy =  0.0034 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll = -5012, I_w_pitch = -0.0000 A, I_w_roll = -7.6256 A, theta_roll_comp = -30.5902 mrad, theta_setpoint = -40.0000 mrad, 
msg =  695, time steps =   10, qsz =    2, switch = off, t =    13902 ms, ax =  0.5370, ay = -0.3620, az =  9.9099, gx =  0.0381 rad/s, gy =  0.0020 rad/s, gz = -0.0043 rad/s, erpm_pitch =    0, erpm_roll = -5012, I_w_pitch = -0.0000 A, I_w_roll = -8.4693 A, theta_roll_comp = -29.9604 mrad, theta_setpoint = -40.0000 mrad, 
msg =  696, time steps =   10, qsz =    2, switch = off, t =    13922 ms, ax =  0.5754, ay = -0.3608, az =  9.9507, gx =  0.0428 rad/s, gy =  0.0019 rad/s, gz = -0.0056 rad/s, erpm_pitch =    0, erpm_roll = -4982, I_w_pitch = -0.0000 A, I_w_roll = -9.4146 A, theta_roll_comp = -29.2954 mrad, theta_setpoint = -40.0000 mrad, 
msg =  697, time steps =   10, qsz =    2, switch = off, t =    13942 ms, ax =  0.6233, ay = -0.3788, az =  9.9770, gx =  0.0476 rad/s, gy =  0.0028 rad/s, gz = -0.0031 rad/s, erpm_pitch =    0, erpm_roll = -4968, I_w_pitch = -0.0000 A, I_w_roll = -10.3924 A, theta_roll_comp = -28.5767 mrad, theta_setpoint = -40.0000 mrad, 
msg =  698, time steps =   10, qsz =    2, switch = off, t =    13962 ms, ax =  0.5802, ay = -0.4052, az =  9.9111, gx =  0.0528 rad/s, gy =  0.0030 rad/s, gz = -0.0029 rad/s, erpm_pitch =    0, erpm_roll = -4968, I_w_pitch = -0.0000 A, I_w_roll = -11.4522 A, theta_roll_comp = -27.7954 mrad, theta_setpoint = -40.0000 mrad, 
msg =  699, time steps =   10, qsz =    2, switch = off, t =    13982 ms, ax =  0.5238, ay = -0.3596, az =  9.9159, gx =  0.0581 rad/s, gy =  0.0028 rad/s, gz = -0.0036 rad/s, erpm_pitch =    0, erpm_roll = -4937, I_w_pitch = -0.0000 A, I_w_roll = -12.5529 A, theta_roll_comp = -26.9078 mrad, theta_setpoint = -40.0000 mrad, 
msg =  700, time steps =   10, qsz =    2, switch = off, t =    14002 ms, ax =  0.5478, ay = -0.2697, az =  9.9303, gx =  0.0622 rad/s, gy =  0.0022 rad/s, gz = -0.0040 rad/s, erpm_pitch =    0, erpm_roll = -4937, I_w_pitch = -0.0000 A, I_w_roll = -13.4736 A, theta_roll_comp = -25.7972 mrad, theta_setpoint = -40.0000 mrad, 
msg =  701, time steps =   10, qsz =    2, switch = off, t =    14022 ms, ax =  0.5598, ay = -0.2949, az =  9.9531, gx =  0.0680 rad/s, gy =  0.0012 rad/s, gz = -0.0013 rad/s, erpm_pitch =    0, erpm_roll = -4907, I_w_pitch = -0.0000 A, I_w_roll = -14.7023 A, theta_roll_comp = -24.5594 mrad, theta_setpoint = -40.0000 mrad, 
msg =  702, time steps =   10, qsz =    2, switch = off, t =    14042 ms, ax =  0.5071, ay = -0.3548, az =  9.9351, gx =  0.0737 rad/s, gy =  0.0002 rad/s, gz =  0.0035 rad/s, erpm_pitch =    0, erpm_roll = -4891, I_w_pitch = -0.0000 A, I_w_roll = -15.9283 A, theta_roll_comp = -23.3379 mrad, theta_setpoint = -40.0000 mrad, 
msg =  703, time steps =   10, qsz =    2, switch = off, t =    14062 ms, ax =  0.5274, ay = -0.3536, az =  9.9075, gx =  0.0787 rad/s, gy = -0.0004 rad/s, gz =  0.0025 rad/s, erpm_pitch =    0, erpm_roll = -4891, I_w_pitch = -0.0000 A, I_w_roll = -17.0489 A, theta_roll_comp = -22.0265 mrad, theta_setpoint = -40.0000 mrad, 
msg =  704, time steps =   10, qsz =    2, switch = off, t =    14082 ms, ax =  0.5922, ay = -0.3189, az =  9.9291, gx =  0.0846 rad/s, gy = -0.0006 rad/s, gz = -0.0017 rad/s, erpm_pitch =    0, erpm_roll = -4861, I_w_pitch = -0.0000 A, I_w_roll = -18.3283 A, theta_roll_comp = -20.6212 mrad, theta_setpoint = -40.0000 mrad, 
msg =  705, time steps =   10, qsz =    2, switch = off, t =    14102 ms, ax =  0.6209, ay = -0.3141, az =  9.9615, gx =  0.0914 rad/s, gy =  0.0007 rad/s, gz = -0.0040 rad/s, erpm_pitch =    0, erpm_roll = -4829, I_w_pitch = -0.0000 A, I_w_roll = -19.7937 A, theta_roll_comp = -19.1024 mrad, theta_setpoint = -40.0000 mrad, 
msg =  706, time steps =   10, qsz =    2, switch = off, t =    14122 ms, ax =  0.6989, ay = -0.3356, az =  9.9567, gx =  0.0982 rad/s, gy =  0.0024 rad/s, gz = -0.0043 rad/s, erpm_pitch =    0, erpm_roll = -4829, I_w_pitch = -0.0000 A, I_w_roll = -21.2768 A, theta_roll_comp = -17.4731 mrad, theta_setpoint = -40.0000 mrad, 
msg =  707, time steps =   10, qsz =    2, switch = off, t =    14142 ms, ax =  0.6653, ay = -0.3464, az =  9.9447, gx =  0.1056 rad/s, gy =  0.0059 rad/s, gz = -0.0068 rad/s, erpm_pitch =    0, erpm_roll = -4814, I_w_pitch = -0.0000 A, I_w_roll = -22.8888 A, theta_roll_comp = -15.7862 mrad, theta_setpoint = -40.0000 mrad, 
msg =  708, time steps =   10, qsz =    2, switch = off, t =    14162 ms, ax =  0.6605, ay = -0.3273, az =  9.9531, gx =  0.1134 rad/s, gy =  0.0086 rad/s, gz = -0.0108 rad/s, erpm_pitch =    0, erpm_roll = -4814, I_w_pitch = -0.0000 A, I_w_roll = -24.5730 A, theta_roll_comp = -13.9484 mrad, theta_setpoint = -40.0000 mrad, 
msg =  709, time steps =   10, qsz =    2, switch = off, t =    14182 ms, ax =  0.6114, ay = -0.2086, az =  9.9567, gx =  0.1206 rad/s, gy =  0.0095 rad/s, gz = -0.0105 rad/s, erpm_pitch =    0, erpm_roll = -4784, I_w_pitch = -0.0000 A, I_w_roll = -26.1978 A, theta_roll_comp = -11.8824 mrad, theta_setpoint = -40.0000 mrad, 
msg =  710, time steps =   10, qsz =    2, switch = off, t =    14202 ms, ax =  0.5059, ay = -0.1606, az =  9.9447, gx =  0.1269 rad/s, gy =  0.0102 rad/s, gz = -0.0150 rad/s, erpm_pitch =    0, erpm_roll = -4767, I_w_pitch = -0.0000 A, I_w_roll = -27.7108 A, theta_roll_comp = -9.6170 mrad, theta_setpoint = -40.0000 mrad, 
msg =  711, time steps =   10, qsz =    2, switch = off, t =    14222 ms, ax =  0.4675, ay = -0.0755, az =  9.9147, gx =  0.1301 rad/s, gy =  0.0094 rad/s, gz = -0.0117 rad/s, erpm_pitch =    0, erpm_roll = -4767, I_w_pitch = -0.0000 A, I_w_roll = -28.6858 A, theta_roll_comp = -7.1184 mrad, theta_setpoint = -40.0000 mrad, 
msg =  712, time steps =   10, qsz =    2, switch = off, t =    14242 ms, ax =  0.4675, ay =  0.0360, az =  9.9027, gx =  0.1328 rad/s, gy =  0.0086 rad/s, gz = -0.0077 rad/s, erpm_pitch =    0, erpm_roll = -4737, I_w_pitch = -0.0000 A, I_w_roll = -29.6052 A, theta_roll_comp = -4.3677 mrad, theta_setpoint = -40.0000 mrad, 
msg =  713, time steps =   10, qsz =    2, switch = off, t =    14262 ms, ax =  0.4915, ay =  0.1151, az =  9.9123, gx =  0.1357 rad/s, gy =  0.0059 rad/s, gz = -0.0091 rad/s, erpm_pitch =    0, erpm_roll = -4737, I_w_pitch = -0.0000 A, I_w_roll = -30.6000 A, theta_roll_comp = -1.4463 mrad, theta_setpoint = -40.0000 mrad, 
msg =  714, time steps =   10, qsz =    2, switch = off, t =    14282 ms, ax =  0.4987, ay =  0.1379, az =  9.9351, gx =  0.1368 rad/s, gy =  0.0039 rad/s, gz = -0.0139 rad/s, erpm_pitch =    0, erpm_roll = -4708, I_w_pitch = -0.0000 A, I_w_roll = -31.2638 A, theta_roll_comp =  1.5041 mrad, theta_setpoint = -40.0000 mrad, 
msg =  715, time steps =   10, qsz =    2, switch = off, t =    14302 ms, ax =  0.5191, ay =  0.0779, az =  9.8955, gx =  0.1383 rad/s, gy =  0.0032 rad/s, gz = -0.0133 rad/s, erpm_pitch =    0, erpm_roll = -4693, I_w_pitch = -0.0000 A, I_w_roll = -31.9952 A, theta_roll_comp =  4.4276 mrad, theta_setpoint = -40.0000 mrad, 
msg =  716, time steps =   10, qsz =    2, switch = off, t =    14322 ms, ax =  0.5035, ay =  0.1115, az =  9.8979, gx =  0.1412 rad/s, gy =  0.0008 rad/s, gz = -0.0083 rad/s, erpm_pitch =    0, erpm_roll = -4693, I_w_pitch = -0.0000 A, I_w_roll = -32.9866 A, theta_roll_comp =  7.3288 mrad, theta_setpoint = -40.0000 mrad, 
msg =  717, time steps =   10, qsz =    2, switch = off, t =    14342 ms, ax =  0.5226, ay =  0.1978, az =  9.9123, gx =  0.1435 rad/s, gy = -0.0006 rad/s, gz = -0.0080 rad/s, erpm_pitch =    0, erpm_roll = -4662, I_w_pitch = -0.0000 A, I_w_roll = -33.8740 A, theta_roll_comp = 10.3282 mrad, theta_setpoint = -40.0000 mrad, 
msg =  718, time steps =   10, qsz =    2, switch = off, t =    14362 ms, ax =  0.5610, ay =  0.2433, az =  9.9147, gx =  0.1437 rad/s, gy = -0.0009 rad/s, gz = -0.0079 rad/s, erpm_pitch =    0, erpm_roll = -4662, I_w_pitch = -0.0000 A, I_w_roll = -34.4144 A, theta_roll_comp = 13.4059 mrad, theta_setpoint = -40.0000 mrad, 
