picocom v3.1

port is        : /dev/ttyACM0
flowcontrol    : none
baudrate is    : 230400
parity is      : none
databits are   : 8
stopbits are   : 1
escape is      : C-a
local echo is  : no
noinit is      : no
noreset is     : no
hangup is      : no
nolock is      : no
send_cmd is    : sz -vv
receive_cmd is : rz -vv -E
imap is        : 8bithex,
omap is        : 
emap is        : crcrlf,delbs,
logfile is     : none
initstring     : none
exit_after is  : not set
exit is        : no

Type [C-a] [C-h] to see available commands
Terminal ready
msg =  175, time steps =   10, qsz =    2, switch = on, t =     3502 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6209, ay = -0.2913, az =  9.9279, gx =  0.0067 rad/s, gy =  0.0027 rad/s, gz = -0.0334 rad/s, erpm_pitch =    0, erpm_roll = -11310, I_w_pitch = -0.0000 A, I_w_roll = -5.5666 A, theta_roll_comp = -12.7502 mrad 
msg =  672, time steps =   10, qsz =    2, switch = on, t =    13442 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5526, ay = -0.2781, az =  9.9351, gx =  0.0035 rad/s, gy =  0.0031 rad/s, gz = -0.0009 rad/s, erpm_pitch =    0, erpm_roll =   58, I_w_pitch = -0.0000 A, I_w_roll = -3.2560 A, theta_roll_comp = -23.5961 mrad 
msg =  673, time steps =   10, qsz =    2, switch = on, t =    13462 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5382, ay = -0.2326, az =  9.9471, gx =  0.0048 rad/s, gy =  0.0034 rad/s, gz = -0.0013 rad/s, erpm_pitch =    0, erpm_roll =   16, I_w_pitch = -0.0000 A, I_w_roll = -3.5123 A, theta_roll_comp = -23.4921 mrad 
msg =  674, time steps =   10, qsz =    2, switch = on, t =    13482 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5322, ay = -0.2134, az =  9.9423, gx =  0.0079 rad/s, gy =  0.0027 rad/s, gz =  0.0005 rad/s, erpm_pitch =    0, erpm_roll =  -42, I_w_pitch = -0.0000 A, I_w_roll = -4.0961 A, theta_roll_comp = -23.2887 mrad 
msg =  675, time steps =   10, qsz =    2, switch = on, t =    13502 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5334, ay = -0.2230, az =  9.9279, gx =  0.0094 rad/s, gy =  0.0016 rad/s, gz =  0.0025 rad/s, erpm_pitch =    0, erpm_roll =  -42, I_w_pitch = -0.0000 A, I_w_roll = -4.3981 A, theta_roll_comp = -23.0490 mrad 
msg =  676, time steps =   10, qsz =    2, switch = on, t =    13522 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5442, ay = -0.2278, az =  9.9351, gx =  0.0092 rad/s, gy =  0.0011 rad/s, gz =  0.0017 rad/s, erpm_pitch =    0, erpm_roll = -164, I_w_pitch = -0.0000 A, I_w_roll = -4.4108 A, theta_roll_comp = -22.8197 mrad 
msg =  677, time steps =   10, qsz =    2, switch = on, t =    13542 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5730, ay = -0.1822, az =  9.9459, gx =  0.0104 rad/s, gy =  0.0007 rad/s, gz =  0.0021 rad/s, erpm_pitch =    0, erpm_roll = -164, I_w_pitch = -0.0000 A, I_w_roll = -4.6702 A, theta_roll_comp = -22.5467 mrad 
msg =  678, time steps =   10, qsz =    2, switch = on, t =    13562 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5910, ay = -0.1750, az =  9.9447, gx =  0.0111 rad/s, gy =  0.0008 rad/s, gz =  0.0025 rad/s, erpm_pitch =    0, erpm_roll = -313, I_w_pitch = -0.0000 A, I_w_roll = -4.8417 A, theta_roll_comp = -22.2241 mrad 
msg =  679, time steps =   10, qsz =    2, switch = on, t =    13582 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5994, ay = -0.1367, az =  9.9543, gx =  0.0098 rad/s, gy =  0.0020 rad/s, gz =  0.0008 rad/s, erpm_pitch =    0, erpm_roll = -433, I_w_pitch = -0.0000 A, I_w_roll = -4.6590 A, theta_roll_comp = -21.8680 mrad 
msg =  680, time steps =   10, qsz =    2, switch = on, t =    13602 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6018, ay = -0.1043, az =  9.9567, gx =  0.0091 rad/s, gy =  0.0026 rad/s, gz = -0.0005 rad/s, erpm_pitch =    0, erpm_roll = -433, I_w_pitch = -0.0000 A, I_w_roll = -4.6043 A, theta_roll_comp = -21.4606 mrad 
msg =  681, time steps =   10, qsz =    2, switch = on, t =    13622 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5682, ay = -0.1127, az =  9.9495, gx =  0.0088 rad/s, gy =  0.0024 rad/s, gz = -0.0005 rad/s, erpm_pitch =    0, erpm_roll = -694, I_w_pitch = -0.0000 A, I_w_roll = -4.6192 A, theta_roll_comp = -21.0681 mrad 
msg =  682, time steps =   10, qsz =    2, switch = on, t =    13642 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5358, ay = -0.0935, az =  9.9483, gx =  0.0064 rad/s, gy =  0.0027 rad/s, gz = -0.0016 rad/s, erpm_pitch =    0, erpm_roll = -694, I_w_pitch = -0.0000 A, I_w_roll = -4.2498 A, theta_roll_comp = -20.6803 mrad 
msg =  683, time steps =   10, qsz =    2, switch = on, t =    13662 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5478, ay = -0.0420, az =  9.9375, gx =  0.0044 rad/s, gy =  0.0027 rad/s, gz = -0.0011 rad/s, erpm_pitch =    0, erpm_roll = -1052, I_w_pitch = -0.0000 A, I_w_roll = -3.9525 A, theta_roll_comp = -20.2914 mrad 
msg =  684, time steps =   10, qsz =    2, switch = on, t =    13682 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5262, ay = -0.0420, az =  9.9039, gx =  0.0030 rad/s, gy =  0.0015 rad/s, gz = -0.0007 rad/s, erpm_pitch =    0, erpm_roll = -1262, I_w_pitch = -0.0000 A, I_w_roll = -3.7526 A, theta_roll_comp = -19.8932 mrad 
msg =  685, time steps =   10, qsz =    2, switch = on, t =    13702 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5262, ay = -0.0264, az =  9.9375, gx =  0.0007 rad/s, gy =  0.0012 rad/s, gz = -0.0021 rad/s, erpm_pitch =    0, erpm_roll = -1262, I_w_pitch = -0.0000 A, I_w_roll = -3.4045 A, theta_roll_comp = -19.5226 mrad 
msg =  686, time steps =   10, qsz =    2, switch = on, t =    13722 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5346, ay = -0.0108, az =  9.9626, gx = -0.0022 rad/s, gy =  0.0008 rad/s, gz =  0.0027 rad/s, erpm_pitch =    0, erpm_roll = -1696, I_w_pitch = -0.0000 A, I_w_roll = -2.9235 A, theta_roll_comp = -19.2330 mrad 
msg =  687, time steps =   10, qsz =    2, switch = on, t =    13742 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5598, ay = -0.0144, az =  9.9303, gx = -0.0039 rad/s, gy =  0.0007 rad/s, gz =  0.0067 rad/s, erpm_pitch =    0, erpm_roll = -1929, I_w_pitch = -0.0000 A, I_w_roll = -2.6451 A, theta_roll_comp = -19.0253 mrad 
msg =  688, time steps =   10, qsz =    2, switch = on, t =    13762 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5886, ay =  0.0084, az =  9.9279, gx = -0.0061 rad/s, gy =  0.0007 rad/s, gz =  0.0045 rad/s, erpm_pitch =    0, erpm_roll = -1929, I_w_pitch = -0.0000 A, I_w_roll = -2.2907 A, theta_roll_comp = -18.8440 mrad 
msg =  689, time steps =   10, qsz =    2, switch = on, t =    13782 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6006, ay =  0.0156, az =  9.9543, gx = -0.0090 rad/s, gy =  0.0014 rad/s, gz = -0.0004 rad/s, erpm_pitch =    0, erpm_roll = -2400, I_w_pitch = -0.0000 A, I_w_roll = -1.7845 A, theta_roll_comp = -18.7122 mrad 
msg =  690, time steps =   10, qsz =    2, switch = on, t =    13802 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5982, ay = -0.0240, az =  9.9638, gx = -0.0107 rad/s, gy =  0.0018 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll = -2400, I_w_pitch = -0.0000 A, I_w_roll = -1.4796 A, theta_roll_comp = -18.6705 mrad 
msg =  691, time steps =   10, qsz =    2, switch = on, t =    13822 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5694, ay = -0.0935, az =  9.9471, gx = -0.0117 rad/s, gy =  0.0026 rad/s, gz =  0.0012 rad/s, erpm_pitch =    0, erpm_roll = -2875, I_w_pitch = -0.0000 A, I_w_roll = -1.3078 A, theta_roll_comp = -18.6956 mrad 
msg =  692, time steps =   10, qsz =    2, switch = on, t =    13842 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5670, ay = -0.1007, az =  9.9195, gx = -0.0143 rad/s, gy =  0.0030 rad/s, gz = -0.0009 rad/s, erpm_pitch =    0, erpm_roll = -3108, I_w_pitch = -0.0000 A, I_w_roll = -0.8204 A, theta_roll_comp = -18.7458 mrad 
msg =  693, time steps =   10, qsz =    2, switch = on, t =    13862 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5358, ay = -0.0983, az =  9.9051, gx = -0.0150 rad/s, gy =  0.0020 rad/s, gz = -0.0027 rad/s, erpm_pitch =    0, erpm_roll = -3108, I_w_pitch = -0.0000 A, I_w_roll = -0.6805 A, theta_roll_comp = -18.8710 mrad 
msg =  694, time steps =   10, qsz =    2, switch = on, t =    13882 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5646, ay = -0.1343, az =  9.9231, gx = -0.0153 rad/s, gy =  0.0014 rad/s, gz =  0.0001 rad/s, erpm_pitch =    0, erpm_roll = -3549, I_w_pitch = -0.0000 A, I_w_roll = -0.6077 A, theta_roll_comp = -19.0266 mrad 
msg =  695, time steps =   10, qsz =    2, switch = on, t =    13902 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5622, ay = -0.1163, az =  9.9375, gx = -0.0165 rad/s, gy =  0.0006 rad/s, gz =  0.0011 rad/s, erpm_pitch =    0, erpm_roll = -3549, I_w_pitch = -0.0000 A, I_w_roll = -0.3577 A, theta_roll_comp = -19.2408 mrad 
msg =  696, time steps =   10, qsz =    2, switch = on, t =    13922 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5802, ay = -0.0527, az =  9.9483, gx = -0.0185 rad/s, gy =  0.0007 rad/s, gz =  0.0039 rad/s, erpm_pitch =    0, erpm_roll = -3965, I_w_pitch = -0.0000 A, I_w_roll =  0.0262 A, theta_roll_comp = -19.3930 mrad 
msg =  697, time steps =   10, qsz =    2, switch = on, t =    13942 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5682, ay = -0.1450, az =  9.9339, gx = -0.0193 rad/s, gy =  0.0002 rad/s, gz =  0.0037 rad/s, erpm_pitch =    0, erpm_roll = -4159, I_w_pitch = -0.0000 A, I_w_roll =  0.2008 A, theta_roll_comp = -19.5858 mrad 
msg =  698, time steps =   10, qsz =    2, switch = on, t =    13962 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5250, ay = -0.1163, az =  9.9483, gx = -0.0194 rad/s, gy =  0.0003 rad/s, gz =  0.0031 rad/s, erpm_pitch =    0, erpm_roll = -4159, I_w_pitch = -0.0000 A, I_w_roll =  0.2752 A, theta_roll_comp = -19.9007 mrad 
msg =  699, time steps =   10, qsz =    2, switch = on, t =    13982 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5874, ay = -0.0635, az =  9.9746, gx = -0.0207 rad/s, gy =  0.0015 rad/s, gz =  0.0068 rad/s, erpm_pitch =    0, erpm_roll = -4543, I_w_pitch = -0.0000 A, I_w_roll =  0.5491 A, theta_roll_comp = -20.1148 mrad 
msg =  700, time steps =   10, qsz =    2, switch = on, t =    14002 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5730, ay = -0.1486, az =  9.9567, gx = -0.0209 rad/s, gy =  0.0012 rad/s, gz =  0.0041 rad/s, erpm_pitch =    0, erpm_roll = -4543, I_w_pitch = -0.0000 A, I_w_roll =  0.6191 A, theta_roll_comp = -20.4023 mrad 
msg =  701, time steps =   10, qsz =    2, switch = on, t =    14022 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5202, ay = -0.2541, az =  9.9615, gx = -0.0193 rad/s, gy =  0.0016 rad/s, gz = -0.0036 rad/s, erpm_pitch =    0, erpm_roll = -4889, I_w_pitch = -0.0000 A, I_w_roll =  0.4027 A, theta_roll_comp = -20.8475 mrad 
msg =  702, time steps =   10, qsz =    2, switch = on, t =    14042 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5035, ay = -0.2290, az =  9.9339, gx = -0.0194 rad/s, gy =  0.0010 rad/s, gz = -0.0045 rad/s, erpm_pitch =    0, erpm_roll = -5054, I_w_pitch = -0.0000 A, I_w_roll =  0.5003 A, theta_roll_comp = -21.3079 mrad 
msg =  703, time steps =   10, qsz =    2, switch = on, t =    14062 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4855, ay = -0.1726, az =  9.9782, gx = -0.0189 rad/s, gy =  0.0016 rad/s, gz = -0.0001 rad/s, erpm_pitch =    0, erpm_roll = -5054, I_w_pitch = -0.0000 A, I_w_roll =  0.4574 A, theta_roll_comp = -21.6387 mrad 
msg =  704, time steps =   10, qsz =    2, switch = on, t =    14082 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4975, ay = -0.1810, az =  9.9722, gx = -0.0185 rad/s, gy =  0.0014 rad/s, gz =  0.0019 rad/s, erpm_pitch =    0, erpm_roll = -5368, I_w_pitch = -0.0000 A, I_w_roll =  0.4301 A, theta_roll_comp = -21.9176 mrad 
msg =  705, time steps =   10, qsz =    2, switch = on, t =    14102 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4579, ay = -0.2146, az =  9.9866, gx = -0.0190 rad/s, gy =  0.0023 rad/s, gz =  0.0019 rad/s, erpm_pitch =    0, erpm_roll = -5665, I_w_pitch = -0.0000 A, I_w_roll =  0.5760 A, theta_roll_comp = -22.2300 mrad 
msg =  706, time steps =   10, qsz =    2, switch = on, t =    14122 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5658, ay = -0.1858, az =  9.9303, gx = -0.0198 rad/s, gy =  0.0010 rad/s, gz =  0.0039 rad/s, erpm_pitch =    0, erpm_roll = -5665, I_w_pitch = -0.0000 A, I_w_roll =  0.7685 A, theta_roll_comp = -22.5346 mrad 
msg =  707, time steps =   10, qsz =    2, switch = on, t =    14142 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5682, ay = -0.1678, az =  9.9075, gx = -0.0195 rad/s, gy = -0.0002 rad/s, gz =  0.0081 rad/s, erpm_pitch =    0, erpm_roll = -5811, I_w_pitch = -0.0000 A, I_w_roll =  0.7628 A, theta_roll_comp = -22.7987 mrad 
msg =  708, time steps =   10, qsz =    2, switch = on, t =    14162 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5778, ay = -0.1678, az =  9.9351, gx = -0.0187 rad/s, gy =  0.0000 rad/s, gz =  0.0004 rad/s, erpm_pitch =    0, erpm_roll = -5811, I_w_pitch = -0.0000 A, I_w_roll =  0.6658 A, theta_roll_comp = -23.0913 mrad 
msg =  709, time steps =   10, qsz =    2, switch = on, t =    14182 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5754, ay = -0.2397, az =  9.9363, gx = -0.0179 rad/s, gy =  0.0003 rad/s, gz = -0.0067 rad/s, erpm_pitch =    0, erpm_roll = -6095, I_w_pitch = -0.0000 A, I_w_roll =  0.5718 A, theta_roll_comp = -23.4023 mrad 
msg =  710, time steps =   10, qsz =    2, switch = on, t =    14202 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5586, ay = -0.2050, az =  9.9638, gx = -0.0166 rad/s, gy =  0.0007 rad/s, gz = -0.0036 rad/s, erpm_pitch =    0, erpm_roll = -6230, I_w_pitch = -0.0000 A, I_w_roll =  0.3863 A, theta_roll_comp = -23.7411 mrad 
msg =  711, time steps =   10, qsz =    2, switch = on, t =    14222 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6078, ay = -0.1594, az =  9.9411, gx = -0.0165 rad/s, gy =  0.0012 rad/s, gz =  0.0049 rad/s, erpm_pitch =    0, erpm_roll = -6230, I_w_pitch = -0.0000 A, I_w_roll =  0.4033 A, theta_roll_comp = -23.9968 mrad 
msg =  712, time steps =   10, qsz =    2, switch = on, t =    14242 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5526, ay = -0.1906, az =  9.9447, gx = -0.0167 rad/s, gy =  0.0026 rad/s, gz =  0.0072 rad/s, erpm_pitch =    0, erpm_roll = -6495, I_w_pitch = -0.0000 A, I_w_roll =  0.4765 A, theta_roll_comp = -24.1547 mrad 
msg =  713, time steps =   10, qsz =    2, switch = on, t =    14262 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5346, ay = -0.2062, az =  9.9315, gx = -0.0169 rad/s, gy =  0.0018 rad/s, gz =  0.0060 rad/s, erpm_pitch =    0, erpm_roll = -6495, I_w_pitch = -0.0000 A, I_w_roll =  0.5426 A, theta_roll_comp = -24.4184 mrad 
msg =  714, time steps =   10, qsz =    2, switch = on, t =    14282 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5742, ay = -0.2062, az =  9.9243, gx = -0.0162 rad/s, gy =  0.0018 rad/s, gz =  0.0044 rad/s, erpm_pitch =    0, erpm_roll = -6757, I_w_pitch = -0.0000 A, I_w_roll =  0.4670 A, theta_roll_comp = -24.6945 mrad 
msg =  715, time steps =   10, qsz =    2, switch = on, t =    14302 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6042, ay = -0.2242, az =  9.9459, gx = -0.0154 rad/s, gy =  0.0015 rad/s, gz = -0.0044 rad/s, erpm_pitch =    0, erpm_roll = -6891, I_w_pitch = -0.0000 A, I_w_roll =  0.3731 A, theta_roll_comp = -25.0065 mrad 
msg =  716, time steps =   10, qsz =    2, switch = on, t =    14322 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5226, ay = -0.2481, az =  9.9519, gx = -0.0141 rad/s, gy =  0.0010 rad/s, gz = -0.0097 rad/s, erpm_pitch =    0, erpm_roll = -6891, I_w_pitch = -0.0000 A, I_w_roll =  0.1798 A, theta_roll_comp = -25.2965 mrad 
msg =  717, time steps =   10, qsz =    2, switch = on, t =    14342 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5274, ay = -0.1786, az =  9.9375, gx = -0.0129 rad/s, gy =  0.0007 rad/s, gz =  0.0017 rad/s, erpm_pitch =    0, erpm_roll = -7149, I_w_pitch = -0.0000 A, I_w_roll =  0.0010 A, theta_roll_comp = -25.5273 mrad 
msg =  718, time steps =   10, qsz =    2, switch = on, t =    14362 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6137, ay = -0.2110, az =  9.9063, gx = -0.0134 rad/s, gy =  0.0008 rad/s, gz =  0.0148 rad/s, erpm_pitch =    0, erpm_roll = -7149, I_w_pitch = -0.0000 A, I_w_roll =  0.1213 A, theta_roll_comp = -25.6798 mrad 
msg =  719, time steps =   10, qsz =    2, switch = on, t =    14382 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5358, ay = -0.2421, az =  9.9339, gx = -0.0121 rad/s, gy =  0.0003 rad/s, gz =  0.0150 rad/s, erpm_pitch =    0, erpm_roll = -7405, I_w_pitch = -0.0000 A, I_w_roll = -0.0850 A, theta_roll_comp = -25.8882 mrad 
msg =  720, time steps =   10, qsz =    2, switch = on, t =    14402 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5598, ay = -0.2409, az =  9.9495, gx = -0.0101 rad/s, gy =  0.0007 rad/s, gz =  0.0025 rad/s, erpm_pitch =    0, erpm_roll = -7535, I_w_pitch = -0.0000 A, I_w_roll = -0.4086 A, theta_roll_comp = -26.1132 mrad 
msg =  721, time steps =   10, qsz =    2, switch = on, t =    14422 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5814, ay = -0.3045, az =  9.9471, gx = -0.0074 rad/s, gy =  0.0007 rad/s, gz = -0.0108 rad/s, erpm_pitch =    0, erpm_roll = -7535, I_w_pitch = -0.0000 A, I_w_roll = -0.8560 A, theta_roll_comp = -26.3128 mrad 
msg =  722, time steps =   10, qsz =    2, switch = on, t =    14442 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5526, ay = -0.3273, az =  9.9411, gx = -0.0051 rad/s, gy =  0.0012 rad/s, gz = -0.0099 rad/s, erpm_pitch =    0, erpm_roll = -7805, I_w_pitch = -0.0000 A, I_w_roll = -1.2311 A, theta_roll_comp = -26.5151 mrad 
msg =  723, time steps =   10, qsz =    2, switch = on, t =    14462 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.4819, ay = -0.2326, az =  9.9782, gx = -0.0039 rad/s, gy =  0.0027 rad/s, gz =  0.0064 rad/s, erpm_pitch =    0, erpm_roll = -7805, I_w_pitch = -0.0000 A, I_w_roll = -1.4382 A, theta_roll_comp = -26.5686 mrad 
msg =  724, time steps =   10, qsz =    2, switch = on, t =    14482 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5466, ay = -0.1654, az =  9.9495, gx = -0.0034 rad/s, gy =  0.0026 rad/s, gz =  0.0166 rad/s, erpm_pitch =    0, erpm_roll = -8095, I_w_pitch = -0.0000 A, I_w_roll = -1.5385 A, theta_roll_comp = -26.5408 mrad 
msg =  725, time steps =   10, qsz =    2, switch = on, t =    14502 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5718, ay = -0.2373, az =  9.9231, gx = -0.0028 rad/s, gy =  0.0018 rad/s, gz =  0.0049 rad/s, erpm_pitch =    0, erpm_roll = -8256, I_w_pitch = -0.0000 A, I_w_roll = -1.6725 A, theta_roll_comp = -26.4523 mrad 
msg =  726, time steps =   10, qsz =    2, switch = on, t =    14522 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5730, ay = -0.1450, az =  9.9099, gx = -0.0029 rad/s, gy =  0.0018 rad/s, gz = -0.0186 rad/s, erpm_pitch =    0, erpm_roll = -8256, I_w_pitch = -0.0000 A, I_w_roll = -1.6726 A, theta_roll_comp = -26.3023 mrad 
msg =  727, time steps =   10, qsz =    2, switch = on, t =    14542 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5095, ay = -0.2218, az =  9.9231, gx = -0.0033 rad/s, gy =  0.0015 rad/s, gz = -0.0190 rad/s, erpm_pitch =    0, erpm_roll = -8603, I_w_pitch = -0.0000 A, I_w_roll = -1.6120 A, theta_roll_comp = -26.2316 mrad 
msg =  728, time steps =   10, qsz =    2, switch = on, t =    14562 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.6078, ay = -0.1810, az =  9.9782, gx = -0.0046 rad/s, gy =  0.0019 rad/s, gz =  0.0043 rad/s, erpm_pitch =    0, erpm_roll = -8789, I_w_pitch = -0.0000 A, I_w_roll = -1.3834 A, theta_roll_comp = -26.1622 mrad 
msg =  729, time steps =   10, qsz =    2, switch = on, t =    14582 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5814, ay = -0.1223, az =  9.9650, gx = -0.0062 rad/s, gy =  0.0027 rad/s, gz =  0.0294 rad/s, erpm_pitch =    0, erpm_roll = -8789, I_w_pitch = -0.0000 A, I_w_roll = -1.1070 A, theta_roll_comp = -26.0923 mrad 
msg =  730, time steps =   10, qsz =    2, switch = on, t =    14602 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5862, ay = -0.1594, az =  9.9183, gx = -0.0069 rad/s, gy =  0.0020 rad/s, gz =  0.0096 rad/s, erpm_pitch =    0, erpm_roll = -9177, I_w_pitch = -0.0000 A, I_w_roll = -1.0010 A, theta_roll_comp = -26.0058 mrad 
msg =  731, time steps =   10, qsz =    2, switch = on, t =    14622 ms, kp1 = -80.0000, kd1 = -90.0000, kp2 =  0.0350, setpoint_theta_0 = -0.0400, ax =  0.5574, ay = -0.1594, az =  9.8943, gx = -0.0086 rad/s, gy =  0.0002 rad/s, gz = -0.0301 rad/s, erpm_pitch =    0, erpm_roll = -9177, I_w_pitch = -0.0000 A, I_w_roll = -0.7021 A, theta_roll_comp = -25.9262 mrad 
